# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "16" "-F" "SAF" "-a" "B.SAF" "-o" "B_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_2866_G_Tb927.10.13480	Tb927_10_v5.1	3288493	3291520	.	3028	4570	3175	1542	1655	783	2760	1289	58	31	36	51	6	38	44	0	0	21	18	0	2	29	25	0	2	7	5	3	57	0	0	56	21	1	1	19
NA_peak_2867_G_Tb927.10.13520	Tb927_10_v5.1	3299747	3301373	.	1627	569	849	241	159	805	314	215	10	17	0	1	9	31	1	0	7	2	0	1	3	3	1	0	22	16	0	1	7	4	2	1	5	3	0	0
NA_peak_2868_R_Tb927.10.13520	Tb927_10_v5.1	3300390	3301345	.	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2869_R_Tb927.10.13550	Tb927_10_v5.1	3306652	3308239	.	1588	9	72	11	250	51	24	60	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	1	1
NA_peak_2871_G_Tb927.10.13630	Tb927_10_v5.1	3329641	3330354	.	714	584	6103	3240	810	383	340	318	1	22	25	1	1	182	260	0	2	105	143	0	0	33	44	0	1	22	18	0	0	17	13	0	0	16	10	1
NA_peak_2872_G_Tb927.10.13650	Tb927_10_v5.1	3332562	3334975	.	2414	47	235	104	35	52	16	65	3	0	0	4	0	2	1	1	0	5	4	0	0	0	0	2	1	1	1	2	0	1	0	0	0	0	0	1
NA_peak_2873_G_Tb927.10.13670	Tb927_10_v5.1	3338778	3339084	.	307	419	789	102	17	553	128	742	3	24	15	0	3	44	25	0	1	7	4	0	0	1	0	0	16	13	1	0	5	4	2	0	8	22	23	1
NA_peak_2875_G_Tb927.10.13700	Tb927_10_v5.1	3348347	3349490	.	1144	1654	7360	6540	6241	1241	689	1141	54	36	9	7	335	9	2	42	303	15	3	31	286	11	3	61	1	44	31	6	0	31	19	0	6	32	35	1
NA_peak_2876_G_Tb927.10.13720	Tb927_10_v5.1	3351233	3352029	.	797	478	633	483	518	341	947	579	6	17	21	1	1	30	25	1	4	15	16	1	2	23	26	0	10	2	0	9	16	0	0	12	15	0	1	12
NA_peak_2877_G_Tb927.10.13730	Tb927_10_v5.1	3352905	3353968	.	1064	293	499	365	334	403	323	1069	8	2	4	9	2	5	7	0	1	10	7	0	0	6	11	0	7	0	0	5	4	0	0	1	71	0	1	69
NA_peak_2878_G_Tb927.10.13780	Tb927_10_v5.1	3361304	3362010	.	707	887	4167	2112	1875	17	13	8	5	44	0	6	9	151	0	3	1	96	0	0	3	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2879_G_Tb927.10.13790	Tb927_10_v5.1	3367712	3368350	.	639	2048	5143	5984	5740	628	481	439	39	76	87	59	0	218	285	0	0	242	352	2	0	196	284	0	0	0	1	61	0	0	0	37	0	0	4	42
NA_peak_2880_G_Tb927.10.13800	Tb927_10_v5.1	3368661	3370977	.	2317	8379	26279	31174	37485	20288	16420	23981	113	71	124	100	108	371	438	43	154	397	498	50	174	435	598	67	386	1	5	239	323	1	4	212	470	0	39	280
NA_peak_2881_G_Tb927.10.13820	Tb927_10_v5.1	3372983	3374896	.	1914	2896	3394	2409	1324	3166	2666	2620	35	39	18	10	10	35	43	4	6	34	29	0	5	22	20	0	43	8	10	27	50	6	0	18	36	5	4	33
NA_peak_2882_G_Tb927.10.13930	Tb927_10_v5.1	3395864	3397158	.	1295	538	1827	1144	1098	1218	1051	845	11	3	10	7	10	25	59	0	7	13	23	1	6	17	39	0	27	1	3	28	23	0	0	26	8	1	7	15
NA_peak_2884_G_Tb927.10.13970	Tb927_10_v5.1	3402077	3403611	.	1535	450	911	537	329	1366	359	851	4	2	8	2	6	16	23	2	4	7	17	0	0	8	10	0	26	9	7	13	7	0	0	9	11	1	5	18
NA_peak_2885_G_Tb927.10.14000	Tb927_10_v5.1	3409301	3410420	.	1120	257	579	237	128	996	572	758	11	7	8	3	21	2	3	16	7	3	3	5	7	1	1	3	5	11	13	24	3	17	16	1	3	17	20	5
NA_peak_2887_G_Tb927.10.14030	Tb927_10_v5.1	3417428	3418295	.	868	137	1382	1520	1905	4	5	9	3	6	0	0	40	16	5	26	37	9	4	27	67	11	5	49	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2888_G_Tb927.10.14130	Tb927_10_v5.1	3431733	3432084	.	352	661	1383	206	61	251	166	58	1	0	6	38	0	57	95	7	0	8	17	0	0	0	1	3	0	1	9	5	0	0	6	5	0	0	3	1
NA_peak_2889_G_Tb927.10.14140	Tb927_10_v5.1	3433277	3434445	.	1169	650	4990	6755	10566	1106	635	1661	8	3	3	7	17	112	89	7	22	138	122	2	19	173	195	3	29	1	0	18	19	0	0	12	36	0	4	31
NA_peak_2890_G_Tb927.10.14150	Tb927_10_v5.1	3437142	3437895	.	754	159	454	130	107	955	296	249	0	0	3	4	0	0	10	2	0	0	5	0	0	0	1	0	0	0	3	18	0	0	1	9	0	0	2	14
NA_peak_2891_G_Tb927.10.14160	Tb927_10_v5.1	3439407	3440666	.	1260	3943	22309	23142	25663	1260	934	1430	6	102	161	2	20	346	680	2	25	332	539	3	29	351	572	2	15	16	11	15	27	3	4	15	21	28	34	11
NA_peak_2892_G_Tb927.10.14200	Tb927_10_v5.1	3446934	3447745	.	812	784	12743	12240	10132	655	2	9	10	8	15	6	4	8	410	4	1	1	374	1	1	2	333	0	3	0	20	1	0	0	1	0	0	0	0	0
NA_peak_2893_G_Tb927.10.14240	Tb927_10_v5.1	3456335	3457446	.	1112	489	298	358	145	871	767	671	13	7	8	14	0	5	7	0	4	8	11	0	1	5	4	0	16	12	7	8	14	3	4	6	14	4	8	7
NA_peak_2894_G_Tb927.10.14270	Tb927_10_v5.1	3462217	3462824	.	608	1729	3071	1740	45	119	52	102	85	25	37	64	163	0	1	104	105	0	2	55	0	0	0	0	3	3	3	0	0	3	2	0	4	4	2	0
NA_peak_2895_G_Tb927.10.14270	Tb927_10_v5.1	3464070	3465964	.	1895	1418	3021	5073	8278	349	178	301	33	25	22	30	72	3	14	40	130	4	23	68	200	10	41	86	0	5	6	0	0	5	2	0	1	9	3	0
NA_peak_2896_G_Tb927.10.14300	Tb927_10_v5.1	3469327	3472910	.	3584	5615	6793	5364	7107	38	10	6	22	26	41	32	10	35	61	7	3	33	39	0	7	45	51	0	1	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2897_G_Tb927.10.14310	Tb927_10_v5.1	3476683	3477475	.	793	225	433	97	41	437	551	156	2	8	5	2	17	7	7	8	2	0	1	3	0	1	2	2	5	9	6	9	0	0	0	25	2	3	1	4
NA_peak_2899_G_Tb927.10.14340	Tb927_10_v5.1	3487155	3487562	.	408	548	1293	1735	898	8	3	339	0	42	2	0	0	105	17	0	0	118	8	0	0	72	4	0	0	1	0	0	0	0	0	0	0	34	3	0
NA_peak_2901_G_Tb927.10.14440	Tb927_10_v5.1	3522111	3523320	.	1210	5852	22849	15158	13441	11786	5339	6938	119	33	46	131	432	69	81	374	306	20	24	253	289	0	5	206	51	190	275	40	5	37	88	115	2	134	178	45
NA_peak_2902_G_Tb927.10.14470	Tb927_10_v5.1	3529883	3530868	.	986	748	544	461	194	413	582	564	16	16	11	21	2	15	13	1	5	9	6	2	2	2	2	1	6	0	1	10	23	0	0	7	14	0	0	11
NA_peak_2903_G_Tb927.10.14480	Tb927_10_v5.1	3535340	3537266	.	1927	2175	1227	1049	1908	3916	10497	3442	33	13	28	46	10	4	11	12	13	0	9	18	19	0	11	15	19	60	80	19	4	163	274	14	3	59	70	8
NA_peak_2904_G_Tb927.10.14490	Tb927_10_v5.1	3540597	3541494	.	898	10	45	24	60	61	37	17	1	0	0	0	0	3	0	0	0	0	1	0	0	2	1	0	1	1	0	1	0	0	0	2	2	0	0	1
NA_peak_2905_G_Tb927.10.14500	Tb927_10_v5.1	3543567	3545097	.	1531	1310	3738	4050	3047	245	43	23	5	6	33	2	22	52	64	15	19	38	93	8	8	39	78	1	1	2	2	6	0	0	0	2	0	0	1	0
NA_peak_2905.2_G_Tb927.10.14510	Tb927_10_v5.1	3545200	3547185	.	1986	1174	3498	1894	1201	2924	1281	1586	10	4	15	13	19	22	63	16	8	23	31	10	8	15	21	3	27	6	10	41	10	4	3	22	14	2	16	32
NA_peak_2907_G_Tb927.10.14530	Tb927_10_v5.1	3552405	3553081	.	677	1724	2566	799	3007	247	227	1061	40	0	7	77	60	0	0	45	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
NA_peak_2908_G_Tb927.10.14550	Tb927_10_v5.1	3554302	3555229	.	928	2033	17020	19620	30170	70	96	65	48	0	3	93	372	4	5	507	415	2	8	578	644	3	10	842	0	1	3	0	1	0	3	2	0	1	4	0
NA_peak_2909_G_Tb927.10.14550	Tb927_10_v5.1	3563344	3565519	.	2176	812	3988	3169	3665	1275	1101	1889	8	10	14	7	16	59	75	3	19	46	54	0	15	42	76	1	12	2	7	17	23	0	2	12	28	3	10	34
NA_peak_2910_G_Tb927.10.14570	Tb927_10_v5.1	3569853	3570869	.	1017	236	724	506	281	14	9	4	2	9	7	0	4	22	21	1	2	15	16	0	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0
NA_peak_2911_G_Tb927.10.14580	Tb927_10_v5.1	3571201	3573556	.	2356	9	750	505	599	16	17	21	0	0	0	0	1	18	14	1	3	3	3	1	2	9	17	0	0	1	0	0	0	0	0	0	1	0	0	0
NA_peak_2912_G_Tb927.10.14610	Tb927_10_v5.1	3576146	3576738	.	593	588	1481	785	172	1265	256	312	31	4	1	23	58	1	1	50	39	3	2	35	13	0	0	4	42	20	11	35	2	13	0	5	2	7	3	8
NA_peak_2913_G_Tb927.10.14630	Tb927_10_v5.1	3580874	3582149	.	1276	887	3093	3075	3270	1655	1072	1126	21	5	9	27	16	68	77	0	9	69	51	1	18	89	37	0	19	3	2	54	27	0	0	32	18	0	6	27
NA_peak_2914_G_Tb927.10.14690	Tb927_10_v5.1	3588883	3589541	.	659	5658	10762	4027	1652	1115	16	42	195	0	0	184	441	1	1	312	163	0	2	135	69	0	3	79	51	0	0	57	0	0	2	0	0	0	0	3
NA_peak_2915_G_Tb927.10.14750	Tb927_10_v5.1	3596919	3598378	.	1460	1301	4636	4768	5156	2570	1662	1655	52	8	9	33	10	64	124	1	12	76	151	2	13	81	125	3	124	4	7	60	90	0	1	48	69	1	5	47
NA_peak_2916_G_Tb927.10.14790	Tb927_10_v5.1	3605102	3606753	.	1652	6982	7009	6967	7360	5894	3325	4484	144	25	38	190	48	106	126	5	49	99	134	5	40	80	127	5	119	5	3	151	63	2	0	54	84	3	10	101
NA_peak_2917_G_Tb927.10.14800	Tb927_10_v5.1	3607438	3608226	.	789	498	5130	3549	39	1323	569	822	1	17	25	0	0	161	194	0	1	105	141	1	0	0	0	0	0	46	56	3	0	14	31	0	2	33	41	0
NA_peak_2918_G_Tb927.10.14810	Tb927_10_v5.1	3610242	3611095	.	854	1047	2652	3942	1740	0	17	2	0	46	40	0	1	95	93	0	3	129	133	1	1	47	59	0	0	0	0	0	0	3	1	0	0	0	0	0
NA_peak_2919_G_Tb927.10.14830	Tb927_10_v5.1	3612452	3613668	.	1217	1163	1292	893	797	1233	821	1724	27	15	14	37	5	52	5	0	3	32	1	1	5	33	3	0	27	18	23	10	22	5	9	21	68	9	17	45
NA_peak_2920_G_Tb927.10.14840	Tb927_10_v5.1	3613872	3615048	.	1177	1223	1243	880	763	1291	818	1741	30	21	13	37	7	51	8	0	4	43	7	2	1	28	3	0	26	25	14	15	22	8	6	11	50	17	16	62
NA_peak_2922_G_Tb927.10.14890	Tb927_10_v5.1	3635639	3637327	.	1689	6314	3887	5100	7031	1235	1021	1394	107	171	205	55	86	3	19	54	112	7	28	57	160	11	30	89	3	24	19	0	1	18	15	0	13	28	16	1
NA_peak_2923_G_Tb927.10.14930	Tb927_10_v5.1	3653011	3653295	.	285	85	1148	80	4	65	52	113	1	9	13	2	0	121	133	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	19	16	0
NA_peak_2924_G_Tb927.10.14950	Tb927_10_v5.1	3654525	3656096	.	1572	928	1643	508	450	949	850	600	11	12	6	13	30	13	10	9	8	8	5	8	8	2	1	4	11	19	6	5	14	15	4	5	6	5	3	3
NA_peak_2925_G_Tb927.10.14950	Tb927_10_v5.1	3656465	3659106	.	2642	3558	4444	2669	1453	679	249	291	64	62	45	70	39	74	69	9	14	41	71	3	10	22	31	2	11	3	4	8	5	0	0	10	4	0	0	6
NA_peak_2928_G_Tb927.10.14980	Tb927_10_v5.1	3660402	3661078	.	677	28	92	69	282	68	28	44	0	0	1	0	2	0	0	5	3	0	0	5	11	0	0	0	2	0	0	0	0	0	1	1	0	1	0	1
NA_peak_2930_G_Tb927.10.15020	Tb927_10_v5.1	3674303	3677638	.	3336	1741	8915	11761	13858	35	7	367	12	16	12	6	23	80	92	4	19	104	131	4	24	114	154	2	3	0	0	0	0	0	0	0	5	0	1	3
NA_peak_2931.2_G_Tb927.10.15040	Tb927_10_v5.1	3680791	3682233	.	1443	718	777	1046	883	226	148	292	4	25	10	2	5	24	14	3	4	21	18	2	9	16	27	1	5	0	1	6	6	0	0	1	9	0	1	10
NA_peak_2933_G_Tb927.10.15170	Tb927_10_v5.1	3701650	3702488	.	839	2524	1877	1700	1139	58	52	39	113	1	2	99	58	6	6	50	58	0	2	63	35	14	7	9	0	0	0	0	0	1	2	1	0	0	1	0
NA_peak_2934_G_Tb927.10.15180	Tb927_10_v5.1	3703412	3703727	.	316	924	962	666	357	71	51	154	6	14	15	3	54	1	3	41	41	0	2	44	13	0	0	10	0	0	0	2	0	0	0	0	11	0	0	12
NA_peak_2935_G_Tb927.10.15250	Tb927_10_v5.1	3718857	3720466	.	1610	162	338	533	801	384	226	451	1	1	2	3	11	0	2	13	15	0	3	12	22	0	6	29	3	5	7	4	0	6	3	1	4	11	10	0
NA_peak_2936_G_Tb927.10.15260	Tb927_10_v5.1	3722506	3723323	.	818	1073	2255	692	1	280	274	446	47	0	1	26	103	0	0	41	33	0	1	11	0	0	0	0	1	4	2	1	0	1	3	0	0	1	6	0
NA_peak_2937_G_Tb927.10.15300	Tb927_10_v5.1	3741948	3743098	.	1151	8588	27466	31205	38314	343	193	137	114	126	157	84	7	446	598	5	6	485	686	1	9	555	821	2	2	5	3	5	4	2	1	1	1	0	3	4
NA_peak_2939_R_Tb927.10.15310	Tb927_10_v5.1	3746919	3747270	.	352	26	24	41	36	3	3	9	3	0	0	0	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2940_R_Tb927.10.15310	Tb927_10_v5.1	3747470	3747735	.	266	23	13	26	24	2	3	8	0	0	1	6	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2941_G_Tb927.10.15320	Tb927_10_v5.1	3751049	3753221	.	2173	1675	989	1071	905	3399	1516	700	52	36	35	48	21	6	3	10	30	2	3	6	25	0	0	3	9	128	128	0	5	65	52	1	8	30	18	2
NA_peak_2942_R_Tb927.10.15320	Tb927_10_v5.1	3752930	3753201	.	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2943_G_Tb927.10.15330	Tb927_10_v5.1	3755092	3756945	.	1854	47	135	125	174	21	24	34	1	0	2	1	2	1	0	6	2	0	2	6	2	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0
NA_peak_2944_G_Tb927.10.15350	Tb927_10_v5.1	3761066	3761765	.	700	101	954	1114	1759	71	99	112	5	4	0	0	63	28	0	0	74	10	0	0	117	4	0	0	2	6	0	0	1	12	0	0	1	13	0	0
NA_peak_2945_G_Tb927.10.15350	Tb927_10_v5.1	3762294	3762902	.	609	129	1140	1247	1497	51	52	57	5	0	2	9	47	0	12	66	44	0	14	84	43	0	6	68	0	0	1	0	0	0	0	0	0	0	0	0
NA_peak_2947_G_Tb927.10.15360	Tb927_10_v5.1	3769017	3769993	.	977	640	1522	1200	1162	973	472	895	25	19	27	10	67	26	41	29	61	0	1	33	52	1	8	35	0	39	24	1	3	27	13	2	2	74	63	2
NA_peak_2948_G_Tb927.10.15450	Tb927_10_v5.1	3796251	3797766	.	1516	874	2418	1030	1296	2985	2413	3896	11	3	15	13	43	0	5	37	24	1	4	15	29	1	3	20	4	57	65	3	2	37	49	3	17	58	58	3
NA_peak_2949_G_Tb927.10.15590	Tb927_10_v5.1	3825548	3826045	.	498	3	20	4	8	2	1	6	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NA_peak_2950_G_Tb927.10.15660	Tb927_10_v5.1	3841441	3842907	.	1467	5476	9086	3973	4428	3744	1431	841	146	21	30	98	143	30	52	119	58	32	32	53	77	10	16	53	43	37	28	35	4	16	9	6	8	12	9	6
NA_peak_2951_G_Tb927.10.15680	Tb927_10_v5.1	3852854	3853762	.	909	1373	3041	6	4	9	0	6	0	62	50	0	1	112	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2952_G_Tb927.10.15720	Tb927_10_v5.1	3870152	3871165	.	1014	339	1535	427	206	456	271	250	9	5	4	8	51	9	9	38	13	1	2	2	4	1	1	3	4	9	3	9	5	0	0	1	1	5	3	0
NA_peak_2955_G_Tb927.10.15760	Tb927_10_v5.1	3895813	3897376	.	1564	629	696	629	320	1520	747	1019	10	4	3	4	24	3	2	3	15	0	2	5	5	0	1	3	5	32	2	3	1	13	5	0	7	24	6	0
NA_peak_2956_R_Tb927.10.15760	Tb927_10_v5.1	3897073	3897352	.	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_2957_G_Tb927.10.15900	Tb927_10_v5.1	3921365	3922099	.	735	177	1229	2	2	93	7	22	0	3	5	1	0	32	66	3	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2
NA_peak_2958_G_Tb927.10.15910	Tb927_10_v5.1	3924539	3925272	.	734	1223	3242	459	421	576	38	164	31	8	13	34	116	5	4	92	8	1	0	7	0	4	1	8	30	3	2	20	0	0	0	1	3	1	0	5
NA_peak_2959_G_Tb927.10.15920	Tb927_10_v5.1	3925416	3926881	.	1466	192	594	164	184	195	59	39	3	2	0	0	9	16	0	0	3	1	0	0	4	1	0	0	3	2	0	0	0	0	0	0	1	1	0	0
NA_peak_2960_R_Tb927.10.15920	Tb927_10_v5.1	3925897	3926900	.	1004	33	90	21	34	21	12	9	0	0	11	6	0	0	24	10	0	0	10	0	0	0	11	1	0	0	2	7	0	0	6	0	0	0	4	1
NA_peak_2961_G_Tb927.10.15930	Tb927_10_v5.1	3927695	3928940	.	1246	555	240	307	628	1772	1309	2012	17	7	1	12	0	0	2	8	0	0	2	9	0	0	5	22	14	29	22	18	4	21	24	11	14	57	52	14
NA_peak_2962_R_Tb927.10.16040	Tb927_10_v5.1	3951944	3953242	.	1299	1621	2299	1488	1305	3816	1650	4500	14	19	46	11	34	42	36	32	9	31	31	26	16	4	10	31	11	24	73	25	5	17	31	4	6	127	156	6
NA_peak_2993_R_Tb927.10.16440	Tb927_10_v5.1	4095656	4095860	.	205	190	265	230	211	253	181	236	10	3	4	3	0	0	0	1	0	0	0	1	4	0	0	0	0	0	9	11	2	0	4	11	0	1	5	10
NA_peak_3949_G_Tb927.11.167	Tb927_11_v5.1	37479	39312	.	1834	1232	3788	4216	5356	462	800	847	9	34	40	9	12	69	80	2	21	82	78	5	11	78	100	4	9	0	0	13	6	1	5	18	13	1	3	24
NA_peak_3950_G_Tb927.11.190	Tb927_11_v5.1	41801	42769	.	969	106	615	141	197	207	107	44	1	0	1	1	1	28	16	0	0	2	7	0	0	7	5	0	0	8	5	0	2	0	0	9	3	0	1	1
NA_peak_3951_G_Tb927.11.320	Tb927_11_v5.1	71657	73553	.	1897	2480	4979	4025	2562	2824	2528	2940	23	20	29	18	38	93	79	5	21	70	67	4	14	51	39	5	47	10	5	16	38	0	2	25	68	2	15	26
NA_peak_3952_G_Tb927.11.370	Tb927_11_v5.1	84351	85227	.	877	1746	12560	10481	9142	129	96	55	6	71	79	4	0	320	444	0	2	279	353	0	0	233	302	1	0	0	0	0	0	0	0	1	0	0	0	0
