# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "merge_macs_BSF_G/merge_macs_BSF_G.SAF" "-o" "merge_macs_BSF_G/merge_macs_BSF_G_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_4620	Tb927_10_v5.1	2013945	2015077	.	1133	3553	7120	8319	6862	14	6	28	173	0	68	155	51	0	114	193	36	0	75	183	36
NA_peak_4621	Tb927_10_v5.1	2029116	2031133	.	2018	2943	14414	10434	11691	27	42	62	17	89	185	266	61	72	126	153	60	102	125	191	67
NA_peak_4622	Tb927_10_v5.1	2033580	2035037	.	1458	1863	6336	4855	5082	18	62	47	11	16	157	199	10	20	114	140	26	25	122	170	12
NA_peak_4623	Tb927_10_v5.1	2039565	2040034	.	470	387	614	447	380	5	7	0	2	17	18	0	0	13	6	0	0	12	8	0	0
NA_peak_4624	Tb927_10_v5.1	2040140	2040497	.	358	345	514	440	362	0	1	4	11	0	0	9	10	0	0	4	5	1	0	4	2
NA_peak_4625	Tb927_10_v5.1	2040696	2041101	.	406	348	656	386	433	24	2	0	0	5	15	0	0	4	2	0	0	9	7	0	0
NA_peak_4626	Tb927_10_v5.1	2043679	2044338	.	660	1091	403	2136	3691	54	17	1	4	9	7	0	0	72	15	0	3	154	8	0	26
NA_peak_4627	Tb927_10_v5.1	2044347	2044655	.	309	1860	523	2069	3315	7	23	57	65	0	3	8	26	0	1	19	99	1	23	26	133
NA_peak_4628	Tb927_10_v5.1	2046549	2046868	.	320	78	102	52	131	7	6	0	0	7	1	0	0	2	0	0	0	13	0	0	0
NA_peak_4629	Tb927_10_v5.1	2049231	2049622	.	392	53	25	59	179	0	4	4	0	0	0	0	3	0	0	0	9	0	14	17	4
NA_peak_4630	Tb927_10_v5.1	2059475	2060056	.	582	197	829	541	669	3	7	0	0	11	13	0	0	6	13	0	0	12	11	0	0
NA_peak_4631	Tb927_10_v5.1	2060704	2062758	.	2055	4755	50848	42387	34668	76	113	86	70	258	16	40	238	204	25	49	217	163	18	59	207
NA_peak_4632	Tb927_10_v5.1	2073096	2074139	.	1044	6972	12097	10435	7974	181	100	87	176	236	113	151	198	246	45	62	197	191	41	79	170
NA_peak_4633	Tb927_10_v5.1	2079717	2082558	.	2842	4562	9724	10162	11660	43	23	43	54	84	45	56	92	86	26	36	118	98	54	97	102
NA_peak_4634	Tb927_10_v5.1	2085589	2087232	.	1644	164	864	479	705	1	2	3	3	13	19	14	4	5	11	8	7	17	13	17	11
NA_peak_4635	Tb927_10_v5.1	2096926	2097490	.	565	215	393	321	287	11	7	0	1	19	7	0	0	14	3	0	0	11	5	1	0
NA_peak_4636	Tb927_10_v5.1	2101636	2102247	.	612	399	698	592	553	14	14	4	1	30	17	0	0	20	15	0	0	20	11	2	0
NA_peak_4637	Tb927_10_v5.1	2106744	2107488	.	745	863	1410	1114	1058	23	18	28	30	29	10	26	42	26	3	28	34	25	4	30	22
NA_peak_4638	Tb927_10_v5.1	2109172	2109661	.	490	403	731	618	533	7	18	3	2	1	36	3	0	1	41	5	1	1	34	1	0
NA_peak_4639	Tb927_10_v5.1	2109711	2110076	.	366	446	746	639	539	2	0	26	15	0	0	24	43	0	0	26	40	0	0	28	33
NA_peak_4640	Tb927_10_v5.1	2111769	2112621	.	853	921	1591	1226	1129	3	19	24	19	3	30	21	39	2	38	18	26	0	39	22	39
NA_peak_4641	Tb927_10_v5.1	2114333	2115194	.	862	872	1600	1220	1145	6	15	22	18	2	43	24	52	1	30	30	29	1	31	32	41
NA_peak_4642	Tb927_10_v5.1	2117051	2117653	.	603	593	937	789	774	3	3	18	5	1	3	22	1	1	3	18	0	0	2	24	4
NA_peak_4643	Tb927_10_v5.1	2121697	2122776	.	1080	140	468	1276	622	1	1	7	1	5	10	9	5	0	35	39	5	4	12	15	5
NA_peak_4644	Tb927_10_v5.1	2124549	2126386	.	1838	2870	3749	3900	3608	56	37	29	30	30	62	44	25	33	59	42	27	23	60	35	4
NA_peak_4645	Tb927_10_v5.1	2138509	2139692	.	1184	327	1335	922	1002	7	1	2	10	2	34	33	5	6	14	22	7	11	15	20	6
NA_peak_4646	Tb927_10_v5.1	2140613	2140946	.	334	953	1469	910	746	54	24	0	1	77	31	0	1	15	45	0	0	18	30	0	0
NA_peak_4647	Tb927_10_v5.1	2152428	2152896	.	469	878	1758	1030	1503	0	0	41	34	0	0	78	17	0	0	52	4	0	0	90	4
NA_peak_4648	Tb927_10_v5.1	2158156	2159305	.	1150	387	1254	841	811	1	0	3	11	0	2	9	28	0	0	2	25	0	0	12	21
NA_peak_4649	Tb927_10_v5.1	2161958	2163499	.	1542	355	1112	1337	1094	4	8	9	3	17	15	7	7	19	17	17	7	29	14	5	14
NA_peak_4650	Tb927_10_v5.1	2165863	2166213	.	351	3349	2138	1420	6739	39	73	104	43	7	41	37	14	5	13	33	15	190	18	36	203
NA_peak_4651	Tb927_10_v5.1	2169905	2172264	.	2360	1984	3799	3877	3014	25	8	22	21	45	8	2	43	58	4	1	48	46	2	5	43
NA_peak_4652	Tb927_10_v5.1	2173412	2174166	.	755	39	127	96	180	0	0	0	0	1	2	0	0	0	4	0	0	0	4	4	0
NA_peak_4653	Tb927_10_v5.1	2195837	2196223	.	387	230	488	242	337	2	16	3	0	3	24	4	0	0	17	2	0	3	12	1	0
NA_peak_4654	Tb927_10_v5.1	2196234	2196609	.	376	172	379	123	241	0	2	11	0	0	2	12	1	0	1	14	0	0	1	8	0
NA_peak_4655	Tb927_10_v5.1	2205091	2205448	.	358	184	195	257	249	7	1	0	0	2	6	0	0	0	8	0	0	2	2	0	0
NA_peak_4656	Tb927_10_v5.1	2209562	2210104	.	543	4664	6482	6899	3005	48	178	0	0	78	110	0	1	80	109	0	2	37	73	0	0
NA_peak_4657	Tb927_10_v5.1	2210112	2211066	.	955	7180	13981	13925	7440	37	2	219	65	237	0	215	240	196	0	236	255	136	0	113	142
NA_peak_4658	Tb927_10_v5.1	2216301	2217127	.	827	2836	5516	4028	4491	48	55	62	12	31	133	151	1	50	50	30	11	26	146	209	3
NA_peak_4659	Tb927_10_v5.1	2219734	2221255	.	1522	594	2947	3043	40	3	15	16	6	0	71	59	2	0	77	75	0	0	0	0	0
NA_peak_4660	Tb927_10_v5.1	2224615	2225990	.	1376	1663	2294	3164	3357	18	28	7	0	32	38	0	0	43	57	2	0	22	70	0	0
NA_peak_4661	Tb927_10_v5.1	2226597	2226948	.	352	898	957	1374	1457	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_4662	Tb927_10_v5.1	2227443	2227783	.	341	1106	966	1353	1433	0	0	27	47	0	0	27	19	0	0	27	26	0	0	51	8
NA_peak_4663	Tb927_10_v5.1	2231234	2231596	.	363	1120	1592	1019	1074	0	0	20	40	0	0	26	37	0	0	28	30	0	0	31	32
NA_peak_4664	Tb927_10_v5.1	2238488	2238994	.	507	87	308	328	501	5	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
NA_peak_4665	Tb927_10_v5.1	2239102	2239521	.	420	151	363	368	462	0	0	13	8	0	0	16	0	0	0	10	0	0	0	24	0
NA_peak_4666	Tb927_10_v5.1	2239546	2240505	.	960	533	1779	1889	890	18	5	18	20	47	12	31	51	54	7	17	48	32	8	34	20
NA_peak_4667	Tb927_10_v5.1	2241129	2242109	.	981	367	834	604	413	15	1	4	15	8	12	22	11	7	6	7	9	9	7	7	5
NA_peak_4668	Tb927_10_v5.1	2245309	2246687	.	1379	1782	5755	505	2546	23	50	66	16	8	116	138	7	9	7	1	6	42	48	49	45
NA_peak_4669	Tb927_10_v5.1	2250914	2251887	.	974	294	665	666	431	0	1	9	4	0	0	19	14	0	0	17	8	7	0	15	1
NA_peak_4670	Tb927_10_v5.1	2253369	2254860	.	1492	941	3459	1947	2811	11	12	8	12	41	67	37	20	25	36	17	12	31	65	27	10
NA_peak_4671	Tb927_10_v5.1	2255179	2257131	.	1953	3130	5415	5022	5881	35	53	45	25	66	55	63	21	52	58	40	20	84	56	58	21
NA_peak_4672	Tb927_10_v5.1	2257397	2257929	.	533	604	465	447	2430	20	22	9	0	13	19	2	0	10	7	2	0	8	116	120	0
NA_peak_4673	Tb927_10_v5.1	2259144	2260309	.	1166	805	2646	1368	1643	34	1	7	23	70	1	8	60	41	0	6	30	51	7	6	49
NA_peak_4674	Tb927_10_v5.1	2261145	2262389	.	1245	726	462	3535	2406	2	22	30	1	5	4	14	4	0	74	96	1	1	58	71	4
NA_peak_4675	Tb927_10_v5.1	2264172	2265710	.	1539	987	1798	1178	1062	22	14	5	3	6	18	4	5	0	25	11	0	6	20	6	1
NA_peak_4676	Tb927_10_v5.1	2269910	2270896	.	987	736	1352	823	1440	1	0	17	29	0	1	31	21	2	0	24	8	1	1	41	8
NA_peak_4677	Tb927_10_v5.1	2282302	2283626	.	1325	1371	2826	1563	1329	19	16	0	0	31	42	0	0	15	25	0	0	13	22	0	0
NA_peak_4678	Tb927_10_v5.1	2283792	2284159	.	368	602	1234	618	546	0	0	41	22	0	0	51	33	0	0	23	15	0	0	40	12
NA_peak_4679	Tb927_10_v5.1	2286687	2288156	.	1470	1926	4970	3593	4527	26	29	39	30	50	56	78	50	39	50	55	37	69	55	52	53
NA_peak_4680	Tb927_10_v5.1	2290017	2290907	.	891	22	40	146	25	0	1	0	1	2	0	2	2	4	0	0	3	0	1	0	0
NA_peak_4681	Tb927_10_v5.1	2292786	2294014	.	1229	195	1014	143	48	7	1	3	2	0	25	25	0	4	3	1	4	0	0	1	0
NA_peak_4682	Tb927_10_v5.1	2295714	2296602	.	889	38	254	130	256	3	0	1	1	5	0	0	2	5	0	0	1	11	0	0	10
NA_peak_4683	Tb927_10_v5.1	2306425	2307926	.	1502	115	374	203	240	4	0	3	1	10	0	2	5	2	0	1	5	8	5	3	4
NA_peak_4684	Tb927_10_v5.1	2307933	2308481	.	549	35	61	57	62	1	0	1	0	3	0	0	0	1	0	0	0	3	3	0	1
NA_peak_4685	Tb927_10_v5.1	2308488	2309493	.	1006	42	73	72	136	0	0	1	4	0	0	0	7	0	0	0	15	0	0	7	3
NA_peak_4686	Tb927_10_v5.1	2315008	2315412	.	405	29	246	60	115	0	0	2	0	2	2	9	9	0	0	7	0	0	0	4	0
NA_peak_4687	Tb927_10_v5.1	2316223	2316665	.	443	3	22	3	9	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
NA_peak_4688	Tb927_10_v5.1	2322137	2322532	.	396	74	161	48	104	0	7	0	0	5	10	0	0	0	2	0	0	3	7	0	0
NA_peak_4689	Tb927_10_v5.1	2334353	2334749	.	397	459	685	491	965	21	7	0	0	1	41	0	0	0	28	0	0	12	52	0	0
NA_peak_4690	Tb927_10_v5.1	2334765	2336180	.	1416	1329	2162	1680	2921	1	1	13	19	0	2	45	0	0	0	33	0	0	0	58	0
NA_peak_4691	Tb927_10_v5.1	2340350	2341331	.	982	481	735	1037	368	29	1	0	14	6	33	18	3	3	49	34	6	9	5	4	1
NA_peak_4692	Tb927_10_v5.1	2372274	2374014	.	1741	2029	2974	5782	2746	37	24	20	57	56	2	6	82	101	2	5	133	58	2	1	88
NA_peak_4693	Tb927_10_v5.1	2391066	2392306	.	1241	1066	2427	4087	4675	1	31	45	0	0	60	69	1	0	92	120	0	5	96	151	2
NA_peak_4694	Tb927_10_v5.1	2394113	2395379	.	1267	7020	19392	12572	12743	59	144	167	59	321	111	147	295	209	68	104	199	180	139	186	209
NA_peak_4695	Tb927_10_v5.1	2401945	2402292	.	348	119	205	91	109	1	1	0	0	0	3	0	1	0	3	0	0	0	1	0	1
NA_peak_4696	Tb927_10_v5.1	2410797	2411507	.	711	483	882	482	428	8	14	16	5	11	14	18	12	9	16	11	2	7	9	12	1
NA_peak_4697	Tb927_10_v5.1	2412506	2413480	.	975	69	354	202	303	4	1	0	3	5	3	6	8	1	1	0	3	11	0	3	8
NA_peak_4698	Tb927_10_v5.1	2415373	2415873	.	501	76	339	86	91	1	1	1	2	3	13	0	0	2	3	0	0	4	4	0	0
NA_peak_4699	Tb927_10_v5.1	2427271	2428565	.	1295	295	733	1573	1768	8	1	7	7	2	21	22	0	0	50	46	0	0	48	71	0
NA_peak_4700	Tb927_10_v5.1	2429840	2430537	.	698	457	1306	101	755	25	0	8	19	74	2	8	24	2	3	4	0	41	15	10	18
NA_peak_4701	Tb927_10_v5.1	2431347	2432364	.	1018	178	574	292	327	3	0	0	0	1	7	1	0	0	3	0	0	4	5	5	0
NA_peak_4702	Tb927_10_v5.1	2433906	2434953	.	1048	6895	7691	11864	10579	139	113	89	83	15	177	157	5	3	231	250	6	10	231	223	0
NA_peak_4703	Tb927_10_v5.1	2436401	2436748	.	348	1304	1645	1116	1900	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NA_peak_4704	Tb927_10_v5.1	2436906	2437511	.	606	1641	2230	1594	2464	0	0	60	63	0	0	66	89	0	0	47	66	0	0	69	107
NA_peak_4705	Tb927_10_v5.1	2442580	2443288	.	709	628	844	822	668	0	2	20	3	0	2	11	4	1	0	11	15	1	1	7	4
NA_peak_4706	Tb927_10_v5.1	2454956	2455740	.	785	1673	5411	408	2052	0	30	0	30	1	115	14	4	0	1	5	3	0	38	16	12
NA_peak_4707	Tb927_10_v5.1	2477963	2478973	.	1011	248	953	264	712	3	8	5	2	20	3	13	4	6	6	2	2	24	1	2	10
NA_peak_4708	Tb927_10_v5.1	2479763	2480578	.	816	717	3120	1408	5619	5	23	33	3	2	77	111	7	0	52	55	0	0	170	200	1
NA_peak_4709	Tb927_10_v5.1	2484746	2485384	.	639	47	376	19	26	0	0	3	0	0	13	18	0	0	1	0	0	0	0	1	0
NA_peak_4710	Tb927_10_v5.1	2485852	2486800	.	949	245	4662	2394	1275	10	3	5	10	176	12	10	115	104	13	4	70	58	14	17	31
NA_peak_4711	Tb927_10_v5.1	2490065	2491089	.	1025	36	195	154	427	1	1	1	0	0	2	2	2	0	3	5	0	2	13	3	1
NA_peak_4712	Tb927_10_v5.1	2491556	2492024	.	469	228	355	314	149	13	0	0	0	19	1	0	0	24	0	0	0	3	0	0	0
NA_peak_4713	Tb927_10_v5.1	2493504	2494240	.	737	14	144	269	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_4714	Tb927_10_v5.1	2495297	2496432	.	1136	8	24	24	39	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
NA_peak_4715	Tb927_10_v5.1	2500561	2502806	.	2246	2184	3717	2902	4275	21	7	20	19	3	25	50	2	4	24	34	8	8	36	61	4
NA_peak_4716	Tb927_10_v5.1	2504172	2505097	.	926	25	425	92	320	0	0	1	1	0	19	16	0	0	3	4	0	0	8	13	0
NA_peak_4717	Tb927_10_v5.1	2506433	2508369	.	1937	13010	29904	26979	23088	118	270	202	95	280	309	311	188	239	234	293	179	255	244	262	145
NA_peak_4718	Tb927_10_v5.1	2517769	2518342	.	574	189	521	222	363	6	1	8	3	6	0	21	4	4	1	8	7	10	1	6	1
NA_peak_4719	Tb927_10_v5.1	2522137	2523028	.	892	918	1719	1528	1839	26	0	12	21	0	0	32	32	0	0	40	22	0	0	48	26
NA_peak_4720	Tb927_10_v5.1	2534973	2535662	.	690	943	1531	522	1264	8	16	2	10	40	21	1	23	4	4	0	0	20	29	1	0
NA_peak_4721	Tb927_10_v5.1	2538704	2540690	.	1987	2115	5257	4366	4723	20	15	22	23	65	26	24	58	54	8	8	60	45	18	21	45
NA_peak_4722	Tb927_10_v5.1	2541849	2542403	.	555	135	293	193	326	5	2	0	1	3	8	0	2	7	3	0	1	13	4	0	3
NA_peak_4723	Tb927_10_v5.1	2542519	2543477	.	959	423	1047	952	874	2	3	22	2	10	0	19	27	16	0	16	22	10	3	19	20
NA_peak_4724	Tb927_10_v5.1	2543997	2544774	.	778	824	1566	983	1193	20	19	4	0	47	20	0	0	22	14	0	0	26	19	0	0
NA_peak_4725	Tb927_10_v5.1	2544871	2545247	.	377	577	930	584	753	0	12	7	0	0	0	0	1	0	0	0	0	0	0	0	0
NA_peak_4726	Tb927_10_v5.1	2545265	2545947	.	683	862	1461	920	1149	0	14	24	15	0	0	19	51	0	0	17	35	0	0	30	27
NA_peak_4727	Tb927_10_v5.1	2547915	2548434	.	520	102	181	448	156	0	0	1	0	0	3	1	6	0	0	0	17	0	0	2	8
NA_peak_4728	Tb927_10_v5.1	2566974	2567383	.	410	36	112	71	13	0	2	0	0	1	0	1	1	6	0	2	0	0	0	0	0
NA_peak_4729	Tb927_10_v5.1	2586374	2588139	.	1766	1845	3893	2974	3646	43	10	9	33	54	24	13	47	40	7	12	37	78	13	30	55
NA_peak_4730	Tb927_10_v5.1	2589169	2590026	.	858	445	6528	4085	5190	13	10	2	22	227	0	2	167	143	2	3	125	169	4	1	161
NA_peak_4731	Tb927_10_v5.1	2590537	2590991	.	455	810	1349	675	1052	25	40	0	0	15	48	0	1	9	9	0	0	12	33	0	0
NA_peak_4732	Tb927_10_v5.1	2596117	2597088	.	972	6002	9302	5699	10484	76	107	45	51	217	20	2	136	129	18	4	90	240	22	6	170
NA_peak_4733	Tb927_10_v5.1	2605626	2606624	.	999	3174	11200	11120	11972	143	7	59	97	306	22	16	210	322	23	13	230	327	22	13	234
NA_peak_4734	Tb927_10_v5.1	2607169	2608001	.	833	2302	5183	2097	4663	54	50	42	60	160	16	11	169	50	25	16	65	175	16	14	152
NA_peak_4735	Tb927_10_v5.1	2617258	2618087	.	830	3951	4547	5130	6291	85	72	0	0	122	65	0	0	107	66	0	0	155	91	0	0
NA_peak_4736	Tb927_10_v5.1	2618143	2620246	.	2104	6786	16120	17509	20201	0	30	134	52	0	140	290	41	2	182	286	32	1	161	321	42
NA_peak_4737	Tb927_10_v5.1	2625789	2627166	.	1378	8013	15662	14935	11926	158	60	64	194	235	95	95	291	216	108	107	304	208	66	59	263
NA_peak_4738	Tb927_10_v5.1	2628390	2629051	.	662	302	810	561	539	7	0	5	12	0	0	1	31	0	0	0	25	0	0	1	11
NA_peak_4739	Tb927_10_v5.1	2631463	2632394	.	932	901	1775	949	1597	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
NA_peak_4740	Tb927_10_v5.1	2636986	2639267	.	2282	1640	7969	11092	12782	66	7	22	76	216	34	18	139	246	21	18	183	416	90	121	270
NA_peak_4741	Tb927_10_v5.1	2642172	2643534	.	1363	1834	3894	3272	3236	37	12	22	38	75	22	34	31	72	12	34	30	60	14	45	30
NA_peak_4742	Tb927_10_v5.1	2647996	2649076	.	1081	198	742	1195	1253	2	4	1	1	32	4	4	15	18	34	24	7	26	26	29	19
NA_peak_4743	Tb927_10_v5.1	2649129	2649977	.	849	361	713	407	515	10	17	23	5	14	11	12	17	8	3	3	23	8	18	16	11
NA_peak_4744	Tb927_10_v5.1	2690020	2690468	.	449	774	540	458	2271	53	1	14	20	5	9	28	2	14	2	34	1	153	3	1	109
NA_peak_4745	Tb927_10_v5.1	2691590	2692889	.	1300	1009	1649	1484	1472	8	9	17	7	22	6	4	18	28	3	2	23	30	0	6	29
NA_peak_4746	Tb927_10_v5.1	2693481	2694195	.	715	1275	1023	704	6820	17	54	60	25	0	50	42	2	0	43	26	2	4	237	246	7
NA_peak_4747	Tb927_10_v5.1	2695887	2697103	.	1217	3640	4676	3439	4961	32	64	0	0	55	43	1	1	40	22	2	1	73	30	3	0
NA_peak_4748	Tb927_10_v5.1	2697423	2697756	.	334	1426	1709	1197	1786	2	0	72	24	0	0	46	51	0	0	30	46	0	0	52	67
NA_peak_4749	Tb927_10_v5.1	2698982	2699433	.	452	180	328	241	301	5	0	0	1	4	0	0	16	2	0	0	9	6	1	0	2
NA_peak_4750	Tb927_10_v5.1	2699472	2699895	.	424	82	75	129	152	0	0	0	0	0	0	0	6	1	0	4	2	0	0	3	11
NA_peak_4751	Tb927_10_v5.1	2707552	2708675	.	1124	69	457	184	213	1	2	3	0	3	21	4	0	3	4	4	1	11	1	0	2
NA_peak_4752	Tb927_10_v5.1	2710968	2712781	.	1814	313	2220	1300	2044	5	0	2	34	27	7	6	41	19	4	0	25	31	17	12	41
NA_peak_4753	Tb927_10_v5.1	2719374	2720963	.	1590	6295	9400	8969	8453	121	61	58	121	109	104	129	118	85	115	152	88	96	97	184	72
NA_peak_4754	Tb927_10_v5.1	2722882	2723965	.	1084	905	5709	629	5180	5	25	40	3	16	147	179	8	12	6	5	8	7	132	188	1
NA_peak_4755	Tb927_10_v5.1	2726744	2729543	.	2800	5491	63663	57945	56531	61	65	168	161	27	33	0	0	21	15	1	0	42	14	1	30
NA_peak_4756	Tb927_10_v5.1	2730482	2731214	.	733	7604	9205	8414	9641	211	90	12	39	207	76	8	52	201	80	9	28	238	77	10	59
NA_peak_4757	Tb927_10_v5.1	2731301	2731605	.	305	3835	4496	4288	4434	6	15	119	177	0	0	91	202	1	0	96	163	0	0	122	205
NA_peak_4758	Tb927_10_v5.1	2734271	2736332	.	2062	3376	6844	4443	6725	9	117	106	7	52	119	116	44	30	63	72	39	46	164	162	42
NA_peak_4759	Tb927_10_v5.1	2741462	2742273	.	812	286	813	414	782	2	6	8	3	4	5	11	6	4	0	1	5	4	6	12	8
NA_peak_4760	Tb927_10_v5.1	2746564	2747901	.	1338	618	1656	1035	1641	8	9	7	8	24	2	2	12	28	0	0	12	26	0	0	19
NA_peak_4761	Tb927_10_v5.1	2750847	2751575	.	729	1	25	6	20	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3
NA_peak_4762	Tb927_10_v5.1	2755166	2756870	.	1705	689	3011	1406	2792	18	6	14	9	30	35	39	29	19	16	17	17	41	37	45	38
NA_peak_4763	Tb927_10_v5.1	2757903	2759548	.	1646	192	393	542	391	5	2	0	0	10	4	1	0	8	2	0	0	4	7	0	0
NA_peak_4764	Tb927_10_v5.1	2765840	2766697	.	858	140	612	657	143	3	2	2	1	17	8	8	11	0	24	19	0	3	2	1	0
NA_peak_4765	Tb927_10_v5.1	2772679	2773546	.	868	1247	1472	3841	1637	17	52	38	15	9	57	42	2	44	140	98	12	12	79	46	5
NA_peak_4766	Tb927_10_v5.1	2779341	2781152	.	1812	2531	4665	3906	3856	27	22	21	40	34	46	63	27	19	48	65	19	31	54	54	15
NA_peak_4767	Tb927_10_v5.1	2783032	2784808	.	1777	8312	17005	17165	16176	122	49	39	71	249	43	24	121	243	19	17	144	236	33	32	129
NA_peak_4768	Tb927_10_v5.1	2801405	2802990	.	1586	823	4035	3311	3964	9	5	12	9	21	47	72	24	22	33	55	18	28	41	61	19
NA_peak_4769	Tb927_10_v5.1	2803395	2804241	.	847	164	786	369	645	2	1	2	5	8	12	14	11	1	11	21	3	4	5	22	4
NA_peak_4770	Tb927_10_v5.1	2810048	2810506	.	459	119	273	89	305	1	0	5	2	1	1	4	8	0	0	0	2	0	3	6	1
NA_peak_4771	Tb927_10_v5.1	2810661	2811788	.	1128	118	328	285	310	1	2	1	2	1	2	6	2	0	2	5	5	2	3	6	8
NA_peak_4772	Tb927_10_v5.1	2814575	2815372	.	798	1433	3368	2757	5298	49	31	36	31	79	55	62	77	48	50	62	51	78	98	145	65
NA_peak_4773	Tb927_10_v5.1	2820529	2820874	.	346	3	56	1030	599	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NA_peak_4774	Tb927_10_v5.1	2820931	2824208	.	3278	143	460	4529	2693	2	3	7	0	2	0	0	1	1	2	5	1	0	1	0	0
NA_peak_4775	Tb927_10_v5.1	2825224	2826637	.	1414	66	439	89	131	1	0	1	0	4	0	7	2	3	0	0	2	3	0	4	3
NA_peak_4776	Tb927_10_v5.1	2830500	2830870	.	371	1917	2841	2414	2534	87	77	2	2	188	14	0	2	178	7	0	0	184	5	0	1
