contig	start	end	peak_id	status	new_start	new_end
Tb927_08_v5.1	836132	837758	NA_peak_2929	G	835912	837779
Tb927_08_v5.1	844264	844692	NA_peak_2930	G	844258	846921
Tb927_08_v5.1	846230	846918	NA_peak_2931	R		
Tb927_08_v5.1	855057	855552	NA_peak_2932	G		
Tb927_08_v5.1	863727	864215	NA_peak_2933	G	863708	866605
Tb927_08_v5.1	892544	893513	NA_peak_2934	G	892262	893580
Tb927_08_v5.1	894481	894892	NA_peak_2935	G	894482	895814
Tb927_08_v5.1	895403	895804	NA_peak_2936	R		
Tb927_08_v5.1	896967	897806	NA_peak_2937	G	896971	898085
Tb927_08_v5.1	898084	899580	NA_peak_2938	G	898088	899677
Tb927_08_v5.1	902175	903122	NA_peak_2939	G	902009	903182
Tb927_08_v5.1	918147	918517	NA_peak_2940	G		
Tb927_08_v5.1	926136	926449	NA_peak_2941	G		
Tb927_08_v5.1	928114	928554	NA_peak_2942	R		
Tb927_08_v5.1	930066	931888	NA_peak_2943	G	930059	931880
Tb927_08_v5.1	933061	933449	NA_peak_2944	G	932549	933567
Tb927_08_v5.1	936496	936814	NA_peak_2945	G		
Tb927_08_v5.1	944300	945335	NA_peak_2946	G	944305	945338
Tb927_08_v5.1	946722	948528	NA_peak_2947	G		
Tb927_08_v5.1	950453	951383	NA_peak_2948	G	950445	951597
Tb927_08_v5.1	963121	964241	NA_peak_2949	G		
Tb927_08_v5.1	986308	987738	NA_peak_2950	G		
Tb927_08_v5.1	989321	990350	NA_peak_2951	G		
Tb927_08_v5.1	991306	992397	NA_peak_2952	G	991294	992375
Tb927_08_v5.1	991306	992397	NA_peak_2952.2	G	991294	992865
Tb927_08_v5.1	992411	992845	NA_peak_2953	R		
Tb927_08_v5.1	994102	994938	NA_peak_2954	G	994106	995611
Tb927_08_v5.1	998947	999724	NA_peak_2955	G	998510	999842
Tb927_08_v5.1	999841	1002208	NA_peak_2956	G	999845	1002336
Tb927_08_v5.1	999841	1002208	NA_peak_2956.2	G	1000780	1002336
Tb927_08_v5.1	1006841	1007667	NA_peak_2957	G	1006809	1007752
Tb927_08_v5.1	1009269	1009582	NA_peak_2958	G	1008122	1009722
Tb927_08_v5.1	1015638	1016774	NA_peak_2959	G	1015507	1016746
Tb927_08_v5.1	1019048	1019915	NA_peak_2960	G		
Tb927_08_v5.1	1020109	1020484	NA_peak_2961	G	1019948	1022009
Tb927_08_v5.1	1021070	1021954	NA_peak_2962	R		
Tb927_08_v5.1	1034010	1035293	NA_peak_2963	G		
Tb927_08_v5.1	1036601	1036933	NA_peak_2964	G		
Tb927_08_v5.1	1037784	1038116	NA_peak_2965	G		
Tb927_08_v5.1	1044023	1045005	NA_peak_2966	G	1044026	1045077
Tb927_08_v5.1	1046279	1047238	NA_peak_2967	G		
Tb927_08_v5.1	1049074	1050807	NA_peak_2968	G	1049078	1050839
Tb927_08_v5.1	1052222	1053383	NA_peak_2969	G		
Tb927_08_v5.1	1053549	1054149	NA_peak_2970	G		
Tb927_08_v5.1	1055357	1056430	NA_peak_2971	G		
Tb927_08_v5.1	1061176	1061671	NA_peak_2972	G		
Tb927_08_v5.1	1078811	1080138	NA_peak_2973	G	1078672	1080283
Tb927_08_v5.1	1086305	1087550	NA_peak_2974	G		
Tb927_08_v5.1	1089584	1090812	NA_peak_2975	G	1089588	1091751
Tb927_08_v5.1	1090849	1091772	NA_peak_2976	R		
Tb927_08_v5.1	1094031	1095135	NA_peak_2977	G		
Tb927_08_v5.1	1099046	1099771	NA_peak_2978	G		
Tb927_08_v5.1	1101494	1102396	NA_peak_2979	G		
Tb927_08_v5.1	1106285	1107703	NA_peak_2980	G	1106290	1107816
Tb927_08_v5.1	1111111	1111425	NA_peak_2981	G	1110973	1113727
Tb927_08_v5.1	1112932	1113656	NA_peak_2982	G		
Tb927_08_v5.1	1120882	1122137	NA_peak_2983	G		
Tb927_08_v5.1	1126741	1127970	NA_peak_2984	G	1126709	1127977
Tb927_08_v5.1	1130724	1131679	NA_peak_2985	G	1130605	1132083
Tb927_08_v5.1	1144208	1144761	NA_peak_2986	G		
Tb927_08_v5.1	1148919	1149809	NA_peak_2987	G	1148876	1149926
Tb927_08_v5.1	1155252	1156332	NA_peak_2988	G		
Tb927_08_v5.1	1164260	1164898	NA_peak_2989	R		
Tb927_08_v5.1	1171835	1173914	NA_peak_2990	G		
Tb927_08_v5.1	1174134	1174464	NA_peak_2991	G		
Tb927_08_v5.1	1174588	1175072	NA_peak_2992	G		
Tb927_08_v5.1	1175651	1176931	NA_peak_2993	G		
Tb927_08_v5.1	1178698	1179681	NA_peak_2994	G	1178696	1180474
Tb927_08_v5.1	1180036	1180532	NA_peak_2995	R		
Tb927_08_v5.1	1184018	1184988	NA_peak_2996	G	1184019	1185097
Tb927_08_v5.1	1185743	1187098	NA_peak_2997	G	1185136	1187133
Tb927_08_v5.1	1187472	1188570	NA_peak_2998	G	1187549	1188690
Tb927_08_v5.1	1192497	1193017	NA_peak_2999	G		
Tb927_08_v5.1	1197350	1198797	NA_peak_3000	G	1197354	1198750
Tb927_08_v5.1	1200714	1201633	NA_peak_3001	G	1200714	1201972
Tb927_08_v5.1	1203240	1204783	NA_peak_3002	G	1203217	1204758
Tb927_08_v5.1	1207481	1208425	NA_peak_3003	R		
Tb927_08_v5.1	1210334	1211254	NA_peak_3004	G	1210335	1211590
Tb927_08_v5.1	1212853	1214401	NA_peak_3005	G	1212835	1214376
Tb927_08_v5.1	1217353	1218050	NA_peak_3006	G		
Tb927_08_v5.1	1219673	1220943	NA_peak_3007	G	1219646	1221058
Tb927_08_v5.1	1221190	1222240	NA_peak_3008	G	1221061	1222279
Tb927_08_v5.1	1227544	1228522	NA_peak_3009	G		
Tb927_08_v5.1	1229179	1230011	NA_peak_3010	G		
Tb927_08_v5.1	1237572	1240273	NA_peak_3011	G	1237576	1240248
Tb927_08_v5.1	1241663	1243104	NA_peak_3012	G	1241669	1243178
Tb927_08_v5.1	1253412	1254229	NA_peak_3013	G		
Tb927_08_v5.1	1259799	1260648	NA_peak_3014	G		
Tb927_08_v5.1	1281151	1281982	NA_peak_3015	G		
Tb927_08_v5.1	1282147	1282979	NA_peak_3016	G		
Tb927_08_v5.1	1284940	1285673	NA_peak_3017	G	1284944	1285730
Tb927_08_v5.1	1304038	1304913	NA_peak_3018	G		
Tb927_08_v5.1	1305878	1307088	NA_peak_3019	G	1305282	1307266
Tb927_08_v5.1	1311519	1312143	NA_peak_3020	G	1311475	1312574
Tb927_08_v5.1	1317571	1318727	NA_peak_3021	G		
Tb927_08_v5.1	1322259	1322682	NA_peak_3022	G		
Tb927_08_v5.1	1323463	1324258	NA_peak_3023	G		
Tb927_08_v5.1	1331033	1331916	NA_peak_3024	G	1330633	1332006
Tb927_08_v5.1	1333000	1333542	NA_peak_3025	G		
Tb927_08_v5.1	1355538	1356406	NA_peak_3026	G	1355399	1356553
Tb927_08_v5.1	1357421	1357780	NA_peak_3027	G	1356920	1357758
Tb927_08_v5.1	1359609	1361333	NA_peak_3028	G	1359613	1361346
Tb927_08_v5.1	1364482	1364892	NA_peak_3029	G	1363439	1364946
Tb927_08_v5.1	1367844	1369106	NA_peak_3030	G	1367847	1369077
Tb927_08_v5.1	1369676	1370521	NA_peak_3031	G		
Tb927_08_v5.1	1372261	1373355	NA_peak_3032	G	1372241	1373355
Tb927_08_v5.1	1379248	1380141	NA_peak_3033	G		
Tb927_08_v5.1	1381227	1382482	NA_peak_3034	G	1381231	1383169
Tb927_08_v5.1	1382725	1383164	NA_peak_3035	R		
Tb927_08_v5.1	1384543	1385082	NA_peak_3036	G	1384125	1386152
Tb927_08_v5.1	1385462	1386163	NA_peak_3037	R		
Tb927_08_v5.1	1387209	1388462	NA_peak_3038	G	1387211	1389135
Tb927_08_v5.1	1388691	1389127	NA_peak_3039	R		
Tb927_08_v5.1	1390506	1391446	NA_peak_3040	G	1390091	1392117
Tb927_08_v5.1	1391671	1392140	NA_peak_3041	R		
Tb927_08_v5.1	1393184	1394153	NA_peak_3042	G	1393176	1395099
Tb927_08_v5.1	1394295	1395086	NA_peak_3043	R		
Tb927_08_v5.1	1399463	1399778	NA_peak_3044	G		
Tb927_08_v5.1	1400999	1401351	NA_peak_3045	G		
Tb927_08_v5.1	1412289	1412848	NA_peak_3046	G		
Tb927_08_v5.1	1417983	1418413	NA_peak_3047	R		
Tb927_08_v5.1	1425070	1425596	NA_peak_3048	G	1425072	1426594
Tb927_08_v5.1	1432077	1432692	NA_peak_3049	G		
Tb927_08_v5.1	1432766	1434405	NA_peak_3050	G	1432718	1433590
Tb927_08_v5.1	1437844	1439073	NA_peak_3051	G		
Tb927_08_v5.1	1443526	1444173	NA_peak_3052	G		
Tb927_08_v5.1	1445491	1445951	NA_peak_3053	G		
Tb927_08_v5.1	1446121	1446602	NA_peak_3054	G		
Tb927_08_v5.1	1448153	1449866	NA_peak_3055	G		
Tb927_08_v5.1	1451973	1453041	NA_peak_3056	G		
Tb927_08_v5.1	1455183	1455576	NA_peak_3057	G	1455159	1456131
Tb927_08_v5.1	1455640	1456014	NA_peak_3058	R		
Tb927_08_v5.1	1456379	1457563	NA_peak_3059	G		
Tb927_08_v5.1	1459098	1459604	NA_peak_3060	G		
Tb927_08_v5.1	1461257	1463555	NA_peak_3061	G	1461266	1463530
Tb927_08_v5.1	1468854	1469269	NA_peak_3062	G	1468805	1470077
Tb927_08_v5.1	1469431	1470045	NA_peak_3063	R		
Tb927_08_v5.1	1473056	1474035	NA_peak_3064	G		
Tb927_08_v5.1	1497847	1498187	NA_peak_3065	G	1497727	1499641
Tb927_08_v5.1	1498231	1499647	NA_peak_3065.2	G	1498235	1499641
Tb927_08_v5.1	1498231	1499647	NA_peak_3066	R		
Tb927_08_v5.1	1504814	1505724	NA_peak_3067	G		
Tb927_08_v5.1	1510422	1513738	NA_peak_3068	G		
Tb927_08_v5.1	1534514	1535095	NA_peak_3069	G	1534095	1535197
Tb927_08_v5.1	1540038	1541067	NA_peak_3070	G	1540042	1541260
Tb927_08_v5.1	1543532	1544853	NA_peak_3071	G		
Tb927_08_v5.1	1552467	1553222	NA_peak_3072	G		
Tb927_08_v5.1	1560883	1561721	NA_peak_3073	G		
Tb927_08_v5.1	1563495	1564526	NA_peak_3074	G	1562926	1564636
Tb927_08_v5.1	1565549	1567108	NA_peak_3075	G		
Tb927_08_v5.1	1568180	1569609	NA_peak_3076	G	1568184	1569580
Tb927_08_v5.1	1592653	1593818	NA_peak_3077	G	1592657	1593941
Tb927_08_v5.1	1595178	1596525	NA_peak_3078	G	1595144	1596640
Tb927_08_v5.1	1603000	1605395	NA_peak_3079	G	1602910	1605393
Tb927_08_v5.1	1610521	1611310	NA_peak_3080	G		
Tb927_08_v5.1	1632117	1633864	NA_peak_3081	G	1632105	1633876
Tb927_08_v5.1	1636221	1637137	NA_peak_3082	G	1636225	1637335
Tb927_08_v5.1	1637810	1638236	NA_peak_3083	G	1637774	1639194
Tb927_08_v5.1	1638766	1639077	NA_peak_3084	R		
Tb927_08_v5.1	1641189	1641980	NA_peak_3085	G	1642578	1643424
Tb927_08_v5.1	1642589	1643452	NA_peak_3086	G		
Tb927_08_v5.1	1651180	1652566	NA_peak_3087	G		
Tb927_08_v5.1	1653510	1654207	NA_peak_3088	G		
Tb927_08_v5.1	1655440	1658090	NA_peak_3089	G		
Tb927_08_v5.1	1659310	1660180	NA_peak_3090	G	1659217	1660259
Tb927_08_v5.1	1666613	1667910	NA_peak_3091	R		
Tb927_08_v5.1	1673206	1674534	NA_peak_3092	G	1673123	1674496
Tb927_08_v5.1	1677646	1678456	NA_peak_3093	G		
Tb927_08_v5.1	1683181	1683658	NA_peak_3094	G		
Tb927_08_v5.1	1684184	1685456	NA_peak_3095	G	1684120	1685430
Tb927_08_v5.1	1688772	1689710	NA_peak_3096	G		
Tb927_08_v5.1	1690541	1691611	NA_peak_3097	G	1690545	1691625
Tb927_08_v5.1	1693303	1694464	NA_peak_3098	G	1693304	1694453
Tb927_08_v5.1	1698265	1698824	NA_peak_3099	G	1698146	1698938
Tb927_08_v5.1	1701214	1702414	NA_peak_3100	G	1701194	1702463
Tb927_08_v5.1	1704372	1704782	NA_peak_3101	G	1704284	1704900
Tb927_08_v5.1	1705513	1705890	NA_peak_3102	G		
Tb927_08_v5.1	1705897	1706993	NA_peak_3103	G	1705908	1707067
Tb927_08_v5.1	1712590	1713835	NA_peak_3104	G	1712550	1713842
Tb927_08_v5.1	1715851	1716521	NA_peak_3105	G	1715840	1716496
Tb927_08_v5.1	1724484	1725022	NA_peak_3106	G		
Tb927_08_v5.1	1727346	1728967	NA_peak_3107	G	1727327	1728935
Tb927_08_v5.1	1730240	1730853	NA_peak_3108	G	1730092	1730962
Tb927_08_v5.1	1753563	1755282	NA_peak_3109	G	1753457	1755274
Tb927_08_v5.1	1756806	1757644	NA_peak_3110	G	1756783	1757832
Tb927_08_v5.1	1759902	1760296	NA_peak_3111	G	1759802	1760852
Tb927_08_v5.1	1760347	1760822	NA_peak_3112	R		
Tb927_08_v5.1	1770143	1770575	NA_peak_3113	G		
Tb927_08_v5.1	1772851	1774026	NA_peak_3114	G	1772855	1774068
Tb927_08_v5.1	1776465	1777745	NA_peak_3115	G	1776418	1777600
Tb927_08_v5.1	1783071	1783843	NA_peak_3116	G		
Tb927_08_v5.1	1801756	1802190	NA_peak_3117	G	1801062	1802209
Tb927_08_v5.1	1812400	1813714	NA_peak_3118	G	1812410	1813684
Tb927_08_v5.1	1821225	1821610	NA_peak_3119	G		
Tb927_08_v5.1	1829225	1829733	NA_peak_3120	G	1829170	1830850
Tb927_08_v5.1	1830304	1830744	NA_peak_3121	R		
Tb927_08_v5.1	1831393	1833324	NA_peak_3122	G	1831397	1833310
Tb927_08_v5.1	1844119	1846689	NA_peak_3123	G	1844114	1846775
Tb927_08_v5.1	1848133	1849304	NA_peak_3124	G		
Tb927_08_v5.1	1849887	1851059	NA_peak_3125	G	1849823	1851132
Tb927_08_v5.1	1855042	1855986	NA_peak_3126	G	1855055	1855960
Tb927_08_v5.1	1869255	1869563	NA_peak_3127	G		
Tb927_08_v5.1	1875663	1877603	NA_peak_3128	G	1875667	1877601
Tb927_08_v5.1	1881287	1881877	NA_peak_3129	G		
Tb927_08_v5.1	1882449	1882866	NA_peak_3130	G	1881988	1883326
Tb927_08_v5.1	1882929	1883277	NA_peak_3131	R		
Tb927_08_v5.1	1886439	1886973	NA_peak_3132	G	1886432	1888128
Tb927_08_v5.1	1886439	1886973	NA_peak_3132.2	G	1887050	1888128
Tb927_08_v5.1	1887041	1887964	NA_peak_3133	R		
Tb927_08_v5.1	1890803	1892089	NA_peak_3134	G	1890808	1892220
Tb927_08_v5.1	1892601	1893002	NA_peak_3135	G		
Tb927_08_v5.1	1893048	1893545	NA_peak_3136	G		
Tb927_08_v5.1	1894337	1894640	NA_peak_3137	G		
Tb927_08_v5.1	1894730	1895103	NA_peak_3138	G		
Tb927_08_v5.1	1895406	1896247	NA_peak_3139	G		
Tb927_08_v5.1	1910073	1910381	NA_peak_3140	G	1910002	1911287
Tb927_08_v5.1	1911360	1912725	NA_peak_3141	G	1911290	1912705
Tb927_08_v5.1	1925462	1926345	NA_peak_3142	G		
Tb927_08_v5.1	1929637	1930095	NA_peak_3143	G		
Tb927_08_v5.1	1930451	1930883	NA_peak_3144	G	1930455	1931599
Tb927_08_v5.1	1937806	1939060	NA_peak_3145	G		
Tb927_08_v5.1	1941886	1942652	NA_peak_3146	G	1941764	1943598
Tb927_08_v5.1	1944848	1945640	NA_peak_3147	G	1944809	1945660
Tb927_08_v5.1	1944848	1945640	NA_peak_3147.2	G	1944809	1946813
Tb927_08_v5.1	1956887	1958365	NA_peak_3148	G	1956858	1958450
Tb927_08_v5.1	1960726	1961566	NA_peak_3149	G		
Tb927_08_v5.1	1961616	1961934	NA_peak_3150	G		
Tb927_08_v5.1	1962101	1962522	NA_peak_3151	G		
Tb927_08_v5.1	1962622	1963460	NA_peak_3152	G		
Tb927_08_v5.1	1972135	1974469	NA_peak_3153	G		
Tb927_08_v5.1	1975122	1975532	NA_peak_3154	G		
Tb927_08_v5.1	1978593	1979091	NA_peak_3155	G		
Tb927_08_v5.1	1979109	1979441	NA_peak_3156	G		
Tb927_08_v5.1	1979951	1980366	NA_peak_3157	G		
Tb927_08_v5.1	1980584	1981494	NA_peak_3158	G	1980513	1981503
Tb927_08_v5.1	1995007	1995506	NA_peak_3159	G		
Tb927_08_v5.1	1998244	1999265	NA_peak_3160	G		
Tb927_08_v5.1	1999644	2001020	NA_peak_3161	G	1999494	2000982
Tb927_08_v5.1	2004215	2004660	NA_peak_3162	G		
Tb927_08_v5.1	2008914	2009583	NA_peak_3163	G	2008783	2010021
Tb927_08_v5.1	2009681	2010044	NA_peak_3164	G		
Tb927_08_v5.1	2011951	2012464	NA_peak_3165	G		
Tb927_08_v5.1	2016325	2017724	NA_peak_3166	G	2016329	2017698
Tb927_08_v5.1	2018522	2018841	NA_peak_3167	G		
Tb927_08_v5.1	2020181	2021065	NA_peak_3168	G		
Tb927_08_v5.1	2021882	2022382	NA_peak_3169	G		
Tb927_08_v5.1	2025506	2026398	NA_peak_3170	G		
Tb927_08_v5.1	2026680	2027031	NA_peak_3171	G		
Tb927_08_v5.1	2028933	2029924	NA_peak_3172	G		
Tb927_08_v5.1	2032664	2034352	NA_peak_3173	G		
Tb927_08_v5.1	2036160	2037424	NA_peak_3174	G	2036157	2037405
Tb927_08_v5.1	2039340	2039796	NA_peak_3175	G		
Tb927_08_v5.1	2049740	2050233	NA_peak_3176	G	2049744	2051635
Tb927_08_v5.1	2050446	2051006	NA_peak_3177	R		
Tb927_08_v5.1	2051113	2051515	NA_peak_3178	R		
Tb927_08_v5.1	2057687	2058356	NA_peak_3179	G		
Tb927_08_v5.1	2063358	2064100	NA_peak_3180	R		
Tb927_08_v5.1	2065774	2067315	NA_peak_3181	G	2065780	2067332
Tb927_08_v5.1	2069962	2070860	NA_peak_3182	G	2069492	2071061
Tb927_08_v5.1	2083730	2084484	NA_peak_3183	G		
Tb927_08_v5.1	2091666	2093185	NA_peak_3184	G	2091661	2094065
Tb927_08_v5.1	2097070	2098016	NA_peak_3185	G		
Tb927_08_v5.1	2099262	2099683	NA_peak_3186	G		
Tb927_08_v5.1	2100933	2101422	NA_peak_3187	G		
Tb927_08_v5.1	2105077	2106644	NA_peak_3188	G	2105081	2106685
Tb927_08_v5.1	2127736	2128705	NA_peak_3189	G	2127740	2128667
Tb927_08_v5.1	2148889	2149203	NA_peak_3190	G	2148874	2149929
Tb927_08_v5.1	2150847	2151505	NA_peak_3191	G		
Tb927_08_v5.1	2153890	2154520	NA_peak_3192	G	2153783	2154661
Tb927_08_v5.1	2163351	2164432	NA_peak_3193	G	2163191	2164277
Tb927_08_v5.1	2168994	2169918	NA_peak_3194	G	2168998	2169899
Tb927_08_v5.1	2170064	2170379	NA_peak_3195	G		
Tb927_08_v5.1	2173033	2173763	NA_peak_3196	R		
Tb927_08_v5.1	2176883	2177212	NA_peak_3197	G	2175828	2177292
Tb927_08_v5.1	2186212	2186609	NA_peak_3198	G	2185313	2186627
Tb927_08_v5.1	2188348	2189453	NA_peak_3199	G		
Tb927_08_v5.1	2189738	2190990	NA_peak_3200	G		
Tb927_08_v5.1	2191298	2192203	NA_peak_3201	R		
Tb927_08_v5.1	2196936	2198237	NA_peak_3202	G		
Tb927_08_v5.1	2199622	2199952	NA_peak_3203	G		
Tb927_08_v5.1	2200322	2200645	NA_peak_3204	G		
Tb927_08_v5.1	2202415	2203384	NA_peak_3205	G		
Tb927_08_v5.1	2205003	2206111	NA_peak_3206	G		
Tb927_08_v5.1	2207648	2208718	NA_peak_3207	G		
Tb927_08_v5.1	2210453	2210897	NA_peak_3208	G		
Tb927_08_v5.1	2211063	2211556	NA_peak_3209	G		
Tb927_08_v5.1	2214625	2215542	NA_peak_3210	G		
Tb927_08_v5.1	2218664	2219335	NA_peak_3211	G		
Tb927_08_v5.1	2227065	2228623	NA_peak_3212	G		
Tb927_08_v5.1	2229142	2230128	NA_peak_3213	G		
Tb927_08_v5.1	2231166	2231637	NA_peak_3214	G	2231154	2232171
Tb927_08_v5.1	2231772	2232130	NA_peak_3215	G		
Tb927_08_v5.1	2234461	2234826	NA_peak_3216	G		
Tb927_08_v5.1	2238026	2238474	NA_peak_3217	G		
Tb927_08_v5.1	2239038	2240136	NA_peak_3218	G		
Tb927_08_v5.1	2243632	2244033	NA_peak_3219	G		
Tb927_08_v5.1	2245695	2246444	NA_peak_3220	G		
Tb927_08_v5.1	2247034	2247532	NA_peak_3221	G		
Tb927_08_v5.1	2248532	2249350	NA_peak_3222	G		
Tb927_08_v5.1	2252566	2253651	NA_peak_3223	G		
Tb927_08_v5.1	2255915	2256618	NA_peak_3224	G		
Tb927_08_v5.1	2261997	2262795	NA_peak_3225	G		
Tb927_08_v5.1	2263759	2265359	NA_peak_3226	G	2263763	2265334
Tb927_08_v5.1	2269181	2270301	NA_peak_3227	G		
Tb927_08_v5.1	2274713	2275032	NA_peak_3228	G	2274252	2275108
Tb927_08_v5.1	2277519	2277900	NA_peak_3229	G	2276506	2280110
Tb927_08_v5.1	2278718	2280121	NA_peak_3230	R		
Tb927_08_v5.1	2281884	2282330	NA_peak_3231	G		
Tb927_08_v5.1	2286467	2288011	NA_peak_3232	G		
Tb927_08_v5.1	2290789	2291349	NA_peak_3233	G		
Tb927_08_v5.1	2291694	2293668	NA_peak_3234	G		
Tb927_08_v5.1	2298600	2298960	NA_peak_3235	G		
Tb927_08_v5.1	2300150	2301640	NA_peak_3236	G		
Tb927_08_v5.1	2302305	2303905	NA_peak_3237	G	2302311	2303891
Tb927_08_v5.1	2305097	2306557	NA_peak_3238	G		
Tb927_08_v5.1	2306599	2307111	NA_peak_3239	G		
Tb927_08_v5.1	2307255	2308127	NA_peak_3240	G	2307258	2308513
Tb927_08_v5.1	2308692	2310122	NA_peak_3241	G		
Tb927_08_v5.1	2311302	2313480	NA_peak_3242	G	2311307	2313466
Tb927_08_v5.1	2313772	2314875	NA_peak_3243	G	2313469	2315065
Tb927_08_v5.1	2316281	2317198	NA_peak_3244	G		
Tb927_08_v5.1	2317386	2317987	NA_peak_3245	G		
Tb927_08_v5.1	2318523	2318835	NA_peak_3246	G	2318438	2320041
Tb927_08_v5.1	2318922	2320066	NA_peak_3247	R		
Tb927_08_v5.1	2321344	2322822	NA_peak_3248	G		
Tb927_08_v5.1	2322916	2323648	NA_peak_3249	G		
Tb927_08_v5.1	2325033	2326355	NA_peak_3250	G		
Tb927_08_v5.1	2326409	2326988	NA_peak_3251	G		
Tb927_08_v5.1	2327087	2328663	NA_peak_3252	G	2327093	2328696
Tb927_08_v5.1	2329902	2331623	NA_peak_3253	G		
Tb927_08_v5.1	2331658	2332019	NA_peak_3254	G		
Tb927_08_v5.1	2332299	2332670	NA_peak_3255	G	2332069	2333654
Tb927_08_v5.1	2332689	2333662	NA_peak_3256	R		
Tb927_08_v5.1	2334862	2337010	NA_peak_3257	G	2334865	2337009
Tb927_08_v5.1	2352237	2352780	NA_peak_3258	R		
Tb927_08_v5.1	2357052	2359287	NA_peak_3259	R		
Tb927_08_v5.1	2361980	2363453	NA_peak_3260	R		
Tb927_08_v5.1	2363822	2364789	NA_peak_3261	R		
Tb927_08_v5.1	2367842	2369921	NA_peak_3262	R		
Tb927_08_v5.1	2385623	2386684	NA_peak_3263	R		
Tb927_08_v5.1	2392662	2393144	NA_peak_3264	R		
Tb927_08_v5.1	2393404	2393777	NA_peak_3265	G	2393271	2394583
Tb927_08_v5.1	2395295	2395663	NA_peak_3266	R		
Tb927_08_v5.1	2399179	2401005	NA_peak_3267	G	2399180	2400975
Tb927_08_v5.1	2403342	2404032	NA_peak_3268	G	2403220	2404007
Tb927_08_v5.1	2405010	2406976	NA_peak_3269	G	2404995	2406950
Tb927_08_v5.1	2413494	2414469	NA_peak_3270	G	2413416	2414531
Tb927_08_v5.1	2415288	2415759	NA_peak_3271	R		
Tb927_08_v5.1	2415795	2416143	NA_peak_3272	R		
Tb927_08_v5.1	2416383	2417013	NA_peak_3273	R		
Tb927_08_v5.1	2419821	2420672	NA_peak_3274	R		
Tb927_08_v5.1	2420830	2421745	NA_peak_3275	R		
Tb927_08_v5.1	2423948	2424258	NA_peak_3276	G	2423816	2426132
Tb927_08_v5.1	2425778	2426106	NA_peak_3277	R		
Tb927_08_v5.1	2428232	2429163	NA_peak_3278	G	2428217	2429599
Tb927_08_v5.1	2432470	2432786	NA_peak_3279	R		
Tb927_08_v5.1	2434067	2435422	NA_peak_3280	G	2434071	2435393
Tb927_08_v5.1	2438139	2438669	NA_peak_3281	G	2437640	2439565
Tb927_08_v5.1	2438816	2439150	NA_peak_3282	R		
Tb927_08_v5.1	2440709	2441059	NA_peak_3283	R		
Tb927_08_v5.1	2442306	2443099	NA_peak_3284	G	2442310	2443160
Tb927_08_v5.1	2455850	2456647	NA_peak_3285	G	2455163	2456625
Tb927_08_v5.1	2456748	2457505	NA_peak_3286	G	2456628	2457479
Tb927_08_v5.1	2458416	2460903	NA_peak_3287	G	2458421	2460874
Tb927_08_v5.1	2461319	2462194	NA_peak_3288	G	2461487	2462165
Tb927_08_v5.1	2462328	2462669	NA_peak_3289	R		
Tb927_08_v5.1	2466511	2468274	NA_peak_3290	R		
Tb927_08_v5.1	2477921	2479982	NA_peak_3291	R		
Tb927_09_v5.1	120	1469	NA_peak_3292	R		
Tb927_09_v5.1	1531	1989	NA_peak_3293	R		
Tb927_09_v5.1	5982	6300	NA_peak_3294	R		
Tb927_09_v5.1	21034	22029	NA_peak_3295	R		
Tb927_09_v5.1	26291	26619	NA_peak_3296	R		
Tb927_09_v5.1	30266	30744	NA_peak_3297	R		
Tb927_09_v5.1	34617	34970	NA_peak_3298	R		
Tb927_09_v5.1	35384	35756	NA_peak_3299	R		
Tb927_09_v5.1	37642	37966	NA_peak_3300	R		
Tb927_09_v5.1	39599	40605	NA_peak_3301	R		
Tb927_09_v5.1	40704	41853	NA_peak_3302	R		
Tb927_09_v5.1	44919	45346	NA_peak_3303	R		
Tb927_09_v5.1	49107	49477	NA_peak_3304	R		
Tb927_09_v5.1	50862	52449	NA_peak_3305	R		
Tb927_09_v5.1	53811	55182	NA_peak_3306	R		
Tb927_09_v5.1	61166	62447	NA_peak_3307	R		
Tb927_09_v5.1	64156	64893	NA_peak_3308	R		
Tb927_09_v5.1	65019	66067	NA_peak_3309	R		
Tb927_09_v5.1	68077	68543	NA_peak_3310	R		
Tb927_09_v5.1	71026	71344	NA_peak_3311	R		
Tb927_09_v5.1	81561	82693	NA_peak_3312	R		
Tb927_09_v5.1	82724	83171	NA_peak_3313	R		
Tb927_09_v5.1	84648	84950	NA_peak_3314	R		
Tb927_09_v5.1	86280	88212	NA_peak_3315	R		
Tb927_09_v5.1	88274	88948	NA_peak_3316	R		
Tb927_09_v5.1	90314	91120	NA_peak_3317	R		
Tb927_09_v5.1	94402	94757	NA_peak_3318	R		
Tb927_09_v5.1	98617	99025	NA_peak_3319	R		
Tb927_09_v5.1	99250	99555	NA_peak_3320	R		
Tb927_09_v5.1	99916	100408	NA_peak_3321	R		
Tb927_09_v5.1	105873	107923	NA_peak_3322	R		
Tb927_09_v5.1	109521	109848	NA_peak_3323	R		
Tb927_09_v5.1	113649	114181	NA_peak_3324	R		
Tb927_09_v5.1	116190	117834	NA_peak_3325	R		
Tb927_09_v5.1	122277	122814	NA_peak_3326	R		
Tb927_09_v5.1	125895	126383	NA_peak_3327	R		
Tb927_09_v5.1	128458	130258	NA_peak_3328	R		
Tb927_09_v5.1	134562	135144	NA_peak_3329	R		
Tb927_09_v5.1	135494	135798	NA_peak_3330	R		
