# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "16" "-F" "SAF" "-a" "G.SAF" "-o" "G_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_7094_G_Tb927.11.8470	Tb927_11_v5.1	2374326	2375770	.	1445	239	1343	985	923	465	206	214	5	6	1	0	5	37	5	0	5	30	8	0	5	27	3	0	24	1	0	2	5	0	0	0	5	0	3	1
NA_peak_7096_G_Tb927.11.8480	Tb927_11_v5.1	2378646	2379920	.	1275	151	1	26	31	348	298	328	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	1	0	1	2	1	1	0
NA_peak_7097_R_Tb927.11.8480	Tb927_11_v5.1	2379374	2379792	.	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_7099_G_Tb927.11.8490	Tb927_11_v5.1	2381167	2382441	.	1275	1138	13	153	227	2376	1701	2223	7	2	7	2	0	0	0	0	0	0	2	0	0	0	1	0	3	5	7	2	2	11	6	0	5	3	5	4
NA_peak_7101_G_Tb927.11.8500	Tb927_11_v5.1	2383685	2384962	.	1278	1232	8	300	383	3208	2322	2819	2	40	11	8	0	0	0	0	0	11	2	0	0	11	2	0	4	74	15	2	2	68	14	2	5	76	15	4
NA_peak_7102_G_Tb927.11.8510	Tb927_11_v5.1	2385911	2387475	.	1565	682	26	68	78	1374	906	1370	10	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	5	8	0	1	12	7	4	0
NA_peak_7103_G_Tb927.11.8510	Tb927_11_v5.1	2387289	2387501	.	213	189	3	58	77	388	299	330	0	0	90	31	0	0	1	1	0	0	30	0	0	0	44	1	0	0	175	12	0	0	144	19	0	0	151	25
NA_peak_7104_G_Tb927.11.8520	Tb927_11_v5.1	2388825	2389993	.	1169	471	11	60	87	947	804	1107	15	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	27	0	0	25	19	0	0	26	42	0	0
NA_peak_7105_R_Tb927.11.8520	Tb927_11_v5.1	2389400	2389956	.	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_7106_G_Tb927.11.8530	Tb927_11_v5.1	2390942	2392411	.	1470	404	0	19	34	530	327	461	12	3	2	3	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	0	5	1	1	4	3	1	2	5
NA_peak_7107_G_Tb927.11.8580	Tb927_11_v5.1	2393658	2394932	.	1275	868	5	210	263	2418	1740	2032	13	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	4	5	0	1	2	5	1	3	3
NA_peak_7108_G_Tb927.11.8680	Tb927_11_v5.1	2396179	2397446	.	1268	389	1	6	14	338	300	411	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	1	2	1	2	1	1	7	4	2
NA_peak_7109_G_Tb927.11.8680	Tb927_11_v5.1	2396384	2396971	.	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_7110_G_Tb927.11.8720	Tb927_11_v5.1	2402207	2403325	.	1119	55	6	1	7	232	128	389	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	7	4	2	3	3	0	4	14	3	1
NA_peak_7111_G_Tb927.11.8730	Tb927_11_v5.1	2405606	2406518	.	913	1320	15	73	19	3490	3493	4233	29	44	47	15	1	0	0	1	1	1	0	2	0	1	0	0	0	109	102	2	0	120	122	0	0	128	133	3
NA_peak_7112_G_Tb927.11.8780	Tb927_11_v5.1	2413916	2416245	.	2330	5261	2728	2409	722	8961	7568	10027	60	30	53	49	13	35	42	13	2	28	33	6	2	9	12	1	65	73	77	65	56	65	84	40	99	76	105	73
NA_peak_7113_G_Tb927.11.8790	Tb927_11_v5.1	2416496	2417420	.	925	1276	99	14	5	2183	1535	2202	36	2	8	32	1	0	1	2	0	0	0	0	0	0	0	0	46	20	30	40	20	30	25	19	49	11	19	54
NA_peak_7114_G_Tb927.11.8810	Tb927_11_v5.1	2419183	2421182	.	2000	509	103	72	64	1518	1184	1127	4	7	15	8	2	0	2	1	0	0	0	2	0	0	0	0	9	35	17	12	8	24	17	9	9	18	27	4
NA_peak_7115_G_Tb927.11.8820	Tb927_11_v5.1	2421623	2422309	.	687	380	12	10	32	1340	930	4684	20	1	5	17	0	0	1	0	0	0	0	0	0	1	1	0	52	4	1	60	41	0	1	41	163	11	17	180
NA_peak_7123_G_Tb927.11.8860	Tb927_11_v5.1	2439752	2440194	.	443	584	170	27	27	380	280	2573	6	46	16	0	5	0	0	0	3	0	0	0	0	0	0	0	6	14	4	0	6	14	2	0	5	170	134	0
NA_peak_7125_G_Tb927.11.8910	Tb927_11_v5.1	2446497	2447571	.	1075	6427	533	321	406	16165	20994	13863	0	79	129	48	0	0	6	10	0	0	9	4	0	0	10	1	0	319	324	93	1	444	488	56	1	275	314	68
NA_peak_7126_G_Tb927.11.8920	Tb927_11_v5.1	2447928	2448880	.	953	2467	731	47	5	8407	5178	3858	102	29	49	91	63	2	5	51	0	1	5	0	0	0	0	0	157	18	34	183	94	20	26	119	79	25	27	93
NA_peak_7127_G_Tb927.11.8940	Tb927_11_v5.1	2452765	2454247	.	1483	2229	611	399	53	3410	2160	2268	8	42	46	5	19	0	3	9	12	3	3	8	2	2	0	1	34	42	45	33	20	29	25	21	17	14	35	13
NA_peak_7129_G_Tb927.11.8960	Tb927_11_v5.1	2460495	2461813	.	1319	7065	1006	1315	259	13883	10822	11932	152	40	47	112	8	20	14	0	18	7	14	19	1	5	3	0	240	13	9	179	190	8	5	156	239	0	17	183
NA_peak_7131_G_Tb927.11.9000	Tb927_11_v5.1	2471611	2473679	.	2069	14375	2941	2633	2002	22707	18869	21057	75	214	271	82	14	23	38	16	5	22	32	10	10	6	14	17	150	149	201	152	132	144	174	118	181	124	171	195
NA_peak_7133_G_Tb927.11.9010	Tb927_11_v5.1	2474804	2475817	.	1014	2032	1031	780	843	3678	3941	3591	27	9	19	31	7	32	35	3	7	16	27	0	5	23	34	2	54	3	17	83	85	1	9	121	66	1	19	95
NA_peak_7134_G_Tb927.11.9020	Tb927_11_v5.1	2475916	2477706	.	1791	4443	1807	1262	1438	12742	14683	9771	47	105	64	31	4	47	37	0	3	34	16	2	1	39	32	1	114	196	165	79	170	209	205	108	138	143	112	74
NA_peak_7136_G_Tb927.11.9040	Tb927_11_v5.1	2479228	2479971	.	744	1778	115	85	61	4135	1704	4046	46	25	26	42	1	0	0	4	0	0	0	5	1	0	1	2	1	116	130	2	0	67	57	0	2	122	143	0
NA_peak_7137_G_Tb927.11.9070	Tb927_11_v5.1	2483436	2485019	.	1584	30	15	9	7	114	47	136	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	1	0	0	2	3	8	1
NA_peak_7139_G_Tb927.11.9090	Tb927_11_v5.1	2491141	2492457	.	1317	4356	4461	985	139	9868	4668	3239	91	30	32	79	88	1	5	89	21	1	1	20	2	3	2	0	182	66	39	119	57	52	36	38	50	39	30	35
NA_peak_7140_G_Tb927.11.9100	Tb927_11_v5.1	2493483	2495361	.	1879	2686	2613	1913	2828	3791	3434	5492	94	8	13	59	62	1	10	51	38	0	6	35	57	0	3	47	15	68	83	15	10	87	69	8	14	109	114	4
NA_peak_7141_R_Tb927.11.9100	Tb927_11_v5.1	2494228	2494427	.	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_7143_G_Tb927.11.9120	Tb927_11_v5.1	2498711	2500640	.	1930	2322	192	68	28	5997	5720	6364	29	18	18	19	3	2	1	4	0	0	1	1	0	0	0	0	70	33	26	45	78	23	23	38	78	34	36	52
NA_peak_7144_G_Tb927.11.9150	Tb927_11_v5.1	2510300	2511776	.	1477	5581	797	523	171	9095	5903	4421	4	128	166	8	30	0	2	9	6	1	6	8	0	0	1	5	2	139	194	6	17	106	138	10	4	65	103	7
NA_peak_7148_G_Tb927.11.9260	Tb927_11_v5.1	2543737	2544712	.	976	93	240	24	20	549	523	361	0	0	5	2	0	3	13	0	0	2	2	0	0	1	0	0	19	0	0	17	23	1	0	16	12	0	0	14
NA_peak_7150_G_Tb927.11.9290	Tb927_11_v5.1	2551301	2553128	.	1828	1567	143	73	64	4330	3953	4035	8	14	27	19	2	4	2	0	1	1	0	0	2	2	0	0	43	31	55	53	18	40	68	33	45	34	76	42
NA_peak_7151_G_Tb927.11.9290	Tb927_11_v5.1	2553946	2555247	.	1302	661	967	449	329	1227	936	719	11	7	13	12	21	2	9	19	9	5	5	5	6	0	5	2	4	26	19	7	0	22	13	1	1	19	14	0
NA_peak_7152_G_Tb927.11.9310	Tb927_11_v5.1	2560792	2562520	.	1729	1481	1192	484	354	2947	1954	2377	15	31	28	8	27	2	6	25	8	0	3	6	6	0	2	7	12	31	50	15	2	39	39	1	7	35	38	1
NA_peak_7154_G_Tb927.11.9330	Tb927_11_v5.1	2565495	2565790	.	296	181	176	30	91	674	371	494	0	0	8	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	18	17	0	0	1	6	0	0	9	9
NA_peak_7155_G_Tb927.11.9340	Tb927_11_v5.1	2566238	2567195	.	958	239	96	5	12	543	555	556	6	3	1	9	0	1	2	0	0	0	0	0	0	0	0	0	3	15	10	5	7	3	6	9	7	8	14	6
NA_peak_7156_G_Tb927.11.9360	Tb927_11_v5.1	2569253	2570779	.	1527	3319	1495	25	51	7012	6247	5594	67	41	56	26	4	38	39	2	0	0	0	0	0	0	0	0	79	98	90	26	58	74	87	26	66	93	89	24
NA_peak_7158_G_Tb927.11.9420	Tb927_11_v5.1	2580059	2581175	.	1117	439	3381	1431	1290	2804	3076	1115	12	3	3	6	72	20	16	2	24	8	16	0	1	11	9	0	22	9	11	24	42	3	9	24	21	5	9	18
NA_peak_7159_G_Tb927.11.9500	Tb927_11_v5.1	2592994	2593479	.	486	50	110	81	44	166	121	63	2	1	0	0	2	2	0	0	4	0	0	0	0	1	0	0	5	2	4	0	9	0	2	0	5	1	0	0
NA_peak_7160_G_Tb927.11.9540	Tb927_11_v5.1	2601502	2602736	.	1235	627	45	14	130	1719	1989	1234	10	14	18	6	0	0	0	0	1	0	0	0	0	0	0	0	26	15	20	26	36	15	8	30	32	17	14	22
NA_peak_7161_G_Tb927.11.9620	Tb927_11_v5.1	2614982	2616543	.	1562	71	288	79	169	323	272	153	0	1	1	0	0	10	19	0	1	0	2	0	0	5	2	0	4	1	0	14	4	5	4	5	1	0	2	3
NA_peak_7162_G_Tb927.11.9650	Tb927_11_v5.1	2622191	2623148	.	958	488	488	541	519	1059	959	1255	9	6	2	5	4	9	14	3	12	2	2	9	12	3	3	6	24	3	4	15	24	1	1	12	39	2	11	23
NA_peak_7163_G_Tb927.11.9660	Tb927_11_v5.1	2623425	2625488	.	2064	4770	243	56	49	8530	8475	11648	106	40	48	60	11	4	4	5	1	0	0	0	0	0	3	0	16	95	107	16	24	103	110	13	29	127	159	24
NA_peak_7164_G_Tb927.11.9680	Tb927_11_v5.1	2628765	2629102	.	338	143	44	8	3	406	209	269	0	0	4	6	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	11	1	0	0	15	0	0	0	13
NA_peak_7165_G_Tb927.11.9760	Tb927_11_v5.1	2638336	2639980	.	1645	5552	1768	992	381	13213	6824	8354	59	64	74	62	26	1	10	27	14	1	4	12	8	0	1	10	17	145	195	10	12	95	116	9	8	109	113	4
NA_peak_7166_G_Tb927.11.9770	Tb927_11_v5.1	2640178	2641011	.	834	3130	2421	1692	2070	5852	7867	8588	107	12	9	109	15	72	14	0	10	50	15	0	8	60	14	1	194	9	2	169	227	0	1	203	286	0	5	221
NA_peak_7167_G_Tb927.11.9770	Tb927_11_v5.1	2642650	2642875	.	226	113	248	162	250	241	88	129	0	0	4	6	0	0	10	7	0	0	1	11	0	0	0	11	0	0	4	8	0	0	3	8	0	0	0	6
NA_peak_7170_G_Tb927.11.9830	Tb927_11_v5.1	2659719	2660994	.	1276	422	825	217	124	995	523	700	5	3	4	7	10	1	1	12	1	0	2	2	2	0	0	3	16	12	9	8	0	10	12	1	3	9	12	0
NA_peak_7171_G_Tb927.11.9870	Tb927_11_v5.1	2665245	2666136	.	892	203	75	18	11	682	1008	655	3	4	1	3	4	0	0	2	0	0	0	2	0	0	0	0	17	11	5	16	14	12	2	23	14	2	3	10
NA_peak_7172_G_Tb927.11.9870	Tb927_11_v5.1	2666239	2667392	.	1154	951	511	24	8	1186	1395	1022	44	18	23	26	36	1	3	25	0	1	1	1	0	1	0	0	9	21	19	8	18	7	22	9	7	17	32	6
NA_peak_7173_G_Tb927.11.9890	Tb927_11_v5.1	2670486	2671618	.	1133	720	85	26	34	1762	1913	1377	6	10	10	9	4	0	0	0	0	0	0	0	1	0	0	5	12	21	41	18	10	28	38	3	9	16	25	5
NA_peak_7174_G_Tb927.11.9900	Tb927_11_v5.1	2672558	2673787	.	1230	1692	40	33	3	1382	4203	1585	41	38	16	11	2	0	0	0	0	0	0	0	0	0	0	0	42	13	1	19	119	8	1	63	59	5	0	31
NA_peak_7175_R_Tb927.11.9900	Tb927_11_v5.1	2673430	2673748	.	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_7177_G_Tb927.11.9970	Tb927_11_v5.1	2685165	2686272	.	1108	22	111	38	59	247	5	11	0	1	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0
NA_peak_7178_G_Tb927.11.10060	Tb927_11_v5.1	2701387	2702261	.	875	676	74	8	54	3793	831	2100	5	21	12	5	2	1	2	2	0	0	0	0	0	3	2	0	17	94	83	20	4	27	17	5	4	74	49	10
NA_peak_7179_G_Tb927.11.10070	Tb927_11_v5.1	2702364	2703245	.	882	158	23	4	5	878	135	345	0	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	4	19	32	1	0	1	0	0	10	1	6	7
NA_peak_7180_G_Tb927.11.10110	Tb927_11_v5.1	2708804	2710600	.	1797	1113	1759	706	3170	3739	4109	3091	4	30	28	14	17	3	2	8	4	1	4	5	1	0	1	1	8	60	62	4	3	14	15	2	13	91	89	4
NA_peak_7181_G_Tb927.11.10140	Tb927_11_v5.1	2715449	2716929	.	1481	2177	577	688	914	5314	5710	5391	34	20	23	39	8	8	10	6	8	11	15	3	7	17	19	6	56	63	67	45	54	46	71	53	57	53	77	47
NA_peak_7182_G_Tb927.11.10150	Tb927_11_v5.1	2718773	2720142	.	1370	13	16	16	7	39	15	76	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0
NA_peak_7183_R_Tb927.11.10150	Tb927_11_v5.1	2719733	2720077	.	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_7184_G_Tb927.11.10170	Tb927_11_v5.1	2721542	2722833	.	1292	287	114	39	24	1459	1309	1161	5	3	6	5	2	1	0	1	0	0	0	0	1	1	0	0	28	12	13	18	19	11	17	25	15	12	17	32
NA_peak_7186_G_Tb927.11.10250	Tb927_11_v5.1	2738825	2740972	.	2148	3917	4934	4351	3324	5887	6388	5967	38	98	66	22	92	12	10	59	98	3	5	44	93	2	6	45	19	92	57	5	3	73	76	1	17	98	63	3
NA_peak_7188_G_Tb927.11.10280	Tb927_11_v5.1	2748394	2750161	.	1768	1727	243	139	140	3234	2938	3795	18	20	29	11	7	1	2	2	5	1	0	3	2	0	0	0	37	29	30	27	27	26	33	21	35	44	51	18
NA_peak_7189_G_Tb927.11.10300	Tb927_11_v5.1	2750631	2751873	.	1243	132	109	9	9	920	762	390	1	2	1	3	2	2	5	0	0	0	0	0	0	0	0	0	25	6	5	20	16	0	6	22	7	4	5	10
NA_peak_7190_G_Tb927.11.10330	Tb927_11_v5.1	2755280	2756805	.	1526	3514	5833	3749	1441	4973	1044	3428	94	41	66	34	131	5	16	60	81	1	5	44	31	0	1	24	75	18	15	16	9	12	10	3	37	98	93	9
NA_peak_7191_G_Tb927.11.10370	Tb927_11_v5.1	2767818	2768838	.	1021	508	87	6	18	1380	993	651	15	11	6	12	2	4	1	1	0	0	0	0	0	0	0	0	18	29	33	10	8	35	18	5	4	20	12	4
NA_peak_7192_G_Tb927.11.10370	Tb927_11_v5.1	2768945	2769798	.	854	1450	669	10	45	5095	2947	1352	45	29	30	41	27	0	1	24	0	1	0	0	1	1	2	0	177	5	4	128	122	2	2	102	56	2	6	46
NA_peak_7194_G_Tb927.11.10440	Tb927_11_v5.1	2781338	2782208	.	871	231	14	24	15	1463	637	19	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	42	26	0	0	18	2	0	0	0
NA_peak_7195_G_Tb927.11.10450	Tb927_11_v5.1	2783293	2784080	.	788	2318	7	34	6	3836	4752	3444	93	45	41	46	0	0	0	0	1	0	0	0	0	0	0	0	147	8	8	3	167	8	8	3	126	14	19	2
NA_peak_7196_G_Tb927.11.10470	Tb927_11_v5.1	2786375	2788453	.	2079	11724	10175	7625	8180	25814	28277	31755	312	100	35	158	41	182	166	5	40	165	127	3	37	129	165	2	565	4	6	304	550	3	2	308	621	6	14	395
NA_peak_7199_G_Tb927.11.10530	Tb927_11_v5.1	2804308	2805280	.	973	195	7	8	25	722	648	706	0	1	7	16	0	0	0	0	0	0	0	0	0	0	0	2	3	9	12	1	5	15	15	7	4	8	11	11
NA_peak_7203_G_Tb927.11.10610	Tb927_11_v5.1	2826943	2829437	.	2495	2261	1561	779	131	3112	1810	2726	19	10	24	21	4	18	20	5	2	8	15	0	0	3	4	0	48	8	13	51	23	5	0	31	29	5	8	49
NA_peak_7204_G_Tb927.11.10630	Tb927_11_v5.1	2833181	2834628	.	1448	661	894	128	330	1089	571	619	11	2	11	10	16	3	6	14	2	2	1	5	9	0	1	9	10	15	18	13	1	11	10	1	10	11	9	4
NA_peak_7214_G_Tb927.11.10670	Tb927_11_v5.1	2860249	2861035	.	787	1295	7	1	5	4123	2541	4782	56	7	4	48	0	0	0	0	0	0	0	0	0	0	0	0	144	8	1	129	88	4	0	80	148	10	6	141
NA_peak_7215_G_Tb927.11.10690	Tb927_11_v5.1	2863315	2864355	.	1041	85	149	8	70	339	443	196	3	0	0	2	4	0	1	3	0	0	0	0	0	0	0	1	1	7	1	1	5	2	6	3	2	0	0	1
NA_peak_7215.2_G_Tb927.11.10700	Tb927_11_v5.1	2864458	2865201	.	744	34	39	13	5	417	85	194	0	0	1	0	1	3	2	1	0	0	0	0	0	0	0	0	0	7	11	1	0	2	4	0	1	11	5	1
NA_peak_7217_G_Tb927.11.10710	Tb927_11_v5.1	2867799	2869772	.	1974	1830	912	371	87	3839	1603	1754	25	27	17	20	14	13	12	6	4	7	6	0	2	2	5	1	36	32	29	35	14	16	14	11	16	15	20	23
NA_peak_7218_G_Tb927.11.10740	Tb927_11_v5.1	2877242	2878313	.	1072	3692	609	482	427	7686	10267	10818	11	103	95	7	9	1	1	12	16	0	2	14	14	0	0	6	2	163	186	1	5	197	247	1	5	236	264	0
NA_peak_7220_G_Tb927.11.10840	Tb927_11_v5.1	2898176	2899647	.	1472	5607	65	174	17	7022	6080	6908	26	100	113	24	2	0	0	0	0	5	2	0	0	0	0	0	37	98	113	36	41	80	77	23	59	89	112	44
NA_peak_7222_G_Tb927.11.10850	Tb927_11_v5.1	2899836	2901002	.	1167	889	977	261	102	1790	1406	2107	16	28	25	2	32	10	11	15	6	0	1	6	1	0	1	4	7	23	35	8	5	30	26	6	35	40	41	19
NA_peak_7223_G_Tb927.11.10870	Tb927_11_v5.1	2903658	2904473	.	816	190	42	5	13	819	863	615	1	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	19	14	0	24	24	9	13	5	10	9
NA_peak_7224_G_Tb927.11.10880	Tb927_11_v5.1	2906040	2907618	.	1579	2818	580	286	434	6305	5831	6358	54	25	18	54	9	4	5	3	4	4	5	3	4	9	6	4	75	53	61	48	76	32	37	66	99	48	64	67
NA_peak_7226_G_Tb927.11.10950	Tb927_11_v5.1	2923986	2924887	.	902	926	1228	144	338	5350	1832	3611	0	10	39	29	0	0	3	84	0	5	6	8	0	0	0	32	2	117	167	1	0	46	83	1	2	93	119	1
