GeneID	Chromosome	CDS start	CDS end	PCF1r	PCF2r	PCF3r	slBF1r	slBF2r	slBF3r	cBF1r	cBF2r	cBF3r	PCF1m	PCF2m	PCF3m	slBF1m	slBF2m	slBF3m	cBF1m	cBF2m	cBF3m	Percent Multialigners	Annotation source	is Pseudogene	Functional category	Prodcut description
Tb927.3.5160	Tb927_03_v4	1447852	1451550	113.6	117.0	126.5	71.9	74.7	65.4	93.0	150.0	108.5	607.5	434.7	539.2	623.9	829.8	941.2	439.6	454.4	730.3	2.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5170	Tb927_03_v4	1452148	1453389	96.7	116.9	79.9	75.9	69.6	61.2	85.7	103.9	142.0	446.1	467.1	508.5	453.8	424.3	377.3	380.4	356.6	441.1	0.5	TriTrypDB V5.0	No	Transcription	"hypothetical protein, conserved"
Tb927.3.5180	Tb927_03_v4	1453906	1454316	1731.1	1384.1	2092.7	2751.7	1833.1	1970.9	2630.5	3061.3	2943.3	725.2	811.4	958.8	988.4	733.6	750.5	1085.0	1279.0	1439.1	6.3	TriTrypDB V5.0	No	organelle biogenesis and structure	"cofilin/actin depolymerizing factor, putative"
Tb927.3.5190	Tb927_03_v4	1456977	1458053	446.9	487.7	356.6	285.4	420.9	269.5	204.3	108.2	102.6	362.8	262.1	223.7	231.0	449.8	423.4	166.2	153.8	183.1	1.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.520	Tb927_03_v4	117503	116511	8.4	5.6	9.0	391.0	265.5	282.0	33.7	9.4	24.3	18.7	12.9	11.1	721.7	464.8	477.7	468.0	310.7	176.6	58.1	TriTrypDB V5.0	No	ESAG/GRESAG	"expression site-associated gene (ESAG) protein, putative,expression site-associated gene 1 (ESAG1) protein, putative"
Tb927.3.5200	Tb927_03_v4	1459489	1460199	105.3	98.3	159.9	296.6	189.8	171.4	137.0	259.3	162.1	403.9	418.2	339.5	457.3	358.3	272.5	357.9	439.8	344.4	2.1	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5210	Tb927_03_v4	1461094	1462050	55.4	42.0	49.6	252.4	226.1	224.9	312.4	133.7	94.3	95.2	73.9	31.9	110.5	190.1	239.2	123.5	102.2	122.1	1.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5220	Tb927_03_v4	1463833	1465599	541.4	767.9	523.6	939.0	795.4	580.6	453.0	890.1	507.9	421.4	239.0	179.8	223.7	573.2	497.0	129.4	169.6	194.3	1.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5230	Tb927_03_v4	1468811	1470244	56.8	76.0	40.9	47.9	94.9	70.4	87.0	134.0	148.2	461.7	558.5	586.3	413.8	369.0	417.3	507.0	616.4	625.9	0.3	TriTrypDB V5.0	No	DNA-associated	"DNA repair protein, putative"
Tb927.3.5240	Tb927_03_v4	1470948	1472693	615.1	853.0	736.0	606.1	610.7	603.2	406.1	414.1	284.0	981.6	1059.8	950.3	920.4	974.6	883.8	619.4	540.7	584.0	1.1	TriTrypDB V5.0	No	Translation	"hypothetical protein, conserved"
Tb927.3.5250	Tb927_03_v4	1473439	1475178	660.9	940.1	595.4	1176.1	1251.7	1257.5	1513.4	945.1	833.0	460.8	208.5	85.8	88.7	721.0	419.9	175.9	179.1	110.6	6.7	TriTrypDB V5.0	No	RNA-associated	"ZFP family member, putative (ZC3H8)"
Tb927.3.5260	Tb927_03_v4	1479767	1481176	66.6	77.2	76.9	173.0	175.6	129.4	148.7	130.4	119.4	354.9	336.9	398.4	510.5	605.9	547.1	641.8	483.1	520.0	1.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5270	Tb927_03_v4	1481791	1482279	139.1	135.8	203.0	235.6	173.6	205.6	107.7	181.7	144.9	612.3	693.3	513.8	651.3	340.6	229.9	536.9	493.6	251.8	0.7	TriTrypDB V5.0	No	Transcription	"DNA-directed RNA polymerases II subunit, putative (RPB4)"
Tb927.3.5280	Tb927_03_v4	1482820	1483596	296.1	319.0	397.7	169.8	199.9	278.7	245.4	288.1	301.8	798.3	1181.8	715.6	671.4	435.7	423.2	887.3	783.8	491.7	0.4	TriTrypDB V5.0	No	RNA-associated	"spliceosome-associated protein 49, putative (DRBD1)"
Tb927.3.5290	Tb927_03_v4	1484186	1487020	235.7	307.8	236.4	231.0	245.3	174.2	245.2	276.7	210.8	704.0	693.2	867.2	759.2	840.3	859.7	754.2	725.2	968.1	0.9	TriTrypDB V5.0	No	Other	"hypothetical protein, conserved"
Tb927.3.530	Tb927_03_v4	118207	117548	6.1	5.5	6.5	3.6	5.0	5.6	7.2	4.3	6.1	12.3	4.5	7.7	364.6	214.3	185.0	35.8	15.3	5.5	1.0	TriTrypDB V5.0	Yes	ESAG/GRESAG	"expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 11 (ESAG11), degenerate"
Tb927.3.5300	Tb927_03_v4	1487683	1488201	219.9	276.9	197.3	94.2	105.0	139.9	186.5	159.4	160.8	399.4	322.1	304.4	273.4	258.8	244.1	233.9	240.4	273.0	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5310	Tb927_03_v4	1488667	1495053	2098.7	4329.0	1913.6	4168.9	2891.0	2808.6	2219.1	2215.6	1906.4	1760.1	850.1	959.9	977.1	3695.2	2688.0	1275.6	1366.3	1661.5	53.2	TriTrypDB V5.0	No	organelle biogenesis and structure	paraflagellar rod protein
Tb927.3.5320	Tb927_03_v4	1496089	1497300	450.5	361.0	457.9	354.8	298.8	278.6	278.3	367.5	266.8	671.9	818.9	704.4	853.6	669.1	613.6	946.1	730.8	575.4	1.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5330	Tb927_03_v4	1497803	1498630	229.6	202.1	264.6	262.7	300.8	337.7	138.1	168.3	178.8	498.9	630.6	466.3	643.6	453.9	363.4	547.7	471.6	331.7	1.6	TriTrypDB V5.0	No	Protein transport/modification	centaurin beta 5 (Cnt-b5)
Tb927.3.5340	Tb927_03_v4	1499136	1500290	3911.5	3925.5	3260.0	2177.5	1934.0	1569.0	1669.4	2766.3	2632.8	2020.3	2291.2	2878.7	1361.4	1070.5	890.6	1371.9	2221.4	2019.9	0.7	TriTrypDB V5.0	No	Protein folding	"Hsc70-interacting protein (Hip), putative"
Tb927.3.5350	Tb927_03_v4	1500815	1501132	639.1	731.6	649.9	402.6	465.3	544.8	175.0	355.2	375.8	422.9	557.7	396.1	415.8	366.5	325.4	193.2	299.0	272.0	1.1	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5360	Tb927_03_v4	1502273	1503097	124.3	93.9	117.4	163.2	82.8	159.8	220.8	189.3	234.8	481.4	537.3	530.0	531.7	521.8	522.9	420.5	377.5	482.0	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5370	Tb927_03_v4	1504126	1505067	1251.6	1688.3	1010.5	1443.8	927.7	956.9	686.2	1538.4	1340.0	1289.5	1689.5	1045.6	1306.0	934.0	708.8	871.5	1376.7	1116.3	1.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5380	Tb927_03_v4	1505862	1507415	93.3	136.8	130.4	104.1	154.4	149.2	119.6	122.5	114.5	396.8	444.9	477.9	679.2	555.5	607.7	478.3	547.9	488.8	0.6	TriTrypDB V5.0	No	organelle biogenesis and structure	"hypothetical protein, conserved"
Tb927.3.5390	Tb927_03_v4	1508267	1509814	18.3	22.1	25.9	239.1	157.5	151.5	368.7	155.7	163.5	115.7	82.2	48.5	155.9	341.4	274.5	172.6	149.7	172.9	1.0	TriTrypDB V5.0	No	Interacting	"hypothetical protein, conserved"
Tb927.3.540	Tb927_03_v4	118928	118749	6.1	5.5	6.5	15.0	13.1	21.0	6.1	4.4	6.1	12.3	4.5	7.7	44.7	43.6	42.4	14.2	10.2	3.9	6.7	TriTrypDB V5.0	Yes	ESAG/GRESAG	"expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 1 (ESAG1), truncated"
Tb927.3.5400	Tb927_03_v4	1512105	1513823	404.4	272.7	328.9	194.3	180.7	194.0	123.0	88.0	101.1	477.9	496.6	494.9	460.5	459.5	441.5	424.6	440.6	399.3	0.9	TriTrypDB V5.0	No	Phosphorylation	"hypothetical protein, conserved"
Tb927.3.5410	Tb927_03_v4	1514465	1515076	76.3	124.5	69.6	22.3	15.1	19.3	19.6	27.4	17.2	359.3	374.9	246.7	166.2	94.7	115.9	162.6	140.5	98.5	1.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5420	Tb927_03_v4	1515728	1518439	1189.8	1259.1	891.7	965.8	817.6	830.1	1162.4	1014.9	819.5	739.8	638.8	615.9	763.0	1152.3	1206.0	565.5	450.5	680.3	1.0	TriTrypDB V5.0	No	Protein transport/modification	protein transport protein Sec24 (SEC24.2)
Tb927.3.5430	Tb927_03_v4	1519765	1520580	439.8	334.6	567.1	344.1	210.0	332.2	320.8	336.6	264.4	519.8	624.1	588.1	410.3	307.3	336.7	419.4	419.6	323.3	2.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5440	Tb927_03_v4	1521398	1525891	590.7	643.3	446.7	379.8	337.1	363.0	419.6	407.0	382.3	1228.5	956.3	1012.9	866.1	1417.2	1555.0	800.0	746.1	1098.2	0.8	TriTrypDB V5.0	No	DNA-associated	"SNF2 DNA repair protein, putative"
Tb927.3.5450	Tb927_03_v4	1526227	1528926	334.6	371.8	260.1	313.5	298.8	307.1	274.4	259.9	204.7	712.2	516.0	528.9	805.3	1090.7	1271.0	586.2	479.6	800.4	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5460	Tb927_03_v4	1529808	1531373	258.4	294.5	145.5	126.0	266.5	191.1	145.1	150.7	101.4	506.5	565.0	393.2	699.2	660.9	776.6	511.0	370.1	601.7	0.9	TriTrypDB V5.0	No	RNA-associated	"RNA-binding protein, putative (RBSR3)"
Tb927.3.5470	Tb927_03_v4	1531821	1532348	184.9	206.4	207.4	213.9	174.6	216.1	136.5	104.7	126.6	155.7	181.9	140.9	194.3	213.2	222.5	99.8	116.4	155.4	4.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5480	Tb927_03_v4	1533109	1534572	51.8	43.1	45.7	97.4	97.9	60.9	107.3	113.7	84.2	518.1	523.4	443.4	619.6	501.4	475.2	371.2	431.8	349.2	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5490	Tb927_03_v4	1535250	1537319	2079.1	3062.3	1726.9	2461.8	2288.3	1934.2	2053.3	2177.8	1811.5	1103.7	1648.8	1294.0	1785.2	1590.0	1569.4	1180.6	1172.1	1587.4	0.6	TriTrypDB V5.0	No	organelle biogenesis and structure	"flagellar transport protein, putative (PIFTB2)"
Tb927.3.550	Tb927_03_v4	120562	119582	6.1	6.6	6.5	152.0	104.0	97.0	32.8	17.4	36.3	18.1	9.2	10.9	852.1	500.1	457.7	104.2	86.5	49.6	75.7	TriTrypDB V5.0	Yes	ESAG/GRESAG	"expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 1 (ESAG1), degenerate"
Tb927.3.5500	Tb927_03_v4	1538252	1539265	503.4	276.1	418.8	354.2	255.4	307.1	448.8	409.6	369.0	1213.6	1523.3	1127.8	1093.2	731.3	561.6	1727.6	1468.7	798.0	0.2	TriTrypDB V5.0	No	Transcription	"DNA-directed RNA polymerase II subunit 3, putative,RNA polymerase subunit, putative (RPB3)"
Tb927.3.5510	Tb927_03_v4	1539599	1542178	284.2	478.7	287.5	765.3	714.7	593.2	496.5	495.1	459.0	707.7	934.3	815.7	1087.8	1148.8	1185.2	799.4	728.9	791.2	0.5	TriTrypDB V5.0	No	Other	"hypothetical protein, conserved"
Tb927.3.5520	Tb927_03_v4	1542913	1545648	2664.8	2813.0	2188.7	1712.3	1341.5	1078.9	1660.7	2550.6	1712.9	1694.5	1752.1	2214.3	1692.7	1962.1	1995.5	1454.4	1844.7	2869.6	0.9	TriTrypDB V5.0	No	Protease-related	26S proteasome regulatory non-ATPase subunit (RPN1)
Tb927.3.5530	Tb927_03_v4	1547572	1554963	4286.2	6781.3	2732.0	3986.9	3389.6	3153.1	4523.8	4966.0	4356.7	2094.4	1530.5	1431.8	2094.0	4272.6	3823.8	1314.5	1471.5	1652.2	8.4	TriTrypDB V5.0	No	Other	Tb-292 membrane associated protein (Tb-292)
Tb927.3.5540	Tb927_03_v4	1556101	1557705	407.0	407.2	322.6	920.0	1068.0	909.5	472.3	645.9	501.6	508.7	696.1	595.8	970.0	1018.3	974.7	488.4	476.9	664.7	0.6	TriTrypDB V5.0	No	organelle biogenesis and structure	"dynein intermediate chain WDRD34, putative"
Tb927.3.5550	Tb927_03_v4	1558311	1558862	355.4	354.4	533.1	527.8	472.4	638.0	628.6	823.7	878.7	631.3	821.7	675.4	787.8	598.8	554.8	893.2	722.8	700.0	1.1	TriTrypDB V5.0	No	Protein transport/modification	"small GTP-binding protein, putative (TbRX1)"
Tb927.3.5560	Tb927_03_v4	1559620	1559952	13.2	8.9	11.7	12.6	16.1	10.1	22.1	22.8	32.6	146.7	251.2	212.2	229.1	139.0	66.3	290.4	299.1	185.7	1.1	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5570	Tb927_03_v4	1560401	1561183	292.4	343.1	276.8	411.3	299.8	473.1	400.8	235.9	243.7	1036.7	1292.5	689.9	970.6	512.6	403.1	1201.9	766.1	438.3	0.3	TriTrypDB V5.0	No	Protein transport/modification	"syntaxin, putative"
Tb927.3.5580	Tb927_03_v4	1561871	1563040	1352.7	1181.9	844.8	413.6	396.7	493.7	349.2	528.7	423.7	1635.3	1913.7	1608.7	1027.1	671.6	621.4	1190.8	1203.4	727.1	0.7	TriTrypDB V5.0	No	Translation	tryptophanyl-tRNA synthetase
Tb927.3.5590	Tb927_03_v4	1563415	1565502	83.3	75.1	77.0	119.1	115.1	134.7	109.9	105.6	141.0	960.2	1431.9	1139.7	991.4	779.2	909.0	1155.4	1100.7	887.8	0.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.560	Tb927_03_v4	121789	120686	6.1	7.7	6.6	1260.3	1378.9	1834.9	865.8	519.6	680.5	18.4	73.3	15.0	1175.3	907.1	807.5	991.9	642.6	604.2	63.8	TriTrypDB V5.0	No	ESAG/GRESAG	"expression site-associated gene (ESAG) protein, putative,expression site-associated gene 11 (ESAG11) protein, putative"
Tb927.3.5600	Tb927_03_v4	1565904	1566719	309.2	284.8	301.4	209.1	199.9	286.2	190.2	129.3	184.9	589.1	696.1	510.7	628.5	437.3	337.4	561.7	453.3	346.1	1.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5610	Tb927_03_v4	1567002	1568423	547.3	578.3	570.3	203.8	197.8	175.1	202.4	183.2	177.8	1020.4	1191.8	1086.1	730.5	538.8	492.4	794.6	635.7	551.3	0.3	TriTrypDB V5.0	No	Translation	"ribosomal protein L3 mitochondrial, putative"
Tb927.3.5620	Tb927_03_v4	1568735	1571803	2475.1	2006.4	2210.6	1338.6	1042.7	1167.7	1213.0	1699.5	1509.4	1644.3	1729.0	1942.7	1375.2	1573.1	1711.5	1329.6	1490.8	2150.5	1.3	TriTrypDB V5.0	No	Transcription	"hypothetical protein, conserved"
Tb927.3.5630	Tb927_03_v4	1572763	1573698	194.5	153.5	211.2	195.0	234.2	331.9	123.5	137.4	184.7	475.8	602.9	493.6	581.0	380.1	440.6	420.8	427.8	326.4	0.6	TriTrypDB V5.0	No	Metabolism	"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative"
Tb927.3.5640	Tb927_03_v4	1573986	1575623	166.6	113.8	175.9	176.2	168.6	131.5	173.4	187.6	237.1	564.2	675.7	725.2	725.0	677.5	800.0	755.5	694.0	861.5	0.7	TriTrypDB V5.0	No	Transcription	"nuclear transcription factor, putative"
Tb927.3.5650	Tb927_03_v4	1576075	1578864	288.7	296.9	279.3	347.1	468.4	409.2	295.9	234.4	101.7	413.6	454.2	421.7	608.4	897.1	764.4	615.0	554.8	527.3	0.7	TriTrypDB V5.0	No	Phosphorylation	"protein kinase, putative,serine/threonine protein kinase, putative"
Tb927.3.5660	Tb927_03_v4	1580707	1581873	30.0	22.1	23.6	460.4	491.6	418.7	705.9	420.0	500.4	147.5	139.4	86.5	449.5	478.3	529.0	311.7	198.7	375.7	3.4	TriTrypDB V5.0	No	Protein transport/modification	"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.3.5670	Tb927_03_v4	1583404	1584075	8.4	6.7	7.8	258.2	271.5	380.8	18.2	19.5	10.0	34.5	22.1	14.5	259.4	311.9	269.2	211.1	129.3	115.1	2.6	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.3.5680	Tb927_03_v4	1586000	1587472	19.1	11.1	11.9	573.5	498.7	509.9	151.4	55.3	50.4	16.6	13.8	11.0	250.0	342.8	317.7	49.2	33.5	25.2	0.2	TriTrypDB V5.0	No	VSG/VR	"variant surface glycoprotein (VSG)-related, putative"
Tb927.3.5690	Tb927_03_v4	1592952	1593944	13.0	6.7	6.7	913.1	505.7	479.2	43.3	13.9	22.1	14.0	12.0	10.9	984.3	572.2	414.4	421.7	108.4	93.8	8.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.570	Tb927_03_v4	123335	121971	6.2	8.8	10.3	1848.2	1470.7	1574.8	388.7	232.4	241.3	22.6	50.1	16.3	1139.3	1062.3	1186.0	540.3	404.7	516.9	70.1	TriTrypDB V5.0	No	ESAG/GRESAG	"expression site-associated gene (ESAG) protein, putative,expression site-associated gene 2 (ESAG2) protein, putative"
Tb927.3.5700	Tb927_03_v4	1594768	1595829	6.1	5.5	6.5	146.2	246.3	234.9	6.1	4.4	6.1	14.5	4.5	7.8	321.7	432.9	274.3	6.1	9.0	1.4	100.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5710	Tb927_03_v4	1596646	1597707	7.2	6.6	6.6	150.0	256.4	230.0	6.1	4.4	6.1	12.5	5.5	7.7	292.0	418.5	293.4	5.1	10.5	1.9	100.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5720	Tb927_03_v4	1598458	1599522	6.1	6.6	6.5	220.0	367.4	343.2	6.1	4.3	8.4	12.3	4.5	7.7	462.5	662.4	398.9	4.8	8.8	1.5	45.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5730	Tb927_03_v4	1600338	1601399	6.1	5.6	7.7	155.2	246.3	225.8	6.1	4.4	6.1	14.5	4.5	7.8	316.9	414.4	269.1	4.8	8.8	1.5	100.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.5740	Tb927_03_v4	1602021	1602329	6.1	5.5	6.5	2.9	5.0	5.6	6.1	4.4	6.1	16.4	12.9	11.0	22.3	30.1	20.7	76.5	48.7	53.9	84.8	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.3.5750	Tb927_03_v4	1604365	1603691	9.7	7.8	14.1	6.4	6.1	4.7	30.0	14.9	14.8	34.0	37.0	16.2	27.5	55.5	31.1	211.4	125.4	123.0	86.4	TriTrypDB V5.0	Yes	Unknown: Tb-specific	"retrotransposon hot spot protein (RHS, pseudogene), putative,retrotransposon hot spot protein (RHS), degenerate"
Tb927.3.5790	Tb927_03_v4	1621079	1622149	7.3	11.0	6.7	5.1	6.1	3.3	689.0	506.4	536.9	20.5	59.4	16.4	3.8	11.2	7.8	357.1	276.3	344.5	0.2	TriTrypDB V5.0	Yes	ESAG/GRESAG	"expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 9 (ESAG9), point mutation"
Tb927.3.580	Tb927_03_v4	128330	126588	13.1	7.8	9.2	22.4	9.1	7.1	69.4	84.0	26.2	35.4	27.7	16.1	408.0	294.8	293.4	444.0	311.6	372.0	0.2	TriTrypDB V5.0	No	Interacting	"leucine-rich repeat protein (LRRP), putative"
Tb927.3.5800	Tb927_03_v4	1624569	1625552	7.2	5.6	6.5	3.6	7.1	4.8	30.9	6.8	8.8	19.9	9.2	8.1	81.6	53.2	75.4	257.9	166.4	145.5	75.3	TriTrypDB V5.0	Yes	ESAG/GRESAG	"expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 1 (ESAG1), degenerate"
Tb927.3.5810	Tb927_03_v4	1625933	1627306	10.9	15.4	9.4	373.4	362.4	374.8	177.0	201.8	192.3	21.1	29.6	15.9	287.1	292.0	297.8	438.1	292.9	319.2	86.5	TriTrypDB V5.0	Yes	ESAG/GRESAG	"expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 2 (ESAG2), degenerate"
Tb927.3.5820	Tb927_03_v4	1627487	1628605	7.2	5.6	6.5	504.4	358.4	412.6	654.8	435.1	460.3	17.4	48.3	14.7	395.6	272.0	251.8	1088.7	747.9	681.9	84.9	TriTrypDB V5.0	Yes	ESAG/GRESAG	"expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 11 (ESAG11), degenerate"
Tb927.3.5830	Tb927_03_v4	1628735	1629709	6.1	6.6	7.8	93.6	70.7	85.6	282.0	88.6	136.6	16.3	28.7	17.2	145.0	99.9	79.4	872.4	403.0	279.0	41.8	TriTrypDB V5.0	No	ESAG/GRESAG	"expression site-associated gene (ESAG) protein, putative,expression site-associated gene 1 (ESAG1) protein, putative"
Tb927.3.5850	Tb927_03_v4	1639307	1637900	6.1	5.6	10.2	106.5	83.8	131.5	28.0	18.3	33.8	13.2	9.2	7.9	100.6	61.2	67.4	36.0	43.8	18.0	56.5	TriTrypDB V5.0	Yes	VSG/VR	"variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, degenerate"
Tb927.3.5860	Tb927_03_v4	1642892	1641295	7.3	7.7	6.6	4.6	19.1	3.7	29.6	5.9	8.8	13.4	10.1	8.0	22.0	14.9	12.0	7.1	14.5	4.6	57.9	TriTrypDB V5.0	Yes	VSG/VR	"variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, frameshift"
Tb927.3.5870	Tb927_03_v4	1645145	1644624	6.3	14.2	9.2	5.1	5.0	4.0	8.4	4.3	6.1	18.2	12.0	8.2	3.5	12.4	5.1	3.9	10.7	4.5	40.7	TriTrypDB V5.0	Yes	VSG/VR	"variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, fragment"
Tb927.3.5880	Tb927_03_v4	1647395	1645938	6.2	11.0	10.4	245.3	1111.3	445.3	1581.2	2460.9	1004.8	19.8	142.8	9.3	179.9	348.5	63.6	1216.0	783.1	660.4	36.0	TriTrypDB V5.0	Yes	VSG/VR	"variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, point mutation"
Tb927.3.5890	Tb927_03_v4	1650097	1648542	7.4	8.8	11.6	14.3	75.6	6.0	14.5	8.7	11.0	14.9	6.4	7.9	22.5	41.1	19.7	16.4	12.2	5.2	22.3	TriTrypDB V5.0	Yes	VSG/VR	"variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, point mutation"
Tb927.3.590	Tb927_03_v4	147115	148503	526.0	133.8	28.6	3.7	5.0	4.1	12.4	21.3	15.9	270.4	107.0	58.1	23.3	42.9	18.0	123.0	90.1	113.0	20.8	TriTrypDB V5.0	No	Transporter	"adenosine transporter, putative"
Tb927.3.5900	Tb927_03_v4	1653225	1651983	7.3	5.6	9.0	7.3	13.1	8.1	8.5	6.1	8.5	12.3	4.5	7.7	6.5	13.2	7.7	9.0	9.5	2.2	31.6	TriTrypDB V5.0	Yes	VSG/VR	"variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, frameshift"
Tb927.3.600	Tb927_03_v4	153222	152524	12.3	16.6	19.4	3587.4	2375.2	2595.5	2244.4	576.7	584.9	62.6	218.4	26.2	2304.8	1611.0	1328.6	2341.1	504.1	460.2	1.0	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.3.610	Tb927_03_v4	156694	156134	193.3	107.3	258.9	323.6	231.2	385.6	285.6	282.7	324.9	202.4	230.8	180.7	429.7	315.5	324.5	524.1	370.8	259.0	0.5	TriTrypDB V5.0	No	Protein transport/modification	"N-acetyltransferase complex ARD1 subunit, putative"
Tb927.3.620	Tb927_03_v4	159481	157055	528.5	235.3	323.9	255.3	192.8	182.6	252.3	203.5	186.4	611.4	772.7	818.4	761.4	584.4	577.3	1090.8	766.4	678.0	1.1	TriTrypDB V5.0	No	RNA-associated	"ATP-dependent DEAD/H RNA helicase, putative"
Tb927.3.630	Tb927_03_v4	160147	159923	130.1	88.4	90.3	38.3	36.3	47.2	101.2	89.8	91.4	156.4	197.6	157.6	144.3	89.9	76.0	214.8	102.9	87.9	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.640	Tb927_03_v4	161414	160524	414.2	211.1	484.8	479.0	354.3	445.9	783.1	673.9	680.5	631.0	580.6	857.7	956.2	609.7	604.1	1047.1	810.2	975.8	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.650	Tb927_03_v4	161942	161754	44.3	27.7	25.1	129.1	117.1	175.8	147.7	152.4	166.7	161.6	200.4	136.5	256.9	144.1	127.9	500.5	263.7	134.6	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.660	Tb927_03_v4	163373	162237	47.3	49.7	64.9	30.5	40.4	46.5	46.5	47.5	55.9	598.4	782.9	521.5	549.5	308.0	352.2	803.1	700.8	373.8	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.670	Tb927_03_v4	165148	163700	54.6	69.5	84.5	173.8	202.9	209.2	144.7	107.5	74.7	315.4	450.6	356.1	680.3	542.8	512.4	842.7	417.6	384.5	1.3	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.3.680	Tb927_03_v4	167463	165709	1050.9	1294.3	710.5	248.8	268.5	326.1	217.3	91.4	72.4	680.5	770.8	728.7	458.1	476.4	556.7	374.3	253.9	330.1	0.5	TriTrypDB V5.0	No	Metabolism	"cytochrome P450, putative"
Tb927.3.690	Tb927_03_v4	170662	168911	313.1	482.1	351.2	432.1	429.0	360.7	540.1	428.1	358.2	463.8	551.2	481.3	580.4	619.4	773.2	610.5	462.9	654.0	0.9	TriTrypDB V5.0	No	Phosphorylation	"protein kinase, putative"
Tb927.3.700	Tb927_03_v4	171892	171635	2505.3	2449.9	1738.6	72.1	73.7	125.0	48.0	101.6	68.3	2011.6	2163.0	1445.8	187.0	135.1	113.2	191.7	326.8	89.9	0.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.3.710	Tb927_03_v4	174359	172362	323.9	450.1	271.9	701.7	780.3	833.9	451.9	207.7	237.7	683.6	888.1	652.7	491.2	460.6	687.6	489.9	430.8	431.9	1.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
