"Gene_acc","Gene_id","bsf","pcf","rank_bsf","rank_pcf","Desc","prot_group"
"aa4690aa","Tb927.4.3180","6.43","5.76","4850.00","3901.00","hypothetical protein, conserved","PG3922"
"aa4691aa","Tb927.4.3190","5.41","5.53","2425.00","3426.00","ubiquitin-conjugating enzyme E2, putative","PG3923"
"aa4692aa","Tb927.4.320","3.30","6.12","317.00","4746.00","Eukaryotic protein of unknown function (DUF914), putative","PG3924"
"aa4693aa","Tb927.4.330","6.05","6.19","4000.00","4897.00","Cardiolipin-dependent protein 43kDa","PG3925"
"aa4694aa","Tb927.4.3300","5.88","6.20","3553.00","4920.00","mitochondrial ATP-dependent zinc metallopeptidase, putative","PG3926"
"aa4695aa","Tb927.4.3310","6.01","6.10","3896.00","4684.00","TPR repeat/SET domain containing protein, putative","PG3927"
"aa4696aa","Tb927.4.3320","7.20","7.65","5990.00","6417.00","uracil phosphoribosyltransferase, putative","PG3928"
"aa4697aa","Tb927.4.3330","6.19","5.44","4296.00","3247.00","EF-hand domain pair, putative","PG3929"
"aa4698aa","Tb927.4.3350","6.64","3.70","5243.00","1376.00","Carnosine N-methyltransferase, putative","PG3930"
"aa4699aa","Tb927.4.3360","5.31","4.26","2226.00","2142.00","hypothetical protein, conserved","PG3931"
"aa469aa","Tb11.v5.0391","5.96","5.74","3757.00","3864.00","rRNA biogenesis protein, putative","PG224"
"aa46aa","Tb05.5K5.130","7.34","7.09","6129.00","6081.00","paraflagellar rod component par4, putative","PG19"
"aa4700aa","Tb927.4.3370","6.09","6.01","4084.00","4508.00","hypothetical protein, conserved","PG3932"
"aa4701aa","Tb927.4.3380","5.96","3.65","3762.00","1135.00","myosin IB heavy chain, putative","PG3933"
"aa4702aa","Tb927.4.3390","5.56","4.90","2763.00","2442.00","tuzin, putative","PG3934"
"aa4703aa","Tb927.4.3400","6.49","4.88","4986.00","2421.00","hypothetical protein, conserved","PG3935"
"aa4704aa","Tb927.4.3410","5.61","3.78","2875.00","1678.00","selenoprotein, putative","PG3936"
"aa4705aa","Tb927.4.3420","5.36","3.60","2322.00","689.00","wee1-like protein kinase","PG3937"
"aa4706aa","Tb927.4.3430","6.18","6.51","4280.00","5441.00","Mitochondrial import inner membrane translocase subunit TIM12","PG3938"
"aa4707aa","Tb927.4.3440","4.64","3.80","1295.00","1725.00","Basal body protein 50kDa","PG3939"
"aa4708aa","Tb927.4.3450","7.01","3.63","5768.00","950.00","Mitochondrial ATP synthase subunit, putative","PG3940"
"aa4709aa","Tb927.4.3470","3.28","3.55","264.00","224.00","hypothetical protein, conserved","PG3941"
"aa470aa","Tb11.v5.0394","5.06","3.60","1769.00","729.00","hypothetical protein, conserved","PG225"
"aa4710aa","Tb927.4.3480","6.84","3.61","5541.00","737.00","hypothetical protein","PG3942"
"aa4711aa","Tb927.4.3510","6.85","6.53","5544.00","5478.00","DNA-directed RNA polymerase subunit, putative","PG3943"
"aa4712aa","Tb927.4.3490","6.85","6.53","5544.00","5478.00","DNA-directed RNA polymerases II and III subunit RPB6, putative","PG3943"
"aa4713aa","Tb927.4.350","3.35","3.68","511.00","1317.00","hypothetical protein, conserved","PG3944"
"aa4714aa","Tb927.4.3500","5.52","3.70","2667.00","1402.00","Amastin surface glycoprotein, putative","PG3945"
"aa4715aa","Tb927.4.3520","5.52","3.70","2667.00","1402.00","Amastin surface glycoprotein, putative","PG3945"
"aa4716aa","Tb927.4.3530","4.32","3.52","1061.00","99.00","hypothetical protein, conserved","PG3946"
"aa4717aa","Tb927.4.3540","6.21","5.74","4345.00","3862.00","hypothetical protein, conserved","PG3947"
"aa4718aa","Tb927.5.1610","8.25","7.53","6536.00","6362.00","60S ribosomal protein L13a, putative","PG3948"
"aa4719aa","Tb927.4.3550","8.25","7.53","6536.00","6362.00","60S ribosomal protein L13a, putative","PG3948"
"aa471aa","Tb927.10.16170","5.43","4.06","2464.00","2085.00","potassium voltage-gated channel, putative","PG226"
"aa4720aa","Tb927.4.3560","6.40","5.47","4771.00","3313.00","protein phoshatase 1, putative","PG3949"
"aa4721aa","Tb927.4.3600","6.22","3.88","4372.00","1884.00","Transcription factor Pcc1, putative","PG3950"
"aa4722aa","Tb927.4.3580","6.22","3.88","4372.00","1884.00","Transcription factor Pcc1, putative","PG3950"
"aa4723aa","Tb927.4.3590","8.56","8.07","6605.00","6554.00","translation elongation factor 1-beta, putative","PG3951"
"aa4724aa","Tb927.4.3570","8.56","8.07","6605.00","6554.00","translation elongation factor 1-beta, putative","PG3951"
"aa4725aa","Tb927.4.360","7.36","7.10","6146.00","6096.00","1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative","PG3952"
"aa4726aa","Tb927.4.3620","7.04","5.65","5808.00","3681.00","serine threonine-protein phosphatase PP1, putative","PG3953"
"aa4727aa","Tb927.4.3630","5.13","3.60","1914.00","702.00","serine threonine-protein phosphatase PP1, putative","PG3954"
"aa4728aa","Tb927.4.3640","6.40","3.61","4770.00","757.00","serine threonine-protein phosphatase PP1, putative","PG3955"
"aa4729aa","Tb927.4.3660","6.05","5.64","3983.00","3653.00","hypothetical protein, conserved","PG3956"
"aa472aa","Tb11.v5.0396","5.43","4.06","2464.00","2085.00","potassium voltage-gated channel, putative","PG226"
"aa4730aa","Tb927.4.3670","5.93","3.68","3696.00","1279.00","CBF/Mak21 family, putative","PG3957"
"aa4731aa","Tb927.4.3680","6.22","6.39","4376.00","5240.00","protein phosphatase 2C, putative","PG3958"
"aa4732aa","Tb927.4.3690","3.76","5.51","916.00","3390.00","Mitochondrial SSU ribosomal protein, putative","PG3959"
"aa4733aa","Tb927.4.370","3.40","3.56","623.00","350.00","hypothetical protein, conserved","PG3960"
"aa4734aa","Tb927.4.3700","3.84","3.71","940.00","1452.00","hypothetical protein, conserved","PG3961"
"aa4735aa","Tb927.4.3720","3.51","3.76","785.00","1644.00","Uncharacterized conserved protein (DUF2039), putative","PG3962"
"aa4736aa","Tb927.4.3730","5.30","3.51","2203.00","85.00","hypothetical protein, conserved","PG3963"
"aa4737aa","Tb927.4.3740","7.11","6.97","5885.00","5984.00","flagellar attachment zone protein 1","PG3964"
"aa4738aa","Tb927.4.3760","4.99","3.63","1688.00","942.00","hypothetical protein","PG3965"
"aa4739aa","Tb927.4.3770","5.64","4.39","2956.00","2171.00","calcium/calmodulin-dependent protein kinase, putative","PG3966"
"aa473aa","Tb927.10.16150","6.16","6.38","4221.00","5227.00","ATP-dependent zinc metallopeptidase, putative","PG227"
"aa4740aa","Tb927.4.3790","6.94","6.88","5692.00","5905.00","ubiquitin carboxyl-terminal hydrolase, putative","PG3967"
"aa4741aa","Tb927.4.380","6.94","6.63","5691.00","5599.00","WD domain, G-beta repeat, putative","PG3968"
"aa4742aa","Tb927.4.3800","5.62","5.57","2928.00","3508.00","hypothetical protein, conserved","PG3969"
"aa4743aa","Tb927.4.3810","6.60","6.31","5160.00","5107.00","DNA-directed RNA polymerase II subunit 2, putative","PG3970"
"aa4744aa","Tb927.4.3820","3.31","3.72","361.00","1492.00","hypothetical protein, conserved","PG3971"
"aa4745aa","Tb927.4.3830","4.90","3.78","1551.00","1690.00","hypothetical protein, conserved","PG3972"
"aa4746aa","Tb927.4.3840","6.67","6.84","5288.00","5856.00","nucleolar protein, putative","PG3973"
"aa4747aa","Tb927.4.3850","6.51","6.24","5013.00","4979.00","NLE (NUC135) domain/WD domain, G-beta repeat, putative","PG3974"
"aa4748aa","Tb927.4.3890","6.60","6.48","5176.00","5399.00","ATP-dependent RNA helicase, putative","PG3975"
"aa4749aa","Tb927.4.3900","5.74","5.63","3214.00","3637.00","hypothetical protein, conserved","PG3976"
"aa474aa","Tb11.v5.0397","6.16","6.38","4221.00","5227.00","ATP-dependent zinc metallopeptidase, putative","PG227"
"aa4750aa","Tb927.4.3910","5.49","3.69","2606.00","1372.00","Kinesin-13 4a, putative","PG3977"
"aa4751aa","Tb927.4.3920","3.23","5.18","114.00","2800.00","CRAL/TRIO domain containing protein, putative","PG3978"
"aa4752aa","Tb927.4.3940","5.16","3.76","1950.00","1620.00","Calpain-like protein 2","PG3979"
"aa4753aa","Tb927.4.3950","5.58","7.58","2820.00","6391.00","cytoskeleton-associated protein CAP5.5, putative","PG3980"
"aa4754aa","Tb927.4.3970","6.11","3.58","4123.00","452.00","hypothetical protein, conserved","PG3981"
"aa4755aa","Tb927.4.3980","5.20","3.67","2004.00","1217.00","chaperone protein DnaJ, putative","PG3982"
"aa4756aa","Tb927.4.3980","5.20","3.67","2004.00","1217.00","chaperone protein DnaJ, putative","PG3982"
"aa4757aa","Tb927.4.400","6.21","6.20","4353.00","4926.00","Double RNA binding domain protein 7","PG3983"
"aa4758aa","Tb927.4.4030","4.29","4.34","1050.00","2160.00","CCCH zinc finger in TRM13 protein/U11-48K-like CHHC zinc finger/Methyltransferase TRM13, putative","PG3984"
"aa4759aa","Tb927.4.4040","7.15","7.13","5931.00","6113.00","hypothetical protein, conserved","PG3985"
"aa475aa","Tb11.v5.0402","5.26","3.63","2134.00","921.00","BarP protein, putative","PG228"
"aa4760aa","Tb927.4.4050","5.49","5.95","2593.00","4368.00","glycosomal transporter (GAT1)","PG3986"
"aa4761aa","Tb927.4.4060","5.88","5.53","3563.00","3423.00","hypothetical protein, conserved","PG3987"
"aa4762aa","Tb927.4.4070","6.24","7.37","4407.00","6274.00","mevalonate kinase, putative","PG3988"
"aa4763aa","Tb927.4.4090","5.72","3.61","3176.00","799.00","hypothetical protein, conserved","PG3989"
"aa4764aa","Tb927.4.410","7.09","6.08","5854.00","4650.00","CAF 40","PG3990"
"aa4765aa","Tb927.4.4100","5.49","3.62","2604.00","827.00","hypothetical protein, conserved","PG3991"
"aa4766aa","Tb927.4.4110","6.02","4.93","3906.00","2476.00","hypothetical protein, conserved","PG3992"
"aa4767aa","Tb927.4.4120","6.32","3.58","4607.00","516.00","Cleavage stimulating factor 64, putative","PG3993"
"aa4768aa","Tb927.8.8210","6.32","3.58","4607.00","516.00","Cleavage stimulating factor 64, putative","PG3993"
"aa4769aa","Tb927.4.4130","6.51","5.98","5026.00","4430.00","Flagellar-associated protein 59, putative","PG3994"
"aa476aa","Tb927.9.15580","5.26","3.63","2134.00","921.00","BARP protein","PG228"
"aa4770aa","Tb927.4.4130","6.51","5.98","5026.00","4430.00","Flagellar-associated protein 59, putative","PG3994"
"aa4771aa","Tb927.4.4140","3.28","3.65","232.00","1064.00","hypothetical protein, conserved","PG3995"
"aa4772aa","Tb927.4.4160","5.70","5.87","3120.00","4196.00","RNA editing mediator complex protein 5","PG3996"
"aa4773aa","Tb927.4.4170","3.31","3.68","382.00","1316.00","rRNA methyltransferase, putative","PG3997"
"aa4774aa","Tb927.4.4180","4.84","3.66","1482.00","1195.00","SUMO-interacting motif-containing protein","PG3998"
"aa4775aa","Tb927.4.4190","6.30","3.66","4554.00","1189.00","C2 domain containing protein, putative","PG3999"
"aa4776aa","Tb927.4.420","5.12","3.94","1878.00","1976.00","phosphatidylinositol 4-kinase, putative","PG4000"
"aa4777aa","Tb11.v5.0744","5.12","3.94","1878.00","1976.00","phosphatidylinositol 3-kinase tor, putative","PG4000"
"aa4778aa","Tb927.4.4200","3.27","3.56","211.00","330.00","hypothetical protein, conserved","PG4001"
"aa4779aa","Tb927.4.4210","5.99","6.19","3822.00","4909.00","ATP-dependent zinc metalloprotease AFG3-like, putative","PG4002"
"aa477aa","Tb11.v5.0405","3.24","3.50","129.00","58.00","50S ribosome-binding GTPase, putative","PG229"
"aa4780aa","Tb927.4.4220","3.29","5.36","272.00","3111.00","small GTP-binding rab protein, putative","PG4003"
"aa4781aa","Tb927.4.4230","3.32","3.61","417.00","759.00","RNA-binding protein, putative","PG4004"
"aa4782aa","Tb927.4.4280","7.06","7.85","5824.00","6497.00","hypothetical protein, conserved","PG4005"
"aa4783aa","Tb927.4.4260","7.06","7.85","5824.00","6497.00","hypothetical protein, conserved","PG4005"
"aa4784aa","Tb927.4.4240","7.06","7.85","5824.00","6497.00","hypothetical protein, conserved","PG4005"
"aa4785aa","Tb927.4.4250","5.23","3.55","2061.00","261.00","UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative","PG4006"
"aa4786aa","Tb927.4.4270","5.23","3.55","2061.00","261.00","UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative","PG4006"
"aa4787aa","Tb927.4.4290","5.23","3.55","2061.00","261.00","UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative","PG4006"
"aa4788aa","Tb927.4.430","7.40","6.73","6180.00","5742.00","proteasome beta 7 subunit","PG4007"
"aa4789aa","Tb927.4.4300","5.00","5.32","1702.00","3043.00","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative","PG4008"
"aa478aa","Tb927.11.16990","3.24","3.50","129.00","58.00","Mitoribosomal LSU assembly factor 17","PG229"
"aa4790aa","Tb927.4.4310","6.60","6.30","5174.00","5097.00","Nucleoporin NUP64","PG4009"
"aa4791aa","Tb927.4.4320","6.57","5.72","5124.00","3827.00","divalent cation tolerance protein, putative","PG4010"
"aa4792aa","Tb927.4.4340","6.20","5.59","4333.00","3546.00","Domain of unknown function (DUF4498), putative","PG4011"
"aa4793aa","Tb927.4.4350","6.04","6.69","3966.00","5690.00","emp24/gp25L/p24 family/GOLD, putative","PG4012"
"aa4794aa","Tb927.4.4360","6.72","5.66","5356.00","3685.00","monoglyceride lipase, putative","PG4013"
"aa4795aa","Tb927.4.4370","6.38","5.95","4730.00","4356.00","hypothetical protein, conserved","PG4014"
"aa4796aa","Tb927.4.4370","6.38","5.95","4730.00","4356.00","hypothetical protein, conserved","PG4014"
"aa4797aa","Tb927.8.7980","7.43","8.03","6198.00","6547.00","Pyrophosphate-energized vacuolar membrane proton pump 2, putative","PG4015"
"aa4798aa","Tb927.4.4380","7.43","8.03","6198.00","6547.00","Pyrophosphate-energized vacuolar membrane proton pump 1","PG4015"
"aa4799aa","Tb927.4.440","3.31","3.65","365.00","1090.00","NADH:ubiquinone oxidoreductase, ESSS subunit, putative","PG4016"
"aa479aa","Tb11.v5.0406","5.82","3.59","3407.00","559.00","glycerol uptake protein, putative","PG230"
"aa47aa","Tb927.5.4500","7.75","6.97","6361.00","5989.00","ras-like small GTPase, putative","PG20"
"aa4800aa","Tb927.4.4410","3.29","3.60","297.00","655.00","adenylyl cyclase","PG4017"
"aa4801aa","Tb927.4.4430","4.74","3.50","1378.00","54.00","adenylyl cyclase","PG4018"
"aa4802aa","Tb927.4.4440","4.65","3.63","1303.00","986.00","adenylyl cyclase","PG4019"
"aa4803aa","Tb927.4.4450","6.44","5.62","4871.00","3606.00","adenylyl cyclase","PG4020"
"aa4804aa","Tb927.4.4460","5.32","3.59","2242.00","563.00","adenylyl cyclase","PG4021"
"aa4805aa","Tb927.4.4470","3.23","3.53","97.00","151.00","adenylyl cyclase","PG4022"
"aa4806aa","Tb11.v5.0864","3.23","3.53","97.00","151.00","receptor-type adenylate cyclase GRESAG 4, putative","PG4022"
"aa4807aa","Tb927.4.4480","4.04","3.86","983.00","1852.00","hypothetical protein, conserved","PG4023"
"aa4808aa","Tb927.4.4490","6.47","6.31","4933.00","5108.00","multidrug resistance protein E","PG4024"
"aa4809aa","Tb927.4.450","6.92","6.21","5662.00","4939.00","coatomer alpha subunit, putative","PG4025"
"aa480aa","Tb927.10.15910","5.82","3.59","3407.00","559.00","Glycerol uptake protein 1","PG230"
"aa4810aa","Tb927.4.4500","4.54","3.51","1201.00","71.00","hypothetical protein, conserved","PG4026"
"aa4811aa","Tb927.4.4510","5.05","3.61","1753.00","792.00","protein phosphatase 2C, putative","PG4027"
"aa4812aa","Tb927.4.4520","5.26","3.54","2128.00","181.00","'Cold-shock' DNA-binding domain containing protein, putative","PG4028"
"aa4813aa","Tb927.4.4540","6.60","3.65","5162.00","1071.00","zinc finger domain, LSD1 subclass, putative","PG4029"
"aa4814aa","Tb927.4.4550","5.76","5.51","3251.00","3376.00","Purine-Responsive Element Binding Protein 1","PG4030"
"aa4815aa","Tb927.4.4560","5.42","5.22","2458.00","2869.00","hypothetical protein, conserved","PG4031"
"aa4816aa","Tb927.4.4570","6.14","5.34","4180.00","3071.00","hypothetical protein, conserved","PG4032"
"aa4817aa","Tb927.4.4580","5.78","3.60","3304.00","706.00","hypothetical protein, conserved","PG4033"
"aa4818aa","Tb927.4.4590","5.30","3.63","2210.00","956.00","AGC family serine/threonine kinase, putative","PG4034"
"aa4819aa","Tb927.4.460","5.34","5.99","2295.00","4460.00","Alkylated DNA repair protein (alkB homolog), putative","PG4035"
"aa481aa","Tb11.v5.0301","5.82","3.59","3407.00","559.00","glycerol uptake protein, putative","PG230"
"aa4820aa","Tb927.4.4600","5.59","5.82","2844.00","4073.00","mitochondrial ribosomal protein l43","PG4036"
"aa4821aa","Tb927.4.4610","6.00","3.74","3849.00","1563.00","Mitoribosomal LSU assembly factor 15","PG4037"
"aa4822aa","Tb927.4.4620","3.27","6.03","196.00","4540.00","cytochrome oxidase subunit VIII","PG4038"
"aa4823aa","Tb927.4.4630","3.31","6.32","366.00","5116.00","hypothetical protein, conserved","PG4039"
"aa4824aa","Tb927.4.4640","3.63","3.74","880.00","1579.00","hypothetical protein, conserved","PG4040"
"aa4825aa","Tb927.4.4650","6.44","6.67","4867.00","5661.00","diphthine synthase, putative","PG4041"
"aa4826aa","Tb927.4.4660","6.65","6.73","5250.00","5750.00","Protein of unknown function DUF84, putative","PG4042"
"aa4827aa","Tb927.4.4670","6.29","6.12","4527.00","4737.00","MYND finger, putative","PG4043"
"aa4828aa","Tb927.4.4680","5.08","3.62","1799.00","866.00","DNA replication complex GINS protein PSF3","PG4044"
"aa4829aa","Tb927.4.4690","7.21","6.35","5993.00","5183.00","hypothetical protein, conserved","PG4045"
"aa482aa","Tb927.10.540","7.92","7.78","6435.00","6470.00","ATP-dependent RNA helicase SUB2, putative","PG231"
"aa4830aa","Tb927.4.470","7.19","7.33","5974.00","6256.00","snoRNP protein GAR1, putative","PG4046"
"aa4831aa","Tb927.4.4700","7.44","7.31","6210.00","6249.00","hypothetical protein, conserved","PG4047"
"aa4832aa","Tb927.4.4710","3.37","3.88","552.00","1887.00","hypothetical protein, conserved","PG4048"
"aa4833aa","Tb927.4.4720","3.25","3.91","148.00","1935.00","kinetoplast ribosomal PPR-repeat containing protein 7","PG4049"
"aa4834aa","Tb927.4.4730","3.31","7.18","368.00","6151.00","amino acid transporter, putative","PG4050"
"aa4835aa","Tb927.8.7740","3.31","7.18","368.00","6151.00","amino acid transporter, putative","PG4050"
"aa4836aa","Tb927.4.4740","6.13","3.67","4162.00","1246.00","Sphingosine N-acyltransferase, putative","PG4051"
"aa4837aa","Tb927.4.4750","5.31","3.66","2225.00","1153.00","hypothetical protein, conserved","PG4052"
"aa4838aa","Tb927.4.4760","4.61","4.43","1274.00","2190.00","Cullin 6, putative","PG4053"
"aa4839aa","Tb927.4.4790","5.73","3.65","3199.00","1070.00","hypothetical protein, conserved","PG4054"
"aa483aa","Tb11.v5.0414","7.92","7.78","6435.00","6470.00","ATP-dependent DEAD/H RNA helicase, putative","PG231"
"aa4840aa","Tb927.4.480","5.80","3.58","3349.00","445.00","Cullin binding, putative","PG4055"
"aa4841aa","Tb927.4.4810","5.77","3.55","3275.00","247.00","hypothetical protein, conserved","PG4056"
"aa4842aa","Tb927.4.4815","3.28","3.98","257.00","2019.00","hypothetical protein","PG4057"
"aa4843aa","Tb927.4.4830","6.53","5.39","5045.00","3169.00","amino acid transporter, putative","PG4058"
"aa4844aa","Tb927.4.4850","6.53","5.39","5045.00","3169.00","amino acid transporter, putative","PG4058"
"aa4845aa","Tb927.4.4870","6.53","5.39","5045.00","3169.00","amino acid transporter, putative","PG4058"
"aa4846aa","Tb927.4.4880","4.32","5.23","1058.00","2876.00","RING-variant domain containing protein, putative","PG4059"
"aa4847aa","Tb927.4.4900","4.77","3.53","1409.00","141.00","hypothetical protein","PG4060"
"aa4848aa","Tb927.4.4910","6.81","6.85","5481.00","5879.00","3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative","PG4061"
"aa4849aa","Tb927.4.4910","6.81","6.85","5481.00","5879.00","3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative","PG4061"
"aa484aa","Tb927.10.14490","7.64","7.55","6320.00","6374.00","hypothetical protein, conserved","PG232"
"aa4850aa","Tb927.8.7500","3.16","3.52","5.00","101.00","hypothetical protein, conserved","PG4062"
"aa4851aa","Tb927.4.4920","3.16","3.52","5.00","101.00","hypothetical protein, conserved","PG4062"
"aa4852aa","Tb927.4.4930","4.87","3.61","1511.00","813.00","symplekin, putative","PG4063"
"aa4853aa","Tb927.4.4940","3.20","6.23","41.00","4973.00","SUMO-interacting motif-containing protein","PG4064"
"aa4854aa","Tb927.4.4950","6.08","5.89","4055.00","4234.00","Nucleolar protein 61","PG4065"
"aa4855aa","Tb927.4.4960","3.43","3.56","686.00","342.00","zinc transporter, putative","PG4066"
"aa4856aa","Tb927.4.4970","3.12","5.18","1.00","2808.00","myosin heavy chain kinase A, putative","PG4067"
"aa4857aa","Tb927.4.4980","5.81","3.79","3360.00","1717.00","NADH-ubiquinone oxidoreductase complex I subunit, putative","PG4068"
"aa4858aa","Tb927.4.4990","5.72","7.35","3171.00","6270.00","ubiquinol-cytochrome c reductase, putative","PG4069"
"aa4859aa","Tb927.8.7430","5.72","7.35","3171.00","6270.00","ubiquinol-cytochrome c reductase, putative","PG4069"
"aa485aa","Tb11.v5.0420","7.64","7.55","6320.00","6374.00","hypothetical protein, conserved","PG232"
"aa4860aa","Tb927.4.5000","5.02","3.58","1716.00","444.00","Flagellum attachment zone protein 28","PG4070"
"aa4861aa","Tb11.v5.0696","5.02","3.58","1716.00","444.00","TerD domain containing protein, putative","PG4070"
"aa4862aa","Tb927.4.5020","4.67","4.20","1316.00","2123.00","DNA-directed RNA polymerase II subunit RPB1","PG4071"
"aa4863aa","Tb927.4.5030","3.30","3.59","333.00","605.00","protein phosphatase 1","PG4072"
"aa4864aa","Tb927.4.5040","5.89","6.55","3592.00","5502.00","dihydrolipoamide dehydrogenase","PG4073"
"aa4865aa","Tb927.4.5060","3.21","5.73","53.00","3834.00","hypothetical protein","PG4074"
"aa4866aa","Tb927.4.5070","4.77","5.02","1412.00","2590.00","CRAL/TRIO domain containing protein, putative","PG4075"
"aa4867aa","Tb927.4.510","3.45","3.98","714.00","2016.00","hypothetical protein, conserved","PG4076"
"aa4868aa","Tb927.4.5100","6.18","3.63","4288.00","970.00","Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative","PG4077"
"aa4869aa","Tb927.4.5110","5.85","5.62","3470.00","3592.00","kinetoplastid kinetochore protein 8","PG4078"
"aa486aa","Tb927.5.350","4.89","3.52","1540.00","93.00","75 kDa invariant surface glycoprotein, putative","PG233"
"aa4870aa","Tb927.4.5120","5.08","4.88","1806.00","2426.00","hypothetical protein, conserved","PG4079"
"aa4871aa","Tb927.4.5130","6.52","6.61","5034.00","5581.00","KH domain/Domain of unknown function (DUF1771)/Smr domain containing protein, putative","PG4080"
"aa4872aa","Tb927.4.5140","5.60","5.43","2856.00","3241.00","repressor of RNA polymerase III transcription MAF1","PG4081"
"aa4873aa","Tb927.8.7250","5.60","5.43","2856.00","3241.00","repressor of RNA polymerase III transcription MAF1","PG4081"
"aa4874aa","Tb927.4.5160","6.21","6.48","4337.00","5406.00","hypothetical protein, conserved","PG4082"
"aa4875aa","Tb927.4.5170","5.25","6.34","2116.00","5169.00","ribosomal protein L7/L12, putative","PG4083"
"aa4876aa","Tb927.4.5180","5.59","5.53","2845.00","3431.00","tousled-like kinase I","PG4084"
"aa4877aa","Tb927.4.5190","3.20","5.69","29.00","3760.00","hypothetical protein, conserved","PG4085"
"aa4878aa","Tb927.4.520","5.14","4.01","1925.00","2040.00","hypothetical protein, conserved","PG4086"
"aa4879aa","Tb927.4.5200","6.58","5.53","5138.00","3418.00","Nucleoporin NUP62","PG4087"
"aa487aa","Tb11.v5.0421","4.89","3.52","1540.00","93.00","75 kDa invariant surface glycoprotein, putative","PG233"
"aa4880aa","Tb927.4.5210","5.60","5.46","2869.00","3284.00","hypothetical protein, conserved","PG4088"
"aa4881aa","Tb927.4.5220","5.61","3.93","2899.00","1957.00","hypothetical protein","PG4089"
"aa4882aa","Tb927.4.5230","3.31","3.61","373.00","755.00","hypothetical protein, conserved","PG4090"
"aa4883aa","Tb927.4.5240","3.42","5.50","669.00","3368.00","UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative","PG4091"
"aa4884aa","Tb927.4.530","5.28","3.60","2166.00","668.00","hypothetical protein, conserved","PG4092"
"aa4885aa","Tb927.4.5310","6.89","3.54","5624.00","201.00","Repressor of differentiation kinase 2","PG4093"
"aa4886aa","Tb927.4.5320","5.22","3.95","2059.00","1988.00","Component of IIS longevity pathway SMK-1, putative","PG4094"
"aa4887aa","Tb927.4.5330","3.92","3.67","957.00","1247.00","Flagellum attachment zone protein 43","PG4095"
"aa4888aa","Tb927.4.5335","5.65","5.50","3011.00","3371.00","hypothetical protein","PG4096"
"aa4889aa","Tb927.4.5340","5.25","5.89","2103.00","4238.00","Flagellum attachment zone protein 11","PG4097"
"aa488aa","Tb927.5.400","4.89","3.52","1540.00","93.00","75 kDa invariant surface glycoprotein, putative","PG233"
"aa4890aa","Tb927.4.5350","3.43","3.68","688.00","1269.00","3-methylcrotonyl-CoA carboxylase, pseudogene, putative (pseudogene)","PG4098"
"aa4891aa","Tb927.4.5370","3.31","3.56","364.00","370.00","Component of motile flagella 39","PG4099"
"aa4892aa","Tb927.4.5380","4.46","3.63","1144.00","936.00","Cilia- and flagella-associated protein 43","PG4100"
"aa4893aa","Tb927.4.5390","5.46","3.55","2539.00","279.00","serine/threonine-protein kinase NrkA","PG4101"
"aa4894aa","Tb927.4.540","5.25","5.26","2122.00","2942.00","hypothetical protein, conserved","PG4102"
"aa4895aa","Tb927.4.550","5.13","3.59","1903.00","620.00","Zinc knuckle, putative","PG4103"
"aa4896aa","Tb927.4.560","6.86","5.91","5572.00","4269.00","Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative","PG4104"
"aa4897aa","Tb927.4.5730","3.12","3.87","2.00","1868.00","variant surface glycoprotein (VSG, pseudogene), putative","PG4105"
"aa4898aa","Tb927.4.590","6.89","6.88","5610.00","5913.00","PQQ-like domain/Protein of unknown function (DUF1620), putative","PG4106"
"aa4899aa","Tb927.4.600","6.76","6.87","5424.00","5901.00","Alpha/beta hydrolase family, putative","PG4107"
"aa489aa","Tb11.v5.0227","4.89","3.52","1540.00","93.00","75 kDa invariant surface glycoprotein, putative","PG233"
"aa48aa","Tb05.5K5.150","7.75","6.97","6361.00","5989.00","small GTP-binding protein, putative","PG20"
"aa4900aa","Tb927.4.610","5.57","5.09","2786.00","2683.00","PX domain containing protein, putative","PG4108"
"aa4901aa","Tb927.4.620","5.58","5.20","2825.00","2833.00","hypothetical protein, conserved","PG4109"
"aa4902aa","Tb927.4.630","6.01","5.96","3898.00","4378.00","MICOS complex subunit MIC34","PG4110"
"aa4903aa","Tb927.4.640","5.82","5.92","3383.00","4293.00","GRIP domain containing protein, putative","PG4111"
"aa4904aa","Tb927.4.650","3.36","3.58","522.00","493.00","chaperone protein DnaJ, putative","PG4112"
"aa4905aa","Tb927.4.660","6.71","5.93","5345.00","4316.00","hypothetical protein, conserved","PG4113"
"aa4906aa","Tb927.4.670","5.81","5.43","3364.00","3232.00","conserved protein, unknown function","PG4114"
"aa4907aa","Tb927.4.690","5.67","7.02","3053.00","6036.00","geranylgeranyl transferase type II beta subunit, putative","PG4115"
