# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "merge_macs_BSF_B/merge_macs_BSF_B.SAF" "-o" "merge_macs_BSF_B/merge_macs_BSF_B_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam
NA_peak_5485	fake_vsgs	2946015	2946468	.	454	168	214	69	105	0	0	4	4	4	0	0	9	0	0	0	1	0	0	0	0
NA_peak_5486	fake_vsgs	2950505	2950808	.	304	169	439	392	832	6	1	0	0	11	1	0	0	3	1	0	0	2	2	0	0
NA_peak_5487	fake_vsgs	2955752	2956176	.	425	207	224	255	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5488	fake_vsgs	2956695	2957221	.	527	228	768	630	578	10	11	0	1	40	1	0	0	37	2	0	0	32	1	0	0
NA_peak_5489	fake_vsgs	2959512	2960328	.	817	358	1166	597	403	6	6	0	0	43	1	0	0	28	2	0	0	24	0	0	0
NA_peak_5490	fake_vsgs	2964353	2964792	.	440	19	100	94	9	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
NA_peak_5491	fake_vsgs	2964991	2965291	.	301	40	117	147	141	12	1	1	1	2	0	2	14	2	0	6	12	1	0	6	12
NA_peak_5492	fake_vsgs	2972519	2973444	.	926	505	2328	2377	2400	3	1	12	10	0	1	24	63	0	0	20	71	0	0	20	62
NA_peak_5493	fake_vsgs	2974654	2975080	.	427	704	1045	991	1116	0	0	14	8	0	0	25	103	0	0	29	89	0	0	24	101
NA_peak_5494	fake_vsgs	2975778	2976572	.	795	742	1356	623	281	2	1	0	0	3	0	0	0	1	0	0	0	2	0	0	0
NA_peak_5495	fake_vsgs	2979947	2980420	.	474	395	867	760	602	1	0	9	22	0	0	13	66	0	0	12	45	0	0	6	46
NA_peak_5496	fake_vsgs	2992626	2993337	.	712	63	810	892	872	6	1	0	0	47	1	0	0	65	2	0	0	61	0	0	0
NA_peak_5497	fake_vsgs	2994253	2994570	.	318	69	280	139	101	8	8	0	0	30	4	0	0	16	1	0	0	16	0	0	0
NA_peak_5498	fake_vsgs	2997289	2997660	.	372	157	400	287	142	7	8	0	0	36	1	0	0	32	0	0	0	19	0	0	0
NA_peak_5499	fake_vsgs	2998471	2998843	.	373	485	231	343	657	40	11	0	34	23	0	0	0	26	0	0	0	50	3	0	0
NA_peak_5500	fake_vsgs	3000186	3000993	.	808	359	2902	1768	2713	0	6	0	0	1	73	0	0	1	44	0	0	1	70	0	0
NA_peak_5501	fake_vsgs	3012909	3013789	.	881	663	549	457	529	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5502	fake_vsgs	3014605	3014924	.	320	147	320	147	131	7	11	0	0	13	29	0	0	22	0	0	0	13	0	0	0
NA_peak_5503	fake_vsgs	3017377	3018033	.	657	1138	2911	2740	2993	36	35	0	0	174	5	0	0	174	6	0	0	203	2	0	0
NA_peak_5504	fake_vsgs	3019451	3019981	.	531	17	42	43	43	0	0	1	0	1	0	1	4	0	0	2	3	1	0	0	1
NA_peak_5505	fake_vsgs	3035577	3036304	.	728	32	147	68	192	0	0	0	3	1	0	1	8	0	0	2	2	2	0	2	7
NA_peak_5506	fake_vsgs	3036771	3037559	.	789	217	1797	1761	2776	0	0	14	12	1	0	48	139	0	0	39	140	0	0	42	200
NA_peak_5507	fake_vsgs	3041591	3041901	.	311	205	125	124	186	0	4	6	0	18	0	0	0	20	0	0	0	28	0	0	0
NA_peak_5508	fake_vsgs	3042395	3042907	.	513	38	59	32	218	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5509	fake_vsgs	3047517	3048496	.	980	1313	2488	2955	3976	1	63	0	0	13	77	0	0	28	108	0	0	34	122	0	0
NA_peak_5510	fake_vsgs	3055552	3056355	.	804	124	460	190	136	1	0	6	5	0	0	6	25	0	0	3	10	0	0	6	15
NA_peak_5511	fake_vsgs	3064021	3064739	.	719	1419	5014	2919	2179	1	20	27	77	0	0	10	273	0	0	6	182	0	0	1	129
NA_peak_5512	fake_vsgs	3070149	3070601	.	453	81	227	145	213	0	0	3	5	0	0	5	13	0	0	12	16	0	0	5	18
NA_peak_5513	fake_vsgs	3084009	3084366	.	358	42	81	90	93	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5514	fake_vsgs	3085349	3086045	.	697	412	2204	3018	3105	9	38	0	0	29	157	0	0	49	204	0	0	67	197	0	0
NA_peak_5515	fake_vsgs	3093682	3094247	.	566	916	1075	1455	1283	2	5	0	0	13	0	0	0	6	0	0	0	11	0	0	0
NA_peak_5516	fake_vsgs	3106094	3106912	.	819	1064	1355	955	725	1	0	0	1	0	0	1	2	0	0	0	0	0	0	2	0
NA_peak_5517	fake_vsgs	3109351	3109923	.	573	173	694	1202	1779	9	1	18	15	58	2	0	1	113	1	1	0	146	4	0	0
NA_peak_5518	fake_vsgs	3113368	3113959	.	592	5	56	27	120	0	0	1	0	0	0	4	1	0	0	0	1	0	0	5	4
NA_peak_5519	fake_vsgs	3117117	3117941	.	825	1054	3412	2398	719	7	0	10	41	14	0	12	124	0	0	8	100	0	0	6	22
NA_peak_5520	fake_vsgs	3118099	3118949	.	851	503	1587	1150	318	2	0	5	19	3	0	14	67	0	0	8	53	0	0	9	11
NA_peak_5521	fake_vsgs	3122630	3122999	.	370	206	1944	2246	3346	12	33	0	0	189	7	0	0	249	8	0	0	353	11	0	0
NA_peak_5522	fake_vsgs	3129248	3130000	.	753	294	884	535	755	3	17	1	0	34	1	0	0	24	0	0	0	40	1	0	0
NA_peak_5523	fake_vsgs	3136475	3136945	.	471	73	170	34	37	2	2	0	0	13	2	0	0	1	0	0	0	6	0	0	0
NA_peak_5524	fake_vsgs	3137105	3137601	.	497	59	433	364	430	1	0	0	3	4	0	8	33	5	0	7	42	6	0	3	37
NA_peak_5525	fake_vsgs	3137618	3137960	.	343	12	35	29	82	1	0	0	0	4	0	0	0	5	0	0	0	6	0	0	0
NA_peak_5526	fake_vsgs	3141102	3141806	.	705	134	445	350	245	0	0	2	5	0	0	6	31	0	0	7	18	0	0	4	16
NA_peak_5527	fake_vsgs	3142102	3142517	.	416	51	95	132	106	0	0	2	5	0	0	1	21	0	0	2	26	0	0	1	32
NA_peak_5528	fake_vsgs	3146383	3146812	.	430	314	384	305	270	4	6	0	0	28	5	0	0	20	5	0	0	14	1	0	0
NA_peak_5529	fake_vsgs	3149463	3149891	.	429	29	51	105	105	0	0	0	0	2	0	0	0	5	0	0	0	4	0	0	0
NA_peak_5530	fake_vsgs	3151425	3151810	.	386	17	232	11	100	2	0	0	0	19	0	0	16	0	0	0	0	9	0	0	1
NA_peak_5531	fake_vsgs	3154679	3155191	.	513	6	40	51	68	2	0	0	0	12	0	0	0	11	0	0	0	11	0	0	0
NA_peak_5532	fake_vsgs	3155498	3156236	.	739	235	346	214	282	7	2	0	3	5	7	0	0	5	0	0	0	2	1	0	0
NA_peak_5533	fake_vsgs	3158286	3159167	.	882	317	1665	1628	2083	0	0	6	3	0	0	8	43	0	0	12	52	1	0	17	51
NA_peak_5534	fake_vsgs	3160446	3161184	.	739	16	132	57	70	1	0	0	2	6	0	2	0	7	0	0	0	8	0	0	1
NA_peak_5535	fake_vsgs	3162340	3163160	.	821	259	760	754	863	0	0	11	6	0	0	11	22	0	0	3	18	0	0	2	6
NA_peak_5536	fake_vsgs	3166022	3166368	.	347	380	896	1344	2079	0	0	13	11	7	5	9	1	14	7	3	5	16	11	3	0
NA_peak_5537	fake_vsgs	3168370	3169234	.	865	691	2715	3960	6368	1	0	62	56	0	0	76	257	0	0	110	320	1	0	171	453
NA_peak_5538	fake_vsgs	3169397	3170061	.	665	180	533	497	983	4	7	0	0	36	0	0	0	33	0	0	0	54	0	0	0
NA_peak_5539	fake_vsgs	3172140	3172972	.	833	414	1078	1028	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5540	fake_vsgs	3174967	3175492	.	526	13	137	65	106	5	0	0	0	0	0	1	12	0	0	0	11	0	0	1	8
NA_peak_5541	fake_vsgs	3178857	3179767	.	911	167	1123	1631	2580	13	4	5	2	126	1	3	34	129	0	4	49	207	3	4	52
NA_peak_5542	fake_vsgs	3186051	3186753	.	703	108	144	156	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5543	fake_vsgs	3188350	3188841	.	492	1016	1802	1396	1502	14	14	0	1	32	0	0	0	36	0	0	0	32	0	0	0
NA_peak_5544	fake_vsgs	3190047	3190424	.	378	486	522	402	363	2	4	1	4	0	0	2	15	0	0	2	10	0	0	0	11
NA_peak_5545	fake_vsgs	3193105	3193756	.	652	627	1193	720	430	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5546	fake_vsgs	3198339	3198864	.	526	111	131	95	56	0	0	51	3	0	0	1	9	0	0	2	13	0	0	2	5
NA_peak_5547	fake_vsgs	3200249	3200805	.	557	198	449	434	524	0	0	2	21	0	0	15	58	0	0	11	43	0	0	12	66
NA_peak_5548	fake_vsgs	3204402	3204773	.	372	638	611	382	240	14	0	0	0	11	0	0	0	0	1	0	0	0	1	0	0
NA_peak_5549	fake_vsgs	3206105	3206513	.	409	174	210	99	110	0	0	2	4	0	0	4	12	0	0	4	10	0	0	4	7
NA_peak_5550	fake_vsgs	3211977	3212408	.	432	194	622	558	1197	4	4	1	7	54	0	7	7	53	1	0	1	107	3	5	0
NA_peak_5551	fake_vsgs	3212529	3213259	.	731	686	702	557	642	3	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0
NA_peak_5552	fake_vsgs	3214437	3215013	.	577	188	517	313	220	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0
NA_peak_5553	fake_vsgs	3219135	3219622	.	488	470	664	652	599	0	1	22	18	0	0	14	48	0	0	27	20	0	0	10	40
NA_peak_5554	fake_vsgs	3220200	3220780	.	581	1074	1003	835	722	2	0	28	53	0	0	23	73	0	0	19	56	0	0	12	48
NA_peak_5555	fake_vsgs	3224820	3225166	.	347	18	55	50	93	0	0	1	0	0	0	2	11	3	0	1	5	2	0	5	9
NA_peak_5556	fake_vsgs	3225212	3225577	.	366	1	16	23	49	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0
NA_peak_5557	fake_vsgs	3235309	3235718	.	410	145	147	136	214	8	5	0	0	17	1	0	0	11	2	0	0	31	0	0	0
NA_peak_5558	fake_vsgs	3237100	3237550	.	451	341	776	811	583	19	18	0	0	67	6	0	0	68	2	0	0	40	5	0	0
NA_peak_5559	fake_vsgs	3248832	3249300	.	469	76	99	74	45	2	0	0	0	1	5	0	0	0	5	0	0	0	3	0	0
NA_peak_5560	fake_vsgs	3256907	3257694	.	788	97	356	339	119	1	3	0	0	13	0	0	0	20	0	0	0	9	0	0	0
NA_peak_5561	fake_vsgs	3262507	3263404	.	898	1136	1129	700	1267	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0
NA_peak_5562	fake_vsgs	3264474	3264945	.	472	97	510	610	912	0	0	0	5	0	0	5	36	1	0	1	42	2	0	1	41
NA_peak_5563	fake_vsgs	3271929	3272567	.	639	56	452	190	14	0	9	0	0	2	31	0	0	0	19	0	0	0	3	0	0
NA_peak_5564	fake_vsgs	3274108	3274493	.	386	127	266	255	281	1	2	8	2	13	0	0	0	10	2	0	2	18	0	0	0
NA_peak_5565	fake_vsgs	3274761	3275283	.	523	134	224	189	293	0	0	0	5	7	0	0	0	4	0	1	0	13	1	3	0
NA_peak_5566	fake_vsgs	3276492	3276843	.	352	20	4	24	21	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NA_peak_5567	fake_vsgs	3281959	3282607	.	649	946	1134	1566	1292	2	2	0	0	3	0	0	0	5	1	0	0	1	1	0	0
NA_peak_5568	fake_vsgs	3285021	3285509	.	489	63	305	336	468	2	2	0	0	32	0	0	0	41	1	0	0	52	1	0	2
NA_peak_5569	fake_vsgs	3286823	3287228	.	406	80	220	48	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5570	fake_vsgs	3287578	3288295	.	718	175	310	424	147	7	5	0	0	4	6	0	0	12	8	0	0	3	1	0	0
NA_peak_5571	fake_vsgs	3290355	3291112	.	758	1776	3675	4577	6295	0	0	9	8	0	0	3	46	0	0	5	37	0	0	6	53
NA_peak_5572	fake_vsgs	3294501	3294812	.	312	64	179	152	98	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5573	fake_vsgs	3298371	3298753	.	383	953	1681	1335	1431	51	48	0	0	104	83	0	0	140	17	0	0	143	0	0	0
NA_peak_5574	fake_vsgs	3302715	3303193	.	479	270	72	135	758	0	0	33	5	0	0	1	6	0	0	1	11	0	0	54	13
NA_peak_5575	fake_vsgs	3306391	3306947	.	557	79	253	236	303	5	0	0	5	2	0	0	0	3	0	0	0	1	0	0	0
NA_peak_5576	fake_vsgs	3310052	3310642	.	591	370	856	670	653	4	9	1	1	49	3	0	10	50	1	1	0	46	1	0	4
NA_peak_5577	fake_vsgs	3310743	3311206	.	464	162	507	538	531	0	0	20	13	0	0	33	38	0	1	21	31	0	0	20	30
NA_peak_5578	fake_vsgs	3318273	3318627	.	355	123	164	72	73	9	10	0	0	25	3	1	0	12	1	0	0	15	0	0	0
NA_peak_5579	fake_vsgs	3321816	3322353	.	538	399	754	491	404	12	7	1	27	53	9	0	0	36	6	0	0	29	0	0	0
NA_peak_5580	fake_vsgs	3323937	3324291	.	355	100	565	590	901	7	14	0	0	125	3	0	0	119	2	0	0	159	2	0	0
NA_peak_5581	fake_vsgs	3324699	3325139	.	441	150	277	256	261	12	10	1	0	38	1	1	11	30	0	0	6	30	2	0	3
NA_peak_5582	fake_vsgs	3327072	3327690	.	619	68	99	216	242	0	7	8	0	6	4	0	0	8	1	0	0	6	3	0	0
NA_peak_5583	fake_vsgs	3328303	3328717	.	415	48	124	153	183	2	3	0	0	11	0	0	0	23	0	0	0	16	0	0	0
NA_peak_5584	fake_vsgs	3333975	3335178	.	1204	879	4499	5765	7129	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
NA_peak_5585	fake_vsgs	3339020	3339774	.	755	59	501	499	483	1	4	0	0	18	4	0	0	33	0	0	0	26	1	0	0
NA_peak_5586	fake_vsgs	3340380	3340688	.	309	6	177	196	387	0	1	0	0	46	1	0	0	39	0	0	0	80	1	0	0
NA_peak_5587	fake_vsgs	3346428	3347250	.	823	229	1669	2364	3456	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5588	fake_vsgs	3353418	3353842	.	425	65	91	34	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5589	fake_vsgs	3354531	3354935	.	405	116	278	348	412	0	2	0	0	24	2	0	0	28	1	0	0	21	2	0	0
NA_peak_5590	fake_vsgs	3355092	3355422	.	331	4	53	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5591	fake_vsgs	3356965	3357379	.	415	523	1007	1101	1189	1	0	4	1	9	2	4	9	3	3	7	9	14	0	8	14
NA_peak_5592	fake_vsgs	3359322	3359954	.	633	270	1023	718	823	0	1	0	0	0	0	5	0	1	0	2	0	0	0	2	0
NA_peak_5593	fake_vsgs	3361040	3361627	.	588	238	275	244	110	7	10	0	0	5	21	0	0	2	24	0	0	3	3	0	0
NA_peak_5594	fake_vsgs	3362190	3362553	.	364	127	667	309	133	12	1	0	0	84	1	0	0	49	0	0	0	14	1	0	0
NA_peak_5595	fake_vsgs	3362829	3363221	.	393	12	66	83	218	0	3	0	0	2	0	0	0	2	0	0	0	4	0	0	0
NA_peak_5596	fake_vsgs	3379651	3380166	.	516	743	970	686	666	13	39	4	1	59	2	1	8	43	4	1	8	17	2	1	2
NA_peak_5597	fake_vsgs	3381198	3381863	.	666	150	1103	1287	1483	1	0	10	5	0	0	25	71	0	0	31	93	0	0	23	97
NA_peak_5598	fake_vsgs	3382035	3382783	.	749	52	434	724	1705	1	0	0	0	20	0	0	0	36	0	0	0	76	1	0	0
NA_peak_5599	fake_vsgs	3383176	3383598	.	423	45	185	165	209	0	2	2	0	11	0	0	0	13	0	0	0	15	0	0	0
NA_peak_5600	fake_vsgs	3389090	3389399	.	310	651	352	421	705	60	17	112	7	47	0	7	29	82	2	6	31	137	6	11	31
NA_peak_5601	fake_vsgs	3389612	3390115	.	504	460	504	396	554	20	21	0	0	20	29	0	0	32	21	0	0	56	13	0	0
NA_peak_5602	fake_vsgs	3391366	3391907	.	542	160	836	954	1588	13	2	1	0	68	1	0	0	89	2	0	0	120	5	0	0
NA_peak_5603	fake_vsgs	3398196	3398724	.	529	2848	10489	13467	17332	114	47	0	0	692	7	0	1	854	4	0	5	1009	5	0	0
NA_peak_5604	fake_vsgs	3400481	3401059	.	579	135	481	379	278	0	0	1	1	0	0	9	8	0	0	7	5	0	0	5	6
NA_peak_5605	fake_vsgs	3403839	3404464	.	626	293	691	703	716	1	18	13	2	0	2	2	11	0	2	2	15	0	1	0	29
NA_peak_5606	fake_vsgs	3405063	3405401	.	339	117	905	1169	1991	11	8	2	1	121	8	2	1	169	17	3	0	256	11	4	2
NA_peak_5607	fake_vsgs	3409947	3410302	.	356	56	227	180	233	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0
NA_peak_5608	fake_vsgs	3410569	3411142	.	574	758	6950	3244	3312	48	1	7	52	422	1	34	307	227	0	3	182	224	0	1	187
NA_peak_5609	fake_vsgs	3413753	3414284	.	532	39	623	922	1967	1	0	0	0	0	0	2	67	0	0	4	59	0	0	3	134
NA_peak_5610	fake_vsgs	3417372	3417752	.	381	362	432	513	824	3	56	0	0	33	0	0	0	63	1	0	0	91	0	0	0
NA_peak_5611	fake_vsgs	3429531	3430058	.	528	247	421	356	305	8	10	0	0	28	0	0	0	29	1	0	0	17	0	0	0
NA_peak_5612	fake_vsgs	3436815	3437366	.	552	82	779	891	1131	0	0	2	1	0	0	1	4	0	0	1	6	0	0	2	8
NA_peak_5613	fake_vsgs	3444540	3444924	.	385	187	384	391	387	28	0	0	0	42	0	0	0	49	0	0	0	44	1	0	0
NA_peak_5614	fake_vsgs	3447640	3448020	.	381	904	903	376	468	53	38	0	0	71	3	0	0	36	2	0	0	44	1	0	0
NA_peak_5615	fake_vsgs	3448365	3448701	.	337	242	403	380	581	0	0	9	8	0	0	9	23	0	0	5	17	0	0	1	14
NA_peak_5616	fake_vsgs	3449256	3449559	.	304	43	86	100	92	1	1	0	0	4	0	0	1	0	0	0	1	0	0	0	0
NA_peak_5617	fake_vsgs	3453197	3453796	.	600	833	1404	1165	956	43	0	0	3	0	0	4	3	0	0	2	3	0	0	1	2
NA_peak_5618	fake_vsgs	3457310	3457894	.	585	842	1231	806	690	5	21	0	0	29	3	0	0	20	2	0	0	12	0	0	0
NA_peak_5619	fake_vsgs	3458859	3459553	.	695	386	559	592	595	26	3	0	17	30	2	0	0	38	1	0	0	32	1	0	0
NA_peak_5620	fake_vsgs	3462106	3462470	.	365	757	946	1185	1936	1	0	40	15	0	0	30	77	0	0	45	101	0	0	49	169
NA_peak_5621	fake_vsgs	3464711	3465017	.	307	143	124	58	56	4	8	0	0	3	0	0	0	0	0	0	0	4	0	0	0
NA_peak_5622	fake_vsgs	3465443	3466082	.	640	247	1438	1927	3077	11	9	15	1	130	15	13	0	197	12	12	0	356	6	0	0
NA_peak_5623	fake_vsgs	3467143	3467590	.	448	200	319	217	122	10	16	1	0	24	1	0	0	23	0	0	0	7	0	0	0
NA_peak_5624	fake_vsgs	3469652	3470052	.	401	457	739	922	1167	7	38	3	18	77	0	4	14	108	3	1	8	124	3	1	15
NA_peak_5625	fake_vsgs	3470171	3470514	.	344	33	166	231	371	0	0	4	3	0	0	3	20	1	0	7	24	1	0	10	37
NA_peak_5626	fake_vsgs	3472595	3473328	.	734	492	1165	1265	1363	0	0	3	5	0	0	6	2	0	0	8	13	0	0	7	4
NA_peak_5627	fake_vsgs	3474310	3474697	.	388	106	213	200	85	0	0	9	6	0	0	16	7	0	1	16	9	0	0	4	6
NA_peak_5628	fake_vsgs	3475970	3476475	.	506	270	477	273	391	3	1	42	4	25	0	1	4	25	0	1	0	25	0	0	0
NA_peak_5629	fake_vsgs	3476810	3477332	.	523	296	775	590	589	22	21	8	11	122	1	2	23	113	2	1	14	98	1	2	6
NA_peak_5630	fake_vsgs	3483339	3483761	.	423	522	376	608	1000	28	28	0	0	41	1	0	0	54	3	0	0	106	1	0	0
NA_peak_5631	fake_vsgs	3485628	3486168	.	541	159	260	367	415	7	3	2	0	21	2	0	0	23	2	0	0	29	0	0	0
NA_peak_5632	fake_vsgs	3488697	3489392	.	696	32	134	219	188	0	0	0	0	0	0	4	13	0	0	2	32	0	0	2	15
NA_peak_5633	fake_vsgs	3489505	3490036	.	532	40	38	40	172	0	0	2	2	0	0	1	2	0	0	0	2	0	0	0	13
NA_peak_5634	fake_vsgs	3491470	3491790	.	321	35	140	179	291	2	1	0	0	27	1	0	0	30	0	0	0	36	1	0	0
NA_peak_5635	fake_vsgs	3493563	3494150	.	588	351	448	427	501	6	15	3	1	20	2	2	7	18	0	1	5	24	0	0	5
NA_peak_5636	fake_vsgs	3500251	3500601	.	351	98	311	285	408	7	7	0	0	36	2	0	0	27	0	0	0	40	2	0	0
NA_peak_5637	fake_vsgs	3500753	3501366	.	614	153	994	0	0	0	8	1	0	0	38	5	0	0	0	0	0	0	0	0	0
NA_peak_5638	fake_vsgs	3501671	3501994	.	324	51	119	7	12	0	0	3	1	0	0	3	12	0	0	0	0	0	0	0	1
NA_peak_5639	fake_vsgs	3503150	3503807	.	658	54	911	748	1236	5	4	0	0	108	0	0	0	87	0	0	0	148	0	0	0
NA_peak_5640	fake_vsgs	3504921	3505384	.	464	55	131	422	469	1	1	5	0	16	1	0	0	52	1	0	0	54	0	2	3
NA_peak_5641	fake_vsgs	3506621	3506959	.	339	191	1431	414	41	21	5	0	0	188	0	0	0	60	0	0	0	1	0	0	0
NA_peak_5642	fake_vsgs	3508712	3509205	.	494	123	851	1002	1002	0	0	7	6	0	0	27	96	0	0	31	90	0	0	30	90
NA_peak_5643	fake_vsgs	3509446	3510106	.	661	838	2059	595	673	2	11	33	24	0	0	115	58	0	0	1	58	0	0	0	47
NA_peak_5644	fake_vsgs	3513550	3513933	.	384	424	574	223	116	0	0	4	24	0	0	5	23	0	0	3	10	0	0	2	4
NA_peak_5645	fake_vsgs	3516724	3517168	.	445	209	333	102	26	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
NA_peak_5646	fake_vsgs	3519075	3519642	.	568	761	1012	810	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_5647	fake_vsgs	3521553	3521948	.	396	179	263	204	131	3	2	0	0	28	0	0	0	8	0	0	0	8	0	0	0
NA_peak_5648	fake_vsgs	3522993	3523493	.	501	491	1394	1240	1395	13	44	1	6	85	9	1	7	82	4	1	7	49	3	2	8
NA_peak_5649	fake_vsgs	3523786	3524177	.	392	345	349	338	367	2	0	3	6	15	0	1	2	26	0	0	6	31	0	1	6
NA_peak_5650	fake_vsgs	3526278	3526755	.	478	743	636	743	819	0	2	1	0	1	0	0	0	2	0	0	0	2	0	0	0
NA_peak_5651	fake_vsgs	3529355	3529855	.	501	558	971	884	1055	3	9	0	3	33	0	0	2	25	0	0	2	43	0	1	1
NA_peak_5652	fake_vsgs	3530085	3530590	.	506	2123	11758	12813	16314	0	0	98	120	0	0	49	610	2	0	70	696	2	0	94	823
NA_peak_5653	fake_vsgs	3531696	3532361	.	666	77	697	1087	1252	0	0	0	0	0	0	1	4	0	0	1	5	0	0	0	6
