,Chromosome,Peak_Start,Peak_End,Peak_Name,UTR_Start,UTR_End,UTR_Gene_ID,UTR_Strand,UTR_Peak_overlap,Control_total,Control_F,Control_R,Treatment_total,Treatment_F,Treatment_R,Treatment_fraction_F,Treatment_fraction_R,Treatment_total_corrected_F,Treatment_total_corrected_R,download_seq,is_fully_contained
1210,Tb927_09_v5.1,792864,795026,NA_peak_1992,792983,794074,Tb927.9.4190,+,1091,4631,104,87,54152,1473,66,0.9571150097465887,0.042884990253411304,51829.69200779727,2322.307992202729,Tb927_09_v5.1:792983..794074:f,False
1211,Tb927_09_v5.1,796615,797384,NA_peak_1993,796523,797082,Tb927.9.4200,+,467,109,1,18,1116,54,2,0.9642857142857143,0.0357142857142857,1076.142857142857,39.85714285714284,Tb927_09_v5.1:796615..797082:f,False
1212,Tb927_09_v5.1,800102,800878,NA_peak_1994,800029,800588,Tb927.9.4210,+,486,83,1,10,2029,121,3,0.9758064516129032,0.024193548387096753,1979.9112903225807,49.08870967741931,Tb927_09_v5.1:800102..800588:f,False
1213,Tb927_09_v5.1,805967,807678,NA_peak_1995,805918,806597,Tb927.9.4250,+,630,1,0,1,259,8,0,1.0,0.0,259.0,0.0,Tb927_09_v5.1:805967..806597:f,False
1214,Tb927_09_v5.1,809715,812464,NA_peak_1996,809974,810053,Tb927.9.4300,+,79,8988,296,246,45583,1866,714,0.7232558139534884,0.27674418604651163,32968.16976744186,12614.830232558139,Tb927_09_v5.1:809974..810053:f,False
1216,Tb927_09_v5.1,813676,813989,NA_peak_1997,811366,813893,Tb927.9.4310,+,217,443,54,3,998,64,21,0.7529411764705882,0.24705882352941178,751.435294117647,246.56470588235294,Tb927_09_v5.1:813676..813893:f,False
1217,Tb927_09_v5.1,825120,826302,NA_peak_1999,825511,825851,Tb927.9.4390,+,340,124,3,4,2857,49,134,0.2677595628415301,0.7322404371584699,764.9890710382514,2092.0109289617485,Tb927_09_v5.1:825511..825851:f,False
1218,Tb927_09_v5.1,827019,828494,NA_peak_2000,827376,827895,Tb927.9.4420,+,519,319,13,14,11748,513,65,0.8875432525951558,0.11245674740484424,10426.85813148789,1321.14186851211,Tb927_09_v5.1:827376..827895:f,False
1219,Tb927_09_v5.1,832236,833468,NA_peak_2001,831932,833911,Tb927.9.4450,+,1232,287,4,11,2829,105,156,0.40229885057471265,0.5977011494252873,1138.103448275862,1690.8965517241377,Tb927_09_v5.1:832236..833468:f,True
1220,Tb927_09_v5.1,836941,837711,NA_peak_2002,836667,837112,Tb927.9.4500,+,171,1073,30,68,2770,152,16,0.9047619047619048,0.09523809523809523,2506.190476190476,263.8095238095238,Tb927_09_v5.1:836941..837112:f,False
1221,Tb927_09_v5.1,848510,849011,NA_peak_2003,847798,848667,Tb927.9.4560,+,157,1127,43,50,3242,1,134,0.007407407407407408,0.9925925925925926,24.014814814814816,3217.985185185185,Tb927_09_v5.1:848510..848667:f,False
1222,Tb927_09_v5.1,864710,868127,NA_peak_2004,865895,867754,Tb927.9.4680,+,1859,13148,164,217,48141,966,85,0.9191246431969553,0.0808753568030447,44247.57944814463,3893.4205518553745,Tb927_09_v5.1:865895..867754:f,False
1225,Tb927_09_v5.1,870117,870586,NA_peak_2005,870057,870266,Tb927.9.4760,+,149,292,7,5,669,23,6,0.7931034482758621,0.2068965517241379,530.5862068965517,138.41379310344826,Tb927_09_v5.1:870117..870266:f,False
1226,Tb927_09_v5.1,886393,887205,NA_peak_2007,886681,887659,Tb927.9.4895,+,524,1871,1,143,8447,3,609,0.004901960784313725,0.9950980392156863,41.40686274509804,8405.593137254902,Tb927_09_v5.1:886681..887205:f,False
1227,Tb927_09_v5.1,895740,897163,NA_peak_2008,895768,895996,Tb927.9.4930,+,228,6251,174,50,15634,558,38,0.9362416107382551,0.06375838926174493,14637.20134228188,996.7986577181202,Tb927_09_v5.1:895768..895996:f,False
1228,Tb927_09_v5.1,913823,915377,NA_peak_2010,913293,914174,Tb927.9.5150,+,351,1892,81,57,9288,319,36,0.8985915492957747,0.10140845070422533,8346.118309859155,941.8816901408449,Tb927_09_v5.1:913823..914174:f,False
1229,Tb927_09_v5.1,917773,919060,NA_peak_2011,917693,918365,Tb927.9.5190,+,592,4686,18,254,12168,103,476,0.17789291882556132,0.8221070811744386,2164.60103626943,10003.39896373057,Tb927_09_v5.1:917773..918365:f,False
1230,Tb927_09_v5.1,926820,927681,NA_peak_2012,927010,927485,Tb927.9.5260,+,475,245,1,29,3536,40,273,0.12779552715654952,0.8722044728434505,451.8849840255591,3084.115015974441,Tb927_09_v5.1:927010..927485:f,False
1231,Tb927_09_v5.1,953209,954685,NA_peak_2013,953138,953712,Tb927.9.5490,+,503,289,15,11,1109,55,24,0.6962025316455697,0.30379746835443033,772.0886075949368,336.9113924050632,Tb927_09_v5.1:953209..953712:f,False
1232,Tb927_09_v5.1,964431,965672,NA_peak_2015,964733,965409,Tb927.9.5590,+,676,5560,27,285,29462,7,1447,0.004814305364511692,0.9951856946354883,141.83906464924348,29320.160935350756,Tb927_09_v5.1:964733..965409:f,False
1233,Tb927_09_v5.1,972686,974363,NA_peak_2016,972403,972768,Tb927.9.5650,+,82,771,52,104,7180,330,22,0.9375,0.0625,6731.25,448.75,Tb927_09_v5.1:972686..972768:f,False
1234,Tb927_09_v5.1,984545,985104,NA_peak_2017,984855,984997,Tb927.9.5710,+,142,230,9,6,620,39,3,0.9285714285714286,0.0714285714285714,575.7142857142858,44.28571428571426,Tb927_09_v5.1:984855..984997:f,False
1235,Tb927_09_v5.1,986009,987828,NA_peak_2018,986669,987388,Tb927.9.5730,+,719,4866,176,92,65260,2503,323,0.8857041755130927,0.11429582448690734,57801.054493984426,7458.945506015573,Tb927_09_v5.1:986669..987388:f,False
1236,Tb927_09_v5.1,997854,999003,NA_peak_2020,998286,1000315,Tb927.9.5900,+,717,349,11,19,4548,252,16,0.9402985074626866,0.05970149253731338,4276.477611940299,271.52238805970126,Tb927_09_v5.1:998286..999003:f,False
1237,Tb927_09_v5.1,1007873,1008804,NA_peak_2022,1007405,1008231,Tb927.9.6060,+,358,1327,47,51,21882,564,16,0.9724137931034482,0.02758620689655178,21278.358620689654,603.641379310346,Tb927_09_v5.1:1007873..1008231:f,False
1238,Tb927_09_v5.1,1018469,1020710,NA_peak_2023,1018559,1019867,Tb927.9.6130,+,1308,7609,188,155,40880,1170,209,0.8484408992023206,0.15155910079767942,34684.26395939087,6195.736040609135,Tb927_09_v5.1:1018559..1019867:f,False
1239,Tb927_09_v5.1,1065566,1066256,NA_peak_2024,1065881,1066015,Tb927.9.6460,+,134,270,24,0,5312,400,0,1.0,0.0,5312.0,0.0,Tb927_09_v5.1:1065881..1066015:f,False
1240,Tb927_09_v5.1,1066803,1067598,NA_peak_2025,1066999,1068185,Tb927.9.6470,+,599,98,3,5,2552,141,12,0.9215686274509803,0.07843137254901966,2351.8431372549016,200.15686274509818,Tb927_09_v5.1:1066999..1067598:f,False
1241,Tb927_09_v5.1,1126428,1127358,NA_peak_2030,1126376,1126555,Tb927.9.6870,+,127,47,1,1,758,23,5,0.8214285714285714,0.1785714285714286,622.6428571428571,135.3571428571429,Tb927_09_v5.1:1126428..1126555:f,False
1242,Tb927_09_v5.1,1129201,1130384,NA_peak_2031,1129243,1130102,Tb927.9.6890,+,859,7080,97,265,18786,784,16,0.98,0.020000000000000018,18410.28,375.7200000000003,Tb927_09_v5.1:1129243..1130102:f,False
1243,Tb927_09_v5.1,1146320,1146889,NA_peak_2032,1146263,1146582,Tb927.9.7040,+,262,471,12,6,1105,55,13,0.8088235294117647,0.19117647058823528,893.75,211.24999999999997,Tb927_09_v5.1:1146320..1146582:f,False
1244,Tb927_09_v5.1,1148603,1150258,NA_peak_2033,1148795,1148845,Tb927.9.7070,+,50,6442,113,121,27914,976,60,0.9420849420849421,0.05791505791505791,26297.35907335907,1616.6409266409264,Tb927_09_v5.1:1148795..1148845:f,False
1246,Tb927_09_v5.1,1152908,1154357,NA_peak_2034,1152095,1152981,Tb927.9.7100,+,73,4258,102,91,37166,1596,5,0.9968769519050593,0.0031230480949406836,37049.92879450344,116.07120549656544,Tb927_09_v5.1:1152908..1152981:f,False
1247,Tb927_09_v5.1,1189401,1190365,NA_peak_2035,1189919,1189973,Tb927.9.7320,-,54,10,1,1,626,0,27,0.0,1.0,0.0,626.0,Tb927_09_v5.1:1189919..1189973:r,False
1248,Tb927_09_v5.1,1206347,1207211,NA_peak_2038,1206239,1207073,Tb927.9.7380,-,726,105,11,1,840,2,78,0.025,0.975,21.0,819.0,Tb927_09_v5.1:1206347..1207073:r,False
1249,Tb927_09_v5.1,1211307,1212299,NA_peak_2039,1211835,1211894,Tb927.9.7400,-,59,12,2,2,467,0,55,0.0,1.0,0.0,467.0,Tb927_09_v5.1:1211835..1211894:r,False
1250,Tb927_09_v5.1,1219461,1220335,NA_peak_2041,1219395,1220149,Tb927.9.7430,-,688,61,3,0,568,0,6,0.0,1.0,0.0,568.0,Tb927_09_v5.1:1219461..1220149:r,False
1251,Tb927_09_v5.1,1232846,1234200,NA_peak_2042,1232359,1234751,Tb927.9.7520,-,1354,1428,12,73,38881,62,906,0.0640495867768595,0.9359504132231405,2490.311983471074,36390.688016528926,Tb927_09_v5.1:1232846..1234200:r,True
1252,Tb927_09_v5.1,1234270,1234990,NA_peak_2043,1232359,1234751,Tb927.9.7520,-,481,8,1,1,1118,14,95,0.12844036697247707,0.8715596330275229,143.59633027522938,974.4036697247707,Tb927_09_v5.1:1234270..1234751:r,False
1253,Tb927_09_v5.1,1237728,1238222,NA_peak_2045,1236396,1239116,Tb927.9.7540,-,494,910,71,10,2496,153,4,0.9745222929936306,0.02547770700636942,2432.4076433121018,63.592356687898075,Tb927_09_v5.1:1237728..1238222:r,True
1254,Tb927_09_v5.1,1252406,1253386,NA_peak_2047,1251980,1253939,Tb927.9.7690,-,980,403,15,9,3793,258,1,0.9961389961389961,0.0038610038610038533,3778.355212355212,14.644787644787616,Tb927_09_v5.1:1252406..1253386:r,True
1255,Tb927_09_v5.1,1277932,1278290,NA_peak_2048,1278010,1278662,Tb927.9.7810,-,280,1195,74,3,2265,76,28,0.7307692307692307,0.2692307692307693,1655.1923076923076,609.8076923076924,Tb927_09_v5.1:1278010..1278290:r,False
1256,Tb927_09_v5.1,1305582,1305892,NA_peak_2049,1304981,1305726,Tb927.9.7890,-,144,850,4,41,1566,14,52,0.21212121212121213,0.7878787878787878,332.1818181818182,1233.8181818181818,Tb927_09_v5.1:1305582..1305726:r,False
1258,Tb927_09_v5.1,1322809,1324301,NA_peak_2051,1323655,1324224,Tb927.9.8000,-,569,1488,24,26,9034,6,278,0.02112676056338028,0.9788732394366197,190.85915492957747,8843.140845070422,Tb927_09_v5.1:1323655..1324224:r,False
1260,Tb927_09_v5.1,1336757,1338557,NA_peak_2052,1338428,1339367,Tb927.9.8160,-,129,178,18,4,6609,33,413,0.07399103139013453,0.9260089686098655,489.0067264573991,6119.993273542601,Tb927_09_v5.1:1338428..1338557:r,False
1261,Tb927_09_v5.1,1339776,1341244,NA_peak_2053,1341163,1342252,Tb927.9.8180,-,81,265,7,4,4021,26,202,0.11403508771929824,0.8859649122807017,458.53508771929825,3562.464912280702,Tb927_09_v5.1:1341163..1341244:r,False
1262,Tb927_09_v5.1,1341412,1342129,NA_peak_2054,1341163,1342252,Tb927.9.8180,-,717,125,15,2,3977,434,12,0.9730941704035875,0.026905829596412523,3869.9955156950673,107.0044843049326,Tb927_09_v5.1:1341412..1342129:r,True
1263,Tb927_09_v5.1,1345392,1346248,NA_peak_2056,1345948,1346395,Tb927.9.8200,-,300,2359,6,209,14022,5,988,0.005035246727089627,0.9949647532729103,70.60422960725076,13951.395770392748,Tb927_09_v5.1:1345948..1346248:r,False
1264,Tb927_09_v5.1,1349750,1350968,NA_peak_2057,1349901,1350494,Tb927.9.8240,-,593,2908,29,88,6660,310,25,0.9253731343283582,0.07462686567164178,6162.985074626866,497.0149253731343,Tb927_09_v5.1:1349901..1350494:r,False
1267,Tb927_09_v5.1,1356107,1361048,NA_peak_2058,1360473,1362357,Tb927.9.8350,-,575,1052,51,37,11026,328,207,0.6130841121495327,0.38691588785046727,6759.865420560748,4266.134579439252,Tb927_09_v5.1:1360473..1361048:r,False
1268,Tb927_09_v5.1,1361186,1361552,NA_peak_2059,1360473,1362357,Tb927.9.8350,-,366,91,3,0,208,1,5,0.16666666666666666,0.8333333333333334,34.666666666666664,173.33333333333334,Tb927_09_v5.1:1361186..1361552:r,True
1269,Tb927_09_v5.1,1364180,1365324,NA_peak_2060,1364678,1365451,Tb927.9.8370,-,646,48,8,0,354,18,2,0.9,0.09999999999999998,318.6,35.39999999999999,Tb927_09_v5.1:1364678..1365324:r,False
1271,Tb927_09_v5.1,1366260,1367911,NA_peak_2061,1367533,1368174,Tb927.9.8400,-,378,479,13,8,2224,39,75,0.34210526315789475,0.6578947368421053,760.8421052631579,1463.1578947368423,Tb927_09_v5.1:1367533..1367911:r,False
1272,Tb927_09_v5.1,1372715,1373486,NA_peak_2062,1373360,1373452,Tb927.9.8420,-,92,32,2,2,108,2,4,0.3333333333333333,0.6666666666666667,36.0,72.00000000000001,Tb927_09_v5.1:1373360..1373452:r,False
1273,Tb927_09_v5.1,1382110,1383359,NA_peak_2063,1382911,1383325,Tb927.9.8540,-,414,3367,21,265,26577,71,1641,0.04147196261682243,0.9585280373831776,1102.2003504672896,25474.79964953271,Tb927_09_v5.1:1382911..1383325:r,False
1274,Tb927_09_v5.1,1403955,1405068,NA_peak_2064,1404495,1405008,Tb927.9.8720,-,513,1954,62,66,6166,19,332,0.05413105413105413,0.9458689458689459,333.7720797720798,5832.227920227921,Tb927_09_v5.1:1404495..1405008:r,False
1275,Tb927_09_v5.1,1406365,1410165,NA_peak_2065,1406358,1409324,Tb927.9.8740,-,2959,608,27,20,23378,198,947,0.17292576419213973,0.8270742358078602,4042.6585152838425,19335.341484716155,Tb927_09_v5.1:1406365..1409324:r,False
1276,Tb927_09_v5.1,1419441,1420671,NA_peak_2067,1420125,1420204,Tb927.9.8810,-,79,334,4,10,1665,11,74,0.12941176470588237,0.8705882352941177,215.47058823529414,1449.5294117647059,Tb927_09_v5.1:1420125..1420204:r,False
1278,Tb927_09_v5.1,1420753,1422144,NA_peak_2068,1421648,1422096,Tb927.9.8820,-,448,707,12,17,1816,2,69,0.028169014084507043,0.971830985915493,51.15492957746479,1764.8450704225352,Tb927_09_v5.1:1421648..1422096:r,False
1280,Tb927_09_v5.1,1441756,1443365,NA_peak_2070,1441643,1441900,Tb927.9.9000,-,144,29,1,1,1839,0,0,,,,,Tb927_09_v5.1:1441756..1441900:r,False
1281,Tb927_09_v5.1,1446483,1447649,NA_peak_2071,1446592,1447128,Tb927.9.9030,-,536,2089,136,29,8087,67,289,0.18820224719101122,0.8117977528089888,1521.9915730337077,6565.008426966292,Tb927_09_v5.1:1446592..1447128:r,False
1282,Tb927_09_v5.1,1447795,1448915,NA_peak_2072,1448488,1448680,Tb927.9.9060,-,192,580,10,45,2698,20,42,0.3225806451612903,0.6774193548387097,870.3225806451612,1827.6774193548388,Tb927_09_v5.1:1448488..1448680:r,False
1283,Tb927_09_v5.1,1468546,1469251,NA_peak_2073,1469085,1469242,Tb927.9.9210,-,157,182,24,10,2205,250,56,0.8169934640522876,0.18300653594771243,1801.4705882352941,403.5294117647059,Tb927_09_v5.1:1469085..1469242:r,False
1284,Tb927_09_v5.1,1472723,1473068,NA_peak_2075,1472770,1473250,Tb927.9.9260,-,298,445,25,1,1068,2,23,0.08,0.92,85.44,982.5600000000001,Tb927_09_v5.1:1472770..1473068:r,False
1285,Tb927_09_v5.1,1477538,1478562,NA_peak_2076,1477910,1478397,Tb927.9.9290,-,487,605,45,9,3151,29,117,0.19863013698630136,0.8013698630136986,625.8835616438356,2525.1164383561645,Tb927_09_v5.1:1477910..1478397:r,False
1286,Tb927_09_v5.1,1483819,1484611,NA_peak_2077,1484179,1484280,Tb927.9.9310,-,101,4906,184,173,11292,10,651,0.015128593040847202,0.9848714069591528,170.8320726172466,11121.167927382752,Tb927_09_v5.1:1484179..1484280:r,False
1287,Tb927_09_v5.1,1506027,1506369,NA_peak_2079,1505853,1506092,Tb927.9.9420,-,65,63,8,0,344,1,27,0.03571428571428571,0.9642857142857143,12.285714285714285,331.7142857142857,Tb927_09_v5.1:1506027..1506092:r,False
1288,Tb927_09_v5.1,1506572,1507148,NA_peak_2080,1507129,1507383,Tb927.9.9430,-,19,54,5,2,1031,16,78,0.1702127659574468,0.8297872340425532,175.48936170212767,855.5106382978723,Tb927_09_v5.1:1507129..1507148:r,False
1289,Tb927_09_v5.1,1507967,1509035,NA_peak_2082,1508457,1510086,Tb927.9.9450,-,578,2444,148,13,9636,43,464,0.08481262327416174,0.9151873767258383,817.2544378698225,8818.745562130178,Tb927_09_v5.1:1508457..1509035:r,False
1290,Tb927_09_v5.1,1513402,1514234,NA_peak_2083,1513427,1519539,Tb927.9.9520,-,807,425,1,21,1806,7,110,0.05982905982905983,0.9401709401709402,108.05128205128206,1697.948717948718,Tb927_09_v5.1:1513427..1514234:r,False
1292,Tb927_09_v5.1,1519340,1521858,NA_peak_2084,1521444,1522101,Tb927.9.9550,-,414,9353,365,271,109711,412,2238,0.15547169811320755,0.8445283018867924,17056.955471698115,92654.04452830188,Tb927_09_v5.1:1521444..1521858:r,False
1293,Tb927_09_v5.1,1553244,1553652,NA_peak_2085,1553500,1553755,Tb927.9.9750,-,152,6,0,0,82,0,1,0.0,1.0,0.0,82.0,Tb927_09_v5.1:1553500..1553652:r,False
1294,Tb927_09_v5.1,1555259,1556089,NA_peak_2086,1555442,1555584,Tb927.9.9780,-,142,210,13,8,726,2,54,0.03571428571428571,0.9642857142857143,25.928571428571427,700.0714285714286,Tb927_09_v5.1:1555442..1555584:r,False
1295,Tb927_09_v5.1,1559566,1561793,NA_peak_2087,1560599,1560754,Tb927.9.9840,-,155,44,2,0,1017,7,26,0.21212121212121213,0.7878787878787878,215.72727272727272,801.2727272727273,Tb927_09_v5.1:1560599..1560754:r,False
1296,Tb927_09_v5.1,1564404,1565648,NA_peak_2088,1564800,1565174,Tb927.9.9870,-,374,3,0,0,484,1,38,0.02564102564102564,0.9743589743589743,12.41025641025641,471.5897435897436,Tb927_09_v5.1:1564800..1565174:r,False
1297,Tb927_09_v5.1,1572208,1573470,NA_peak_2089,1572110,1572717,Tb927.9.9940,-,509,15,0,3,263,15,0,1.0,0.0,263.0,0.0,Tb927_09_v5.1:1572208..1572717:r,False
1298,Tb927_09_v5.1,1575583,1577024,NA_peak_2090,1575950,1576404,Tb927.9.9960,-,454,278,14,7,1515,63,12,0.84,0.16000000000000003,1272.6,242.40000000000003,Tb927_09_v5.1:1575950..1576404:r,False
1299,Tb927_09_v5.1,1579084,1580481,NA_peak_2091,1580205,1581122,Tb927.9.9990,-,276,348,9,15,2733,20,139,0.12578616352201258,0.8742138364779874,343.77358490566036,2389.2264150943397,Tb927_09_v5.1:1580205..1580481:r,False
1300,Tb927_09_v5.1,1584936,1586175,NA_peak_2092,1585377,1585716,Tb927.9.10040,-,339,1175,9,78,7458,46,460,0.09090909090909091,0.9090909090909091,678.0,6780.0,Tb927_09_v5.1:1585377..1585716:r,False
1301,Tb927_09_v5.1,1603908,1604332,NA_peak_2093,1604247,1604536,Tb927.9.10170,-,85,497,12,6,1971,117,2,0.9831932773109243,0.01680672268907568,1937.8739495798318,33.12605042016817,Tb927_09_v5.1:1604247..1604332:r,False
1303,Tb927_09_v5.1,1604340,1605327,NA_peak_2094,1605017,1605551,Tb927.9.10190,-,310,893,1,5,3476,20,4,0.8333333333333334,0.16666666666666663,2896.666666666667,579.3333333333333,Tb927_09_v5.1:1605017..1605327:r,False
1305,Tb927_09_v5.1,1607418,1608782,NA_peak_2095,1608693,1609323,Tb927.9.10230,-,89,892,11,58,4847,50,214,0.1893939393939394,0.8106060606060606,917.9924242424242,3929.0075757575755,Tb927_09_v5.1:1608693..1608782:r,False
1307,Tb927_09_v5.1,1609725,1611905,NA_peak_2096,1611712,1616824,Tb927.9.10280,-,193,3131,219,63,17558,285,694,0.29111338100102147,0.7088866189989785,5111.368743615935,12446.631256384066,Tb927_09_v5.1:1611712..1611905:r,False
1308,Tb927_09_v5.1,1611930,1613184,NA_peak_2097,1611712,1616824,Tb927.9.10280,-,1254,274,9,1,2425,55,2,0.9649122807017544,0.03508771929824561,2339.9122807017543,85.0877192982456,Tb927_09_v5.1:1611930..1613184:r,True
1310,Tb927_09_v5.1,1617382,1618984,NA_peak_2098,1618813,1619718,Tb927.9.10310,-,171,2234,12,156,9928,54,457,0.10567514677103718,0.8943248532289628,1049.142857142857,8878.857142857143,Tb927_09_v5.1:1618813..1618984:r,False
1311,Tb927_09_v5.1,1626826,1628796,NA_peak_2100,1626866,1627095,Tb927.9.10370,-,229,7106,116,409,49521,156,1689,0.08455284552845528,0.9154471544715447,4187.141463414634,45333.858536585365,Tb927_09_v5.1:1626866..1627095:r,False
1312,Tb927_09_v5.1,1643055,1643461,NA_peak_2101,1643058,1643435,Tb927.9.10470,-,377,59,1,3,245,5,10,0.3333333333333333,0.6666666666666667,81.66666666666666,163.33333333333334,Tb927_09_v5.1:1643058..1643435:r,False
1313,Tb927_09_v5.1,1659812,1661218,NA_peak_2103,1660353,1661478,Tb927.9.10560,-,865,207,1,30,3931,39,165,0.19117647058823528,0.8088235294117647,751.5147058823529,3179.4852941176473,Tb927_09_v5.1:1660353..1661218:r,False
1314,Tb927_09_v5.1,1661661,1663636,NA_peak_2104,1662211,1662758,Tb927.9.10570,-,547,1456,20,29,17844,97,545,0.15109034267912771,0.8489096573208723,2696.056074766355,15147.943925233645,Tb927_09_v5.1:1662211..1662758:r,False
1315,Tb927_09_v5.1,1668772,1670752,NA_peak_2107,1669781,1670631,Tb927.9.10640,-,850,771,23,13,2298,14,76,0.15555555555555556,0.8444444444444444,357.4666666666667,1940.5333333333333,Tb927_09_v5.1:1669781..1670631:r,False
1316,Tb927_09_v5.1,1696883,1698904,NA_peak_2108,1697533,1700278,Tb927.9.10770,-,1371,1501,9,120,13753,66,690,0.0873015873015873,0.9126984126984127,1200.6587301587301,12552.34126984127,Tb927_09_v5.1:1697533..1698904:r,False
1317,Tb927_09_v5.1,1699024,1700304,NA_peak_2109,1697533,1700278,Tb927.9.10770,-,1254,146,4,7,8934,68,476,0.125,0.875,1116.75,7817.25,Tb927_09_v5.1:1699024..1700278:r,False
1318,Tb927_09_v5.1,1701024,1704001,NA_peak_2110,1702470,1704863,Tb927.9.10790,-,1531,4958,65,236,29488,192,1405,0.12022542266750157,0.8797745773324984,3545.207263619286,25942.792736380714,Tb927_09_v5.1:1702470..1704001:r,False
1319,Tb927_09_v5.1,1708241,1708816,NA_peak_2111,1708583,1708633,Tb927.9.10830,-,50,59,1,4,379,2,15,0.11764705882352941,0.8823529411764706,44.588235294117645,334.4117647058823,Tb927_09_v5.1:1708583..1708633:r,False
1320,Tb927_09_v5.1,1716465,1718279,NA_peak_2112,1717515,1718024,Tb927.9.10920,-,509,1762,34,48,7289,118,131,0.4738955823293173,0.5261044176706827,3454.2248995983937,3834.7751004016063,Tb927_09_v5.1:1717515..1718024:r,False
1321,Tb927_09_v5.1,1720265,1721412,NA_peak_2113,1721375,1721654,Tb927.9.10930,-,37,307,37,4,1270,4,40,0.09090909090909091,0.9090909090909091,115.45454545454545,1154.5454545454545,Tb927_09_v5.1:1721375..1721412:r,False
1322,Tb927_09_v5.1,1722870,1724603,NA_peak_2114,1722355,1725009,Tb927.9.10950,-,1733,388,18,10,1181,44,26,0.6285714285714286,0.37142857142857144,742.3428571428572,438.65714285714284,Tb927_09_v5.1:1722870..1724603:r,True
1323,Tb927_09_v5.1,1776254,1777116,NA_peak_2117,1776718,1776807,Tb927.9.11230,+,89,810,81,6,6161,559,1,0.9982142857142857,0.0017857142857142794,6149.998214285714,11.001785714285676,Tb927_09_v5.1:1776718..1776807:f,False
1324,Tb927_09_v5.1,1784051,1785726,NA_peak_2118,1784155,1784437,Tb927.9.11330,+,282,3266,18,153,30605,1136,195,0.8534936138241923,0.1465063861758077,26121.172051089405,4483.827948910594,Tb927_09_v5.1:1784155..1784437:f,False
1325,Tb927_09_v5.1,1793082,1794852,NA_peak_2119,1793119,1793181,Tb927.9.11490,+,62,940,15,15,5868,176,28,0.8627450980392157,0.13725490196078427,5062.588235294118,805.4117647058821,Tb927_09_v5.1:1793119..1793181:f,False
1326,Tb927_09_v5.1,1796263,1797338,NA_peak_2120,1796415,1796577,Tb927.9.11500,+,162,141,1,9,471,22,2,0.9166666666666666,0.08333333333333337,431.75,39.250000000000014,Tb927_09_v5.1:1796415..1796577:f,False
1327,Tb927_09_v5.1,1802643,1803427,NA_peak_2122,1802161,1803164,Tb927.9.11540,+,521,3311,77,128,7868,103,326,0.2400932400932401,0.7599067599067599,1889.0536130536132,5978.946386946387,Tb927_09_v5.1:1802643..1803164:f,False
1328,Tb927_09_v5.1,1804977,1806217,NA_peak_2123,1805329,1805897,Tb927.9.11580,+,568,622,49,10,2159,114,44,0.7215189873417721,0.2784810126582279,1557.759493670886,601.240506329114,Tb927_09_v5.1:1805329..1805897:f,False
1329,Tb927_09_v5.1,1808980,1812711,NA_peak_2124,1808713,1809659,Tb927.9.11600,+,679,1067,35,31,54736,1927,279,0.8735267452402539,0.12647325475974613,47813.359927470534,6922.640072529464,Tb927_09_v5.1:1808980..1809659:f,False
1331,Tb927_09_v5.1,1813625,1813940,NA_peak_2125,1813315,1813839,Tb927.9.11660,+,214,50,5,0,193,9,0,1.0,0.0,193.0,0.0,Tb927_09_v5.1:1813625..1813839:f,False
1332,Tb927_09_v5.1,1823221,1825097,NA_peak_2126,1823049,1823828,Tb927.9.11720,+,607,3470,97,88,9051,383,12,0.9696202531645569,0.03037974683544309,8776.032911392405,274.9670886075954,Tb927_09_v5.1:1823221..1823828:f,False
1333,Tb927_09_v5.1,1826830,1827435,NA_peak_2127,1827025,1827269,Tb927.9.11750,+,244,40,3,0,323,23,0,1.0,0.0,323.0,0.0,Tb927_09_v5.1:1827025..1827269:f,False
1334,Tb927_09_v5.1,1834208,1835422,NA_peak_2128,1832993,1834577,Tb927.9.11770,+,369,1662,86,28,8490,423,20,0.9548532731376975,0.04514672686230248,8106.704288939052,383.295711060948,Tb927_09_v5.1:1834208..1834577:f,False
1335,Tb927_09_v5.1,1836002,1837250,NA_peak_2129,1836443,1836545,Tb927.9.11790,+,102,3277,120,53,16012,700,14,0.9803921568627451,0.019607843137254943,15698.039215686274,313.96078431372615,Tb927_09_v5.1:1836443..1836545:f,False
1336,Tb927_09_v5.1,1837813,1839758,NA_peak_2130,1838258,1838660,Tb927.9.11800,+,402,1458,71,21,8409,408,21,0.951048951048951,0.04895104895104896,7997.370629370629,411.62937062937067,Tb927_09_v5.1:1838258..1838660:f,False
1337,Tb927_09_v5.1,1863123,1863971,NA_peak_2131,1863343,1863567,Tb927.9.11910,+,224,1451,20,172,6472,15,731,0.020107238605898123,0.9798927613941019,130.13404825737265,6341.865951742628,Tb927_09_v5.1:1863343..1863567:f,False
1338,Tb927_09_v5.1,1865118,1867352,NA_peak_2132,1866151,1866493,Tb927.9.11930,+,342,3360,98,86,9977,288,121,0.7041564792176039,0.29584352078239606,7025.369193154034,2951.6308068459657,Tb927_09_v5.1:1866151..1866493:f,False
1340,Tb927_09_v5.1,1867724,1869131,NA_peak_2133,1867351,1868402,Tb927.9.11940,+,678,948,4,62,4488,250,19,0.929368029739777,0.07063197026022305,4171.003717472119,316.9962825278811,Tb927_09_v5.1:1867724..1868402:f,False
