,Chromosome,Peak_Start,Peak_End,Peak_Name,UTR_Start,UTR_End,UTR_Gene_ID,UTR_Strand,UTR_Peak_overlap,Control_total,Control_F,Control_R,Treatment_total,Treatment_F,Treatment_R,Treatment_fraction_F,Treatment_fraction_R,Treatment_total_corrected_F,Treatment_total_corrected_R,download_seq,is_fully_contained
1306,Tb927_09_v5.1,1583225,1583564,NA_peak_3695,1583054,1583565,Tb927.9.10010,-,339,630,83,5,2296,189,10,0.949748743718593,0.05025125628140703,2180.6231155778896,115.37688442211055,Tb927_09_v5.1:1583225..1583564:r,True
1307,Tb927_09_v5.1,1584942,1585830,NA_peak_3696,1585377,1585716,Tb927.9.10040,-,339,1146,8,74,7229,2,458,0.004347826086956522,0.9956521739130435,31.430434782608696,7197.569565217392,Tb927_09_v5.1:1585377..1585716:r,False
1308,Tb927_09_v5.1,1597976,1598563,NA_peak_3699,1597999,1598373,Tb927.9.10140,-,374,98,5,6,1920,16,84,0.16,0.84,307.2,1612.8,Tb927_09_v5.1:1597999..1598373:r,False
1310,Tb927_09_v5.1,1603888,1605333,NA_peak_3701,1605017,1605551,Tb927.9.10190,-,316,1193,14,11,8829,92,222,0.2929936305732484,0.7070063694267517,2586.8407643312103,6242.159235668791,Tb927_09_v5.1:1605017..1605333:r,False
1311,Tb927_09_v5.1,1611225,1611864,NA_peak_3703,1611712,1616824,Tb927.9.10280,-,152,617,31,29,3062,182,17,0.914572864321608,0.085427135678392,2800.4221105527636,261.5778894472363,Tb927_09_v5.1:1611712..1611864:r,False
1312,Tb927_09_v5.1,1617381,1618428,NA_peak_3704,1617620,1617921,Tb927.9.10300,-,301,1988,7,132,13643,44,763,0.05452292441140025,0.9454770755885997,743.8562577447336,12899.143742255266,Tb927_09_v5.1:1617620..1617921:r,False
1313,Tb927_09_v5.1,1619518,1620479,NA_peak_3705,1618813,1619718,Tb927.9.10310,-,200,2760,111,70,15322,353,37,0.9051282051282051,0.09487179487179487,13868.374358974359,1453.625641025641,Tb927_09_v5.1:1619518..1619718:r,False
1314,Tb927_09_v5.1,1624810,1626357,NA_peak_3706,1625673,1626137,Tb927.9.10360,-,464,2630,117,59,15875,350,467,0.4283965728274174,0.5716034271725826,6800.795593635251,9074.204406364748,Tb927_09_v5.1:1625673..1626137:r,False
1315,Tb927_09_v5.1,1651862,1652194,NA_peak_3708,1651820,1653297,Tb927.9.10530,-,332,625,37,13,2364,64,53,0.5470085470085471,0.45299145299145294,1293.1282051282053,1070.8717948717947,Tb927_09_v5.1:1651862..1652194:r,True
1317,Tb927_09_v5.1,1685322,1687898,NA_peak_3718,1687601,1687935,Tb927.9.10660,-,297,3667,101,58,28081,757,137,0.8467561521252797,0.15324384787472034,23777.75950782998,4303.240492170022,Tb927_09_v5.1:1687601..1687898:r,False
1318,Tb927_09_v5.1,1703475,1703815,NA_peak_3721,1702470,1704863,Tb927.9.10790,-,340,906,6,41,3073,9,152,0.055900621118012424,0.9440993788819876,171.7826086956522,2901.217391304348,Tb927_09_v5.1:1703475..1703815:r,True
1319,Tb927_09_v5.1,1708426,1708815,NA_peak_3722,1708583,1708633,Tb927.9.10830,-,50,49,1,4,245,18,1,0.9473684210526315,0.052631578947368474,232.1052631578947,12.894736842105276,Tb927_09_v5.1:1708583..1708633:r,False
1320,Tb927_09_v5.1,1712339,1712744,NA_peak_3723,1711918,1713146,Tb927.9.10870,-,405,4,0,0,40,0,2,0.0,1.0,0.0,40.0,Tb927_09_v5.1:1712339..1712744:r,True
1321,Tb927_09_v5.1,1720576,1721405,NA_peak_3725,1721375,1721654,Tb927.9.10930,-,30,304,37,2,2709,210,1,0.995260663507109,0.004739336492891044,2696.161137440758,12.83886255924184,Tb927_09_v5.1:1721375..1721405:r,False
1322,Tb927_09_v5.1,1739061,1739394,NA_peak_3726,1739324,1742653,Tb927.9.11050,-,70,1441,78,5,6435,293,46,0.8643067846607669,0.13569321533923306,5561.814159292036,873.1858407079648,Tb927_09_v5.1:1739324..1739394:r,False
1323,Tb927_09_v5.1,1763988,1764855,NA_peak_3730,1764245,1764389,Tb927.9.11140,-,144,1321,147,7,12456,885,3,0.9966216216216216,0.0033783783783783994,12413.918918918918,42.081081081081344,Tb927_09_v5.1:1764245..1764389:r,False
1324,Tb927_09_v5.1,1776254,1777116,NA_peak_3733,1776718,1776807,Tb927.9.11230,+,89,810,81,6,10428,839,4,0.9952550415183867,0.004744958481613271,10378.519572953737,49.48042704626319,Tb927_09_v5.1:1776718..1776807:f,False
1325,Tb927_09_v5.1,1784071,1785601,NA_peak_3735,1784155,1784437,Tb927.9.11330,+,282,3250,18,148,18704,20,821,0.023781212841854936,0.976218787158145,444.8038049940547,18259.196195005945,Tb927_09_v5.1:1784155..1784437:f,False
1326,Tb927_09_v5.1,1796208,1797349,NA_peak_3738,1796415,1796577,Tb927.9.11500,+,162,142,1,9,1165,14,60,0.1891891891891892,0.8108108108108107,220.40540540540542,944.5945945945945,Tb927_09_v5.1:1796415..1796577:f,False
1327,Tb927_09_v5.1,1799095,1801215,NA_peak_3739,1800097,1800603,Tb927.9.11520,+,506,772,14,29,8523,123,238,0.3407202216066482,0.6592797783933517,2903.958448753463,5619.041551246537,Tb927_09_v5.1:1800097..1800603:f,False
1328,Tb927_09_v5.1,1809007,1810835,NA_peak_3740,1808713,1809659,Tb927.9.11600,+,652,680,31,24,5316,9,243,0.03571428571428571,0.9642857142857143,189.85714285714283,5126.142857142857,Tb927_09_v5.1:1809007..1809659:f,False
1330,Tb927_09_v5.1,1817277,1817832,NA_peak_3741,1817829,1818023,Tb927.9.11670,+,3,114,3,11,433,10,19,0.3448275862068966,0.6551724137931034,149.31034482758622,283.6896551724138,Tb927_09_v5.1:1817829..1817832:f,False
1331,Tb927_09_v5.1,1823244,1825117,NA_peak_3742,1823049,1823828,Tb927.9.11720,+,584,3470,97,88,18685,88,724,0.10837438423645321,0.8916256157635468,2024.9753694581282,16660.024630541873,Tb927_09_v5.1:1823244..1823828:f,False
1332,Tb927_09_v5.1,1826830,1827360,NA_peak_3743,1827025,1827269,Tb927.9.11750,+,244,34,3,0,404,1,29,0.03333333333333333,0.9666666666666667,13.466666666666667,390.53333333333336,Tb927_09_v5.1:1827025..1827269:f,False
1333,Tb927_09_v5.1,1836038,1837146,NA_peak_3746,1836443,1836545,Tb927.9.11790,+,102,3255,115,50,19316,31,180,0.14691943127962084,0.8530805687203792,2837.895734597156,16478.104265402846,Tb927_09_v5.1:1836443..1836545:f,False
1334,Tb927_09_v5.1,1842789,1843651,NA_peak_3748,1842256,1842917,Tb927.9.11820,+,128,9,1,1,490,33,3,0.9166666666666666,0.08333333333333337,449.16666666666663,40.83333333333335,Tb927_09_v5.1:1842789..1842917:f,False
1335,Tb927_09_v5.1,1845189,1845685,NA_peak_3749,1845201,1846037,Tb927.9.11830,+,484,373,10,1,1734,26,40,0.3939393939393939,0.6060606060606061,683.090909090909,1050.909090909091,Tb927_09_v5.1:1845201..1845685:f,False
1336,Tb927_09_v5.1,1853939,1854421,NA_peak_3750,1854305,1854400,Tb927.9.11870,+,95,238,3,6,2841,19,207,0.084070796460177,0.915929203539823,238.84513274336285,2602.1548672566373,Tb927_09_v5.1:1854305..1854400:f,False
1337,Tb927_09_v5.1,1872141,1873209,NA_peak_3753,1872528,1872812,Tb927.9.11970,+,284,410,3,33,3076,44,192,0.1864406779661017,0.8135593220338984,573.4915254237288,2502.5084745762715,Tb927_09_v5.1:1872528..1872812:f,False
1338,Tb927_09_v5.1,1879575,1880963,NA_peak_3754,1879102,1879866,Tb927.9.12040,+,291,189,9,2,1545,27,60,0.3103448275862069,0.6896551724137931,479.48275862068965,1065.5172413793105,Tb927_09_v5.1:1879575..1879866:f,False
1339,Tb927_09_v5.1,1882592,1883410,NA_peak_3755,1883401,1884405,Tb927.9.12070,+,9,4,0,0,565,21,21,0.5,0.5,282.5,282.5,Tb927_09_v5.1:1883401..1883410:f,False
1340,Tb927_09_v5.1,1899150,1900025,NA_peak_3760,1899515,1899764,Tb927.9.12150,+,249,160,5,3,1859,63,11,0.8513513513513513,0.14864864864864868,1582.662162162162,276.3378378378379,Tb927_09_v5.1:1899515..1899764:f,False
1341,Tb927_09_v5.1,1907992,1908312,NA_peak_3761,1908172,1908277,Tb927.9.12200,+,105,695,13,14,2510,146,7,0.954248366013072,0.04575163398692805,2395.1633986928105,114.83660130718941,Tb927_09_v5.1:1908172..1908277:f,False
1342,Tb927_09_v5.1,1916229,1917955,NA_peak_3764,1916352,1916441,Tb927.9.12310,+,89,2136,36,36,13258,42,265,0.13680781758957655,0.8631921824104234,1813.798045602606,11444.201954397393,Tb927_09_v5.1:1916352..1916441:f,False
1343,Tb927_09_v5.1,1925125,1925631,NA_peak_3766,1925149,1927108,Tb927.9.12340,+,482,4,1,0,134,16,0,1.0,0.0,134.0,0.0,Tb927_09_v5.1:1925149..1925631:f,False
1344,Tb927_09_v5.1,1933005,1933626,NA_peak_3767,1931945,1933374,Tb927.9.12360,+,369,264,5,5,1516,47,46,0.5053763440860215,0.4946236559139785,766.1505376344086,749.8494623655914,Tb927_09_v5.1:1933005..1933374:f,False
1345,Tb927_09_v5.1,1936203,1938435,NA_peak_3768,1936310,1937219,Tb927.9.12390,+,909,10031,55,388,68141,201,2190,0.08406524466750313,0.9159347553324969,5728.289836888331,62412.710163111675,Tb927_09_v5.1:1936310..1937219:f,False
1346,Tb927_09_v5.1,1943204,1944315,NA_peak_3771,1941765,1943428,Tb927.9.12400,+,224,2642,41,153,16346,55,827,0.06235827664399093,0.937641723356009,1019.3083900226757,15326.691609977324,Tb927_09_v5.1:1943204..1943428:f,False
1347,Tb927_09_v5.1,1949165,1950037,NA_peak_3772,1949093,1949170,Tb927.9.12470,+,5,81,3,5,1936,0,157,0.0,1.0,0.0,1936.0,Tb927_09_v5.1:1949165..1949170:f,False
1348,Tb927_09_v5.1,1958875,1960028,NA_peak_3774,1958038,1959102,Tb927.9.12500,+,227,371,8,12,2604,99,86,0.5351351351351351,0.4648648648648649,1393.4918918918918,1210.5081081081082,Tb927_09_v5.1:1958875..1959102:f,False
1349,Tb927_09_v5.1,1961641,1962734,NA_peak_3775,1961545,1964619,Tb927.9.12510,+,1093,1115,12,66,11655,2,707,0.0028208744710860366,0.997179125528914,32.877291960507755,11622.122708039493,Tb927_09_v5.1:1961641..1962734:f,True
1350,Tb927_09_v5.1,2011899,2012672,NA_peak_3777,2012587,2012716,Tb927.9.12770,+,85,16,1,0,333,16,4,0.8,0.19999999999999996,266.40000000000003,66.59999999999998,Tb927_09_v5.1:2012587..2012672:f,False
1351,Tb927_09_v5.1,2024000,2025080,NA_peak_3781,2024222,2024574,Tb927.9.12800,+,352,960,37,41,4632,88,204,0.3013698630136986,0.6986301369863014,1395.945205479452,3236.054794520548,Tb927_09_v5.1:2024222..2024574:f,False
1352,Tb927_09_v5.1,2030496,2030849,NA_peak_3783,2029662,2030892,Tb927.9.12830,+,353,251,20,10,872,89,41,0.6846153846153846,0.3153846153846154,596.9846153846154,275.0153846153846,Tb927_09_v5.1:2030496..2030849:f,True
1353,Tb927_09_v5.1,2057748,2059112,NA_peak_3788,2057695,2058249,Tb927.9.13020,+,501,380,6,7,2080,30,61,0.32967032967032966,0.6703296703296704,685.7142857142857,1394.2857142857144,Tb927_09_v5.1:2057748..2058249:f,False
1354,Tb927_09_v5.1,2060413,2062484,NA_peak_3789,2061639,2062338,Tb927.9.13040,+,699,5124,96,125,36183,608,796,0.43304843304843305,0.566951566951567,15668.991452991453,20514.00854700855,Tb927_09_v5.1:2061639..2062338:f,False
1355,Tb927_09_v5.1,2085349,2086407,NA_peak_3792,2086079,2086429,Tb927.9.13200,-,328,4540,25,284,22928,83,1223,0.06355283307810107,0.9364471669218989,1457.1393568147014,21470.860643185297,Tb927_09_v5.1:2086079..2086407:r,False
1356,Tb927_09_v5.1,2087616,2088693,NA_peak_3793,2088549,2088563,Tb927.9.13225,-,14,491,6,16,5083,47,141,0.25,0.75,1270.75,3812.25,Tb927_09_v5.1:2088549..2088563:r,False
1357,Tb927_09_v5.1,2090352,2090967,NA_peak_3794,2089194,2090444,Tb927.9.13240,-,92,517,25,8,2663,85,27,0.7589285714285714,0.2410714285714286,2021.0267857142856,641.9732142857143,Tb927_09_v5.1:2090352..2090444:r,False
1358,Tb927_09_v5.1,2094653,2096020,NA_peak_3795,2095334,2095415,Tb927.9.13290,-,81,1506,66,18,10401,304,43,0.8760806916426513,0.12391930835734866,9112.115273775216,1288.8847262247834,Tb927_09_v5.1:2095334..2095415:r,False
1359,Tb927_09_v5.1,2097057,2099117,NA_peak_3796,2098416,2098775,Tb927.9.13310,-,359,3443,62,66,14963,346,164,0.6784313725490196,0.32156862745098036,10151.36862745098,4811.631372549019,Tb927_09_v5.1:2098416..2098775:r,False
1360,Tb927_09_v5.1,2108606,2109400,NA_peak_3799,2108712,2111431,Tb927.9.13360,-,688,113,5,8,752,37,8,0.8222222222222222,0.1777777777777778,618.3111111111111,133.68888888888893,Tb927_09_v5.1:2108712..2109400:r,False
1361,Tb927_09_v5.1,2109669,2110706,NA_peak_3800,2108712,2111431,Tb927.9.13360,-,1037,311,5,10,1458,31,16,0.6595744680851063,0.34042553191489366,961.659574468085,496.34042553191495,Tb927_09_v5.1:2109669..2110706:r,True
1362,Tb927_09_v5.1,2127466,2127846,NA_peak_3803,2127479,2128238,Tb927.9.13440,-,367,5,0,0,35,1,0,1.0,0.0,35.0,0.0,Tb927_09_v5.1:2127479..2127846:r,False
1363,Tb927_09_v5.1,2132951,2133378,NA_peak_3806,2133279,2133498,Tb927.9.13460,-,99,66,5,2,299,11,3,0.7857142857142857,0.2142857142857143,234.92857142857142,64.07142857142857,Tb927_09_v5.1:2133279..2133378:r,False
1364,Tb927_09_v5.1,2133536,2134269,NA_peak_3807,2134237,2134411,Tb927.9.13470,-,32,131,2,4,534,17,3,0.85,0.15000000000000002,453.9,80.10000000000001,Tb927_09_v5.1:2134237..2134269:r,False
1365,Tb927_09_v5.1,2150268,2151829,NA_peak_3810,2150626,2151169,Tb927.9.13570,-,543,488,22,12,3616,19,190,0.09090909090909091,0.9090909090909091,328.72727272727275,3287.272727272727,Tb927_09_v5.1:2150626..2151169:r,False
1366,Tb927_09_v5.1,2153443,2154839,NA_peak_3811,2154061,2154423,Tb927.9.13580,-,362,274,2,9,2770,18,116,0.13432835820895522,0.8656716417910448,372.089552238806,2397.910447761194,Tb927_09_v5.1:2154061..2154423:r,False
1367,Tb927_09_v5.1,2163113,2163969,NA_peak_3812,2162697,2163355,Tb927.9.13620,-,242,683,1,73,4393,3,374,0.007957559681697613,0.9920424403183024,34.95755968169761,4358.042440318302,Tb927_09_v5.1:2163113..2163355:r,False
1368,Tb927_09_v5.1,2169264,2171155,NA_peak_3814,2169593,2169892,Tb927.9.13630,-,299,50,1,1,653,25,4,0.8620689655172413,0.13793103448275867,562.9310344827586,90.06896551724141,Tb927_09_v5.1:2169593..2169892:r,False
1369,Tb927_09_v5.1,2172559,2173269,NA_peak_3816,2172804,2172883,Tb927.9.13680,-,79,152,6,13,1034,53,8,0.8688524590163934,0.1311475409836066,898.3934426229508,135.60655737704923,Tb927_09_v5.1:2172804..2172883:r,False
1370,Tb927_09_v5.1,2173812,2174933,NA_peak_3817,2174400,2174452,Tb927.9.13740,-,52,278,6,21,1543,87,19,0.8207547169811321,0.17924528301886788,1266.4245283018868,276.5754716981131,Tb927_09_v5.1:2174400..2174452:r,False
1371,Tb927_09_v5.1,2189471,2190610,NA_peak_3819,2189565,2189789,Tb927.9.14030,-,224,1269,64,43,26703,1369,63,0.9560055865921788,0.043994413407821176,25528.217178770952,1174.7828212290487,Tb927_09_v5.1:2189565..2189789:r,False
1372,Tb927_09_v5.1,2193431,2194496,NA_peak_3820,2193968,2194107,Tb927.9.14050,-,139,247,5,6,1848,68,38,0.6415094339622641,0.3584905660377359,1185.509433962264,662.4905660377359,Tb927_09_v5.1:2193968..2194107:r,False
1373,Tb927_09_v5.1,2213640,2215176,NA_peak_3821,2214214,2214584,Tb927.9.14170,-,370,1661,28,28,9626,204,170,0.5454545454545454,0.4545454545454546,5250.545454545454,4375.454545454546,Tb927_09_v5.1:2214214..2214584:r,False
1374,Tb927_09_v5.1,2215225,2216931,NA_peak_3822,2216718,2216925,Tb927.9.14180,-,207,2405,124,44,15429,756,126,0.8571428571428571,0.1428571428571429,13224.857142857141,2204.142857142858,Tb927_09_v5.1:2216718..2216925:r,False
1375,Tb927_09_v5.1,2217076,2219119,NA_peak_3823,2218294,2218725,Tb927.9.14190,-,431,2195,36,49,17437,165,408,0.2879581151832461,0.7120418848167539,5021.125654450262,12415.874345549737,Tb927_09_v5.1:2218294..2218725:r,False
1376,Tb927_09_v5.1,2222724,2223766,NA_peak_3825,2222935,2223484,Tb927.9.14200,-,549,348,23,5,5034,143,113,0.55859375,0.44140625,2811.9609375,2222.0390625,Tb927_09_v5.1:2222935..2223484:r,False
1377,Tb927_09_v5.1,2226655,2228020,NA_peak_3826,2227360,2228299,Tb927.9.14230,-,660,4011,98,9,21027,544,45,0.9235993208828522,0.07640067911714776,19420.522920203734,1606.477079796266,Tb927_09_v5.1:2227360..2228020:r,False
1378,Tb927_09_v5.1,2231777,2232617,NA_peak_3827,2232163,2232527,Tb927.9.14260,-,364,1534,42,91,7928,87,394,0.18087318087318088,0.8191268191268191,1433.962577962578,6494.0374220374215,Tb927_09_v5.1:2232163..2232527:r,False
1379,Tb927_09_v5.1,2235008,2236021,NA_peak_3828,2235330,2235924,Tb927.9.14280,-,594,686,16,40,8478,105,539,0.16304347826086957,0.8369565217391304,1382.2826086956522,7095.717391304347,Tb927_09_v5.1:2235330..2235924:r,False
1380,Tb927_09_v5.1,2249170,2250372,NA_peak_3832,2248998,2249997,Tb927.9.14400,-,827,2755,25,109,21371,91,902,0.09164149043303121,0.9083585095669688,1958.47029204431,19412.52970795569,Tb927_09_v5.1:2249170..2249997:r,False
1381,Tb927_09_v5.1,2252899,2254457,NA_peak_3833,2252786,2253016,Tb927.9.14420,-,117,1720,68,80,14531,329,122,0.729490022172949,0.270509977827051,10600.219512195123,3930.780487804878,Tb927_09_v5.1:2252899..2253016:r,False
1382,Tb927_09_v5.1,2354939,2355861,NA_peak_3864,2354426,2355001,Tb927.9.15070,+,62,662,43,0,8772,383,3,0.9922279792746114,0.007772020725388629,8703.823834196892,68.17616580310906,Tb927_09_v5.1:2354939..2355001:f,False
1384,Tb927_09_v5.1,2356424,2357173,NA_peak_3865,2356814,2357253,Tb927.9.15090,+,359,6181,314,201,22547,479,1071,0.3090322580645161,0.6909677419354838,6967.750322580645,15579.249677419353,Tb927_09_v5.1:2356814..2357173:f,False
1385,Tb927_09_v5.1,2361322,2361641,NA_peak_3866,2361328,2361402,Tb927.9.15170,+,74,141,6,3,548,7,0,1.0,0.0,548.0,0.0,Tb927_09_v5.1:2361328..2361402:f,False
1386,Tb927_09_v5.1,2387920,2388691,NA_peak_3868,2387051,2387945,Tb927.9.15380,+,25,1330,130,38,5225,178,85,0.6768060836501901,0.3231939163498099,3536.3117870722435,1688.6882129277567,Tb927_09_v5.1:2387920..2387945:f,False
1387,Tb927_09_v5.1,2402030,2403317,NA_peak_3872,2403250,2403793,Tb927.9.15450,+,67,242,5,9,1086,21,30,0.4117647058823529,0.5882352941176471,447.17647058823525,638.8235294117648,Tb927_09_v5.1:2403250..2403317:f,False
1388,Tb927_09_v5.1,2427571,2428853,NA_peak_3874,2428815,2429299,Tb927.9.15550,+,38,1410,32,32,10010,235,98,0.7057057057057057,0.2942942942942943,7064.114114114114,2945.885885885886,Tb927_09_v5.1:2428815..2428853:f,False
1389,Tb927_09_v5.1,2430624,2430951,NA_peak_3875,2430597,2431079,Tb927.9.15560,+,327,464,21,10,3407,122,44,0.7349397590361446,0.2650602409638554,2503.9397590361446,903.0602409638553,Tb927_09_v5.1:2430624..2430951:f,True
1390,Tb927_09_v5.1,2432817,2433309,NA_peak_3876,2432447,2432931,Tb927.9.15570,+,114,1464,3,23,7337,26,10,0.7222222222222222,0.2777777777777778,5298.944444444444,2038.0555555555557,Tb927_09_v5.1:2432817..2432931:f,False
1391,Tb927_09_v5.1,2436255,2436636,NA_peak_3878,2436230,2436658,Tb927.9.15590,+,381,1585,51,26,6868,199,20,0.908675799086758,0.091324200913242,6240.785388127854,627.2146118721461,Tb927_09_v5.1:2436255..2436636:f,True
1392,Tb927_09_v5.1,2437003,2437984,NA_peak_3879,2437972,2438454,Tb927.9.15600,+,12,4761,92,76,35512,531,181,0.7457865168539326,0.2542134831460674,26484.370786516854,9027.629213483146,Tb927_09_v5.1:2437972..2437984:f,False
1393,Tb927_09_v5.1,2443366,2444369,NA_peak_3883,2443342,2443823,Tb927.9.15630,+,457,2954,39,35,14116,231,139,0.6243243243243243,0.3756756756756757,8812.96216216216,5303.037837837838,Tb927_09_v5.1:2443366..2443823:f,False
1394,Tb927_09_v5.1,2452777,2453965,NA_peak_3887,2452753,2456758,Tb927.9.15660,+,1188,111,3,2,936,34,13,0.723404255319149,0.276595744680851,677.1063829787234,258.89361702127655,Tb927_09_v5.1:2452777..2453965:f,True
1395,Tb927_09_v5.1,2455683,2456261,NA_peak_3888,2452753,2456758,Tb927.9.15660,+,578,528,34,1,3908,143,6,0.959731543624161,0.04026845637583898,3750.630872483221,157.36912751677872,Tb927_09_v5.1:2455683..2456261:f,True
1396,Tb927_09_v5.1,3078633,3079124,NA_peak_4064,3079056,3080020,Tb927.9.18050,-,68,479,45,6,3597,234,1,0.9957446808510638,0.004255319148936176,3581.6936170212766,15.306382978723427,Tb927_09_v5.1:3079056..3079124:r,False
1397,Tb927_10_v5.1,8183,8597,NA_peak_4206,8443,10561,Tb927.10.20,-,154,84,0,0,385,0,0,,,,,Tb927_10_v5.1:8443..8597:r,False
1398,Tb927_10_v5.1,66295,66762,NA_peak_4223,65099,67993,Tb927.10.140,+,467,33,1,1,555,8,16,0.3333333333333333,0.6666666666666667,185.0,370.00000000000006,Tb927_10_v5.1:66295..66762:f,True
1399,Tb927_10_v5.1,70422,71173,NA_peak_4225,70518,70693,Tb927.10.160,+,175,44,1,2,940,4,45,0.08163265306122448,0.9183673469387755,76.73469387755101,863.265306122449,Tb927_10_v5.1:70518..70693:f,False
1400,Tb927_10_v5.1,72837,73954,NA_peak_4226,73293,73392,Tb927.10.180,+,99,307,10,8,1912,34,73,0.3177570093457944,0.6822429906542056,607.5514018691589,1304.448598130841,Tb927_10_v5.1:73293..73392:f,False
1401,Tb927_10_v5.1,79208,80255,NA_peak_4227,79728,79841,Tb927.10.240,+,113,3469,10,147,21358,7,840,0.008264462809917356,0.9917355371900827,176.51239669421489,21181.487603305784,Tb927_10_v5.1:79728..79841:f,False
1402,Tb927_10_v5.1,82804,83182,NA_peak_4228,82687,83226,Tb927.10.260,+,378,17,0,0,370,5,18,0.21739130434782608,0.782608695652174,80.43478260869566,289.5652173913044,Tb927_10_v5.1:82804..83182:f,True
1403,Tb927_10_v5.1,89853,90196,NA_peak_4229,89154,91764,Tb927.10.310,+,343,310,15,16,1105,18,70,0.20454545454545456,0.7954545454545454,226.02272727272728,878.9772727272726,Tb927_10_v5.1:89853..90196:f,True
1404,Tb927_10_v5.1,91412,91790,NA_peak_4230,89154,91764,Tb927.10.310,+,352,372,16,11,1367,10,69,0.12658227848101267,0.8734177215189873,173.03797468354432,1193.9620253164558,Tb927_10_v5.1:91412..91764:f,False
1405,Tb927_10_v5.1,92213,93240,NA_peak_4231,92323,92479,Tb927.10.320,+,156,490,7,25,2185,15,98,0.13274336283185842,0.8672566371681416,290.04424778761063,1894.9557522123894,Tb927_10_v5.1:92323..92479:f,False
1406,Tb927_10_v5.1,103594,104766,NA_peak_4233,103896,104120,Tb927.10.380,+,224,867,57,35,8381,224,296,0.4307692307692308,0.5692307692307692,3610.276923076923,4770.723076923076,Tb927_10_v5.1:103896..104120:f,False
1407,Tb927_10_v5.1,113441,113746,NA_peak_4235,113666,113740,Tb927.10.420,+,74,656,0,3,2344,7,9,0.4375,0.5625,1025.5,1318.5,Tb927_10_v5.1:113666..113740:f,False
1408,Tb927_10_v5.1,124899,126796,NA_peak_4238,124899,125448,Tb927.10.470,+,549,5694,124,138,37940,895,284,0.7591178965224766,0.24088210347752337,28800.932994062765,9139.067005937237,Tb927_10_v5.1:124899..125448:f,False
1409,Tb927_10_v5.1,128331,129037,NA_peak_4239,127686,131887,Tb927.10.480,+,706,16,0,0,151,9,0,1.0,0.0,151.0,0.0,Tb927_10_v5.1:128331..129037:f,True
1410,Tb927_10_v5.1,133451,135445,NA_peak_4240,133219,133828,Tb927.10.510,+,377,2552,34,102,18869,212,487,0.3032904148783977,0.6967095851216023,5722.786838340486,13146.213161659514,Tb927_10_v5.1:133451..133828:f,False
1412,Tb927_10_v5.1,153474,155590,NA_peak_4243,153299,153478,Tb927.10.570,+,4,1513,35,32,13680,283,285,0.4982394366197183,0.5017605633802817,6815.915492957746,6864.084507042255,Tb927_10_v5.1:153474..153478:f,False
1414,Tb927_10_v5.1,172149,172894,NA_peak_4245,172775,173171,Tb927.10.640,+,119,3249,246,45,11831,458,514,0.4711934156378601,0.5288065843621399,5574.689300411523,6256.310699588477,Tb927_10_v5.1:172775..172894:f,False
1415,Tb927_10_v5.1,200018,201134,NA_peak_4247,201097,201545,Tb927.10.770,+,37,4117,184,39,67944,138,45,0.7540983606557377,0.24590163934426235,51236.45901639344,16707.54098360656,Tb927_10_v5.1:201097..201134:f,False
1416,Tb927_10_v5.1,228692,230291,NA_peak_4249,229655,230459,Tb927.10.850,+,636,2783,91,63,22437,478,588,0.44840525328330205,0.551594746716698,10060.868667917448,12376.131332082552,Tb927_10_v5.1:229655..230291:f,False
1417,Tb927_10_v5.1,247363,247766,NA_peak_4251,246996,248245,Tb927.10.890,+,403,1233,63,34,4594,156,36,0.8125,0.1875,3732.625,861.375,Tb927_10_v5.1:247363..247766:f,True
1418,Tb927_10_v5.1,261499,262172,NA_peak_4252,262148,262323,Tb927.10.960,+,24,102,5,2,531,5,7,0.4166666666666667,0.5833333333333333,221.25,309.74999999999994,Tb927_10_v5.1:262148..262172:f,False
1419,Tb927_10_v5.1,273432,274773,NA_peak_4255,273731,275273,Tb927.10.1000,+,1042,943,5,59,10920,11,467,0.02301255230125523,0.9769874476987448,251.29707112970712,10668.702928870292,Tb927_10_v5.1:273731..274773:f,False
1420,Tb927_10_v5.1,287257,287724,NA_peak_4256,287639,288354,Tb927.10.1070,-,85,525,19,13,2203,119,1,0.9916666666666667,0.008333333333333304,2184.641666666667,18.358333333333267,Tb927_10_v5.1:287639..287724:r,False
1421,Tb927_10_v5.1,287747,288429,NA_peak_4257,287639,288354,Tb927.10.1070,-,607,772,26,15,3191,168,6,0.9655172413793104,0.03448275862068961,3080.9655172413795,110.03448275862056,Tb927_10_v5.1:287747..288354:r,False
1422,Tb927_10_v5.1,291142,291507,NA_peak_4258,291468,291727,Tb927.10.1100,-,39,117,3,2,444,13,8,0.6190476190476191,0.38095238095238093,274.8571428571429,169.14285714285714,Tb927_10_v5.1:291468..291507:r,False
1424,Tb927_10_v5.1,310080,312001,NA_peak_4260,311289,312227,Tb927.10.1170,-,712,193,7,3,1170,40,2,0.9523809523809523,0.04761904761904767,1114.2857142857142,55.71428571428578,Tb927_10_v5.1:311289..312001:r,False
1425,Tb927_10_v5.1,322484,323355,NA_peak_4263,322727,322921,Tb927.10.1200,-,194,766,37,8,2859,100,9,0.9174311926605505,0.08256880733944949,2622.935779816514,236.0642201834861,Tb927_10_v5.1:322727..322921:r,False
