# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "count_pca/count_pca.SAF" "-o" "count_pca/count_pca.txt" "BSF_01/res4/BSF_01/BSF_01_sorted.bam" "BSF_03/res4/BSF_03/BSF_03_sorted.bam" "BSF_04/res4/BSF_04/BSF_04_sorted.bam" "BSF_05/res4/BSF_05/BSF_05_sorted.bam" "BSF_06/res4/BSF_06/BSF_06_sorted.bam" "BSF_07/res4/BSF_07/BSF_07_sorted.bam" "BSF_08/res4/BSF_08/BSF_08_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	BSF_01/res4/BSF_01/BSF_01_sorted.bam	BSF_03/res4/BSF_03/BSF_03_sorted.bam	BSF_04/res4/BSF_04/BSF_04_sorted.bam	BSF_05/res4/BSF_05/BSF_05_sorted.bam	BSF_06/res4/BSF_06/BSF_06_sorted.bam	BSF_07/res4/BSF_07/BSF_07_sorted.bam	BSF_08/res4/BSF_08/BSF_08_sorted.bam
Tb927.10.4030	Tb927_10_v5.1	1061694	1062503	.	810	1402	111	61	11	869	265	638
Tb927.10.4040	Tb927_10_v5.1	1063520	1063799	.	280	1054	192	87	19	1416	326	1107
Tb927.10.4050	Tb927_10_v5.1	1065153	1069122	.	3970	1466	1002	366	334	2636	1707	1582
Tb927.10.4060	Tb927_10_v5.1	1071105	1071414	.	310	6	7	20	5	5	2	4
Tb927.10.4080	Tb927_10_v5.1	1074349	1074588	.	240	1668	1750	758	986	5835	5021	6042
Tb927.10.4090	Tb927_10_v5.1	1078542	1078771	.	230	659	78	31	9	815	445	492
Tb927.10.4160	Tb927_10_v5.1	1088290	1088790	.	501	3378	9839	8024	7925	4	2	14
Tb927.10.4140	Tb927_10_v5.1	1086563	1086752	.	190	0	1	6	4	0	0	2
Tb927.10.4170	Tb927_10_v5.1	1090128	1090437	.	310	541	500	9	21	296	214	242
Tb927.10.4180	Tb927_10_v5.1	1098939	1100156	.	1218	239	642	130	103	14	59	19
Tb927.10.4190	Tb927_10_v5.1	1104664	1105273	.	610	1597	181	28	5	456	279	292
Tb927.10.4200	Tb927_10_v5.1	1107970	1108109	.	140	891	1804	608	202	1127	840	280
Tb927.10.4210	Tb927_10_v5.1	1109312	1109671	.	360	3	4	0	4	18	28	3
Tb927.10.4220	Tb927_10_v5.1	1110694	1110742	.	49	47	5	3	6	207	78	42
Tb927.10.4230	Tb927_10_v5.1	1111834	1111913	.	80	0	0	2	0	0	0	1
Tb927.10.4270	Tb927_10_v5.1	1115977	1116214	.	238	1751	2631	868	518	1034	505	659
Tb927.10.4290	Tb927_10_v5.1	1118430	1118659	.	230	1573	351	1	6	2903	1103	1125
Tb927.10.4300	Tb927_10_v5.1	1120665	1120884	.	220	330	15	20	10	471	280	702
Tb927.10.4320	Tb927_10_v5.1	1124479	1125088	.	610	32	16	3	0	51	8	29
Tb927.10.4430	Tb927_10_v5.1	1138643	1141342	.	2700	985	859	493	361	435	194	237
Tb927.10.4460	Tb927_10_v5.1	1146133	1146332	.	200	30	7	2	1	15	5	3
Tb927.10.4470	Tb927_10_v5.1	1147515	1147704	.	190	10	16	2	2	19	6	2
Tb927.10.4480	Tb927_10_v5.1	1150977	1151096	.	120	408	75	7	1	1058	1784	1564
Tb927.10.4490	Tb927_10_v5.1	1153218	1153297	.	80	186	155	102	48	231	132	30
Tb927.10.4510	Tb927_10_v5.1	1157720	1158099	.	380	8	164	108	29	3	2	3
Tb927.10.4520	Tb927_10_v5.1	1159372	1159601	.	230	0	0	0	2	0	0	0
Tb927.10.4540	Tb927_10_v5.1	1162306	1162415	.	110	944	2079	973	697	1609	191	207
Tb927.10.4550	Tb927_10_v5.1	1163100	1163209	.	110	1	1	4	0	0	1	0
Tb927.10.4580	Tb927_10_v5.1	1169883	1170042	.	160	371	680	622	507	485	272	191
Tb927.10.4600	Tb927_10_v5.1	1172235	1173074	.	840	2715	4918	4699	3785	1682	870	1261
Tb927.10.4610	Tb927_10_v5.1	1174596	1174837	.	242	7	2	1	7	0	1	0
Tb927.10.4630	Tb927_10_v5.1	1176505	1176794	.	290	1299	597	353	342	1134	864	844
Tb927.10.4640	Tb927_10_v5.1	1177582	1177801	.	220	7	735	559	1478	1102	771	310
Tb927.10.4650	Tb927_10_v5.1	1179381	1179450	.	70	100	3	7	7	17	8	15
Tb927.10.4660	Tb927_10_v5.1	1181930	1182069	.	140	134	12	2	6	169	244	102
Tb927.10.4710	Tb927_10_v5.1	1187235	1187594	.	360	1811	2703	1308	866	554	149	63
Tb927.10.4770	Tb927_10_v5.1	1197672	1197911	.	240	348	385	134	92	603	383	431
Tb927.10.4780	Tb927_10_v5.1	1199578	1200607	.	1030	1107	233	73	43	490	208	235
Tb927.10.4800	Tb927_10_v5.1	1204776	1204985	.	210	1	6	5	2	2	2	7
Tb927.10.4820	Tb927_10_v5.1	1207982	1208201	.	220	473	2	0	1	105	72	90
Tb927.10.4860	Tb927_10_v5.1	1213428	1213719	.	292	351	30	20	20	271	205	106
Tb927.10.4890	Tb927_10_v5.1	1218714	1219533	.	820	650	131	183	9	248	68	92
Tb927.10.4910	Tb927_10_v5.1	1222887	1223486	.	600	57	5	3	4	14	11	51
Tb927.10.4920	Tb927_10_v5.1	1225898	1226057	.	160	831	163	15	56	63	18	46
Tb927.10.4940	Tb927_10_v5.1	1228666	1228865	.	200	6	8	4	4	0	0	1
Tb927.10.4980	Tb927_10_v5.1	1238219	1238358	.	140	0	1	0	1	0	0	0
Tb927.10.5010	Tb927_10_v5.1	1243162	1243525	.	364	144	311	57	40	345	134	150
Tb927.10.5020	Tb927_10_v5.1	1246010	1246749	.	740	54	61	7	16	9	33	4
Tb927.10.5040	Tb927_10_v5.1	1248491	1248990	.	500	100	0	0	0	1	2	0
Tb927.10.5060	Tb927_10_v5.1	1250439	1250578	.	140	915	314	110	51	622	359	269
Tb927.10.5070	Tb927_10_v5.1	1251879	1252298	.	420	29	71	20	27	15	10	4
Tb927.10.5090	Tb927_10_v5.1	1254998	1257407	.	2410	1787	2269	1450	1498	165	243	683
Tb927.10.5130	Tb927_10_v5.1	1260612	1260931	.	320	1247	1041	151	1	1344	24	265
Tb927.10.5140	Tb927_10_v5.1	1262728	1265300	.	2573	2850	1439	947	507	1176	940	832
Tb927.10.5170	Tb927_10_v5.1	1278532	1279236	.	705	4	2	1	2	1	1	15
Tb927.10.5190	Tb927_10_v5.1	1285033	1287485	.	2453	192	53	27	87	329	343	298
Tb927.10.5200	Tb927_10_v5.1	1289112	1289661	.	550	41	5	2	7	15	16	87
Tb927.10.5210	Tb927_10_v5.1	1292467	1292736	.	270	0	1	0	1	0	0	0
Tb927.10.5220	Tb927_10_v5.1	1294296	1294914	.	619	1053	23	2	7	3000	1299	1994
Tb927.10.5230	Tb927_10_v5.1	1296000	1296474	.	475	36	56	39	21	3	0	0
Tb927.10.5240	Tb927_10_v5.1	1302361	1303895	.	1535	2705	6078	6825	7078	2904	2073	2005
Tb927.10.5250	Tb927_10_v5.1	1307435	1313738	.	6304	1457	4152	3858	4842	1807	982	1741
Tb927.10.5260	Tb927_10_v5.1	1317391	1318235	.	845	1	17	11	4	1	0	2
Tb927.10.5270	Tb927_10_v5.1	1319711	1320267	.	557	17	0	1	2	219	31	79
Tb927.10.5280	Tb927_10_v5.1	1323111	1323255	.	145	1128	600	3	4	1421	1469	807
Tb927.10.5290	Tb927_10_v5.1	1324345	1324484	.	140	925	328	2	4	1354	419	622
Tb927.10.5310	Tb927_10_v5.1	1328304	1330048	.	1745	621	7866	9010	10677	1140	1050	329
Tb927.10.5330	Tb927_10_v5.1	1333501	1333600	.	100	3	1	1	4	7	5	8
Tb927.10.5350	Tb927_10_v5.1	1346951	1347270	.	320	376	93	61	9	256	170	100
Tb927.10.5380	Tb927_10_v5.1	1354465	1355119	.	655	3	33	79	22	10	2	2
Tb927.10.5420	Tb927_10_v5.1	1366660	1367069	.	410	1556	94	86	14	4148	2841	2140
Tb927.10.5440	Tb927_10_v5.1	1370349	1370468	.	120	5	4	2	2	12	3	4
Tb927.10.5510	Tb927_10_v5.1	1383906	1385233	.	1328	2398	17788	19933	17196	36	20	14
Tb927.10.5520	Tb927_10_v5.1	1386720	1387266	.	547	1572	4498	1043	510	655	250	414
Tb927.10.5650	Tb927_10_v5.1	1410657	1411046	.	390	318	8	6	3	806	111	673
Tb927.10.5660	Tb927_10_v5.1	1412264	1412688	.	425	118	54	2	7	66	30	48
Tb927.10.5670	Tb927_10_v5.1	1415548	1415797	.	250	0	4	1	1	11	15	10
Tb927.10.5690	Tb927_10_v5.1	1419200	1419684	.	485	3	3	0	14	0	6	4
Tb927.10.5740	Tb927_10_v5.1	1424501	1425300	.	800	1644	118	7	12	333	226	289
Tb927.10.5760	Tb927_10_v5.1	1427669	1429343	.	1675	494	109	8	12	45	32	27
Tb927.10.5770	Tb927_10_v5.1	1430320	1430796	.	477	1895	470	394	246	599	460	707
Tb927.10.5780	Tb927_10_v5.1	1433610	1434639	.	1030	1679	3769	2861	822	28	4	21
Tb927.10.5800	Tb927_10_v5.1	1438824	1439263	.	440	332	1584	1995	2284	727	496	648
Tb927.10.5810	Tb927_10_v5.1	1439970	1441553	.	1584	2448	2400	3642	4472	328	289	538
Tb927.10.5820	Tb927_10_v5.1	1443185	1443282	.	98	2	6	3	2	8	3	14
Tb927.10.5840	Tb927_10_v5.1	1448712	1449335	.	624	25	13	20	19	4	2	0
Tb927.10.5850	Tb927_10_v5.1	1450118	1450932	.	815	144	458	353	378	356	136	232
Tb927.10.5860	Tb927_10_v5.1	1465575	1466004	.	430	2	12	6	4	40	6	7
Tb927.10.5870	Tb927_10_v5.1	1466817	1468543	.	1727	1990	4326	4984	4688	813	405	1842
Tb927.10.5880	Tb927_10_v5.1	1470097	1472276	.	2180	7558	1308	926	928	3317	3841	3248
Tb927.10.5890	Tb927_10_v5.1	1474423	1474572	.	150	71	28	16	3	121	80	30
Tb927.10.5910	Tb927_10_v5.1	1479224	1480223	.	1000	135	1	2	3	2	3	3
Tb927.10.5920	Tb927_10_v5.1	1482869	1482998	.	130	885	372	5	6	1090	508	16
Tb927.10.5940	Tb927_10_v5.1	1488541	1489387	.	847	2627	38	7	11	4822	4970	6369
Tb927.10.5950	Tb927_10_v5.1	1491043	1491557	.	515	486	39	2	2	247	295	390
Tb927.10.5960	Tb927_10_v5.1	1493747	1496256	.	2510	1463	192	119	377	1225	1143	1022
Tb927.10.5990	Tb927_10_v5.1	1503170	1503674	.	505	20	36	7	182	26	25	5
Tb927.10.6020	Tb927_10_v5.1	1516340	1516679	.	340	135	2	1	21	1	0	4
Tb927.10.6030	Tb927_10_v5.1	1517369	1517903	.	535	16329	2845	2370	3627	535	826	1972
Tb927.10.6050	Tb927_10_v5.1	1519147	1521438	.	2292	1566	19115	18713	25976	603	1424	11947
Tb927.10.6060	Tb927_10_v5.1	1529166	1530825	.	1660	3582	1320	1155	1432	1269	627	550
Tb927.10.6090	Tb927_10_v5.1	1534783	1535042	.	260	107	321	23	9	0	3	21
Tb927.10.6100	Tb927_10_v5.1	1537269	1537628	.	360	685	141	39	20	1305	1195	1126
Tb927.10.6110	Tb927_10_v5.1	1539136	1539675	.	540	3	1	1	1	2	4	3
Tb927.10.6130	Tb927_10_v5.1	1543178	1545192	.	2015	1755	151	119	32	3508	2466	3200
Tb927.10.6150	Tb927_10_v5.1	1548390	1549164	.	775	66	13	2	1	239	239	254
Tb927.10.6170	Tb927_10_v5.1	1562068	1562181	.	114	4	3	1	2	1	2	2
Tb927.10.6180	Tb927_10_v5.1	1566999	1567993	.	995	1300	363	293	324	2213	1664	1736
Tb927.10.6200	Tb927_10_v5.1	1571671	1572552	.	882	43	32	16	9	21	17	18
Tb927.10.6210	Tb927_10_v5.1	1573077	1573754	.	678	51	17	9	4	11	18	9
Tb927.10.6240	Tb927_10_v5.1	1582168	1583582	.	1415	129	80	5	6	248	257	287
Tb927.10.6250	Tb927_10_v5.1	1584945	1585204	.	260	2201	1045	887	626	3653	2842	2995
Tb927.10.6260	Tb927_10_v5.1	1587420	1587914	.	495	0	2	3	5	0	0	2
Tb927.10.6280	Tb927_10_v5.1	1589946	1590475	.	530	593	168	18	30	1260	915	763
Tb927.10.6290	Tb927_10_v5.1	1591320	1591514	.	195	181	115	127	22	255	136	59
Tb927.10.6300	Tb927_10_v5.1	1593207	1593361	.	155	8	2	0	0	3	2	13
Tb927.10.6310	Tb927_10_v5.1	1594927	1595161	.	235	0	1	0	0	0	1	1
Tb927.10.6320	Tb927_10_v5.1	1598027	1598301	.	275	0	0	3	2	0	0	0
Tb927.10.6340	Tb927_10_v5.1	1606464	1606826	.	363	0	0	0	8	5	0	1
Tb927.10.6350	Tb927_10_v5.1	1608269	1608698	.	430	85	30	5	2	413	101	211
Tb927.10.6360	Tb927_10_v5.1	1610174	1610578	.	405	6	1	1	3	0	1	4
Tb927.10.6390	Tb927_10_v5.1	1614495	1614784	.	290	50	106	174	155	85	105	173
Tb927.10.6410	Tb927_10_v5.1	1619305	1620221	.	917	266	29	24	12	112	48	1230
Tb927.10.6420	Tb927_10_v5.1	1626872	1627826	.	955	1566	29	9	78	1958	1318	1253
Tb927.10.6440	Tb927_10_v5.1	1636658	1636860	.	203	0	0	1	0	29	3	3
Tb927.10.6450	Tb927_10_v5.1	1637920	1637979	.	60	0	12	2	15	0	0	0
Tb927.10.6520	Tb927_10_v5.1	1651672	1652182	.	511	242	15	5	124	9	1	2
Tb927.10.6530	Tb927_10_v5.1	1653581	1653830	.	250	1	1	4	4	4	4	2
Tb927.10.6560	Tb927_10_v5.1	1661193	1661618	.	426	70	18	6	0	249	101	205
Tb927.10.6600	Tb927_10_v5.1	1673335	1673648	.	314	63	33	5	4	402	128	345
Tb927.10.6610	Tb927_10_v5.1	1674979	1675198	.	220	5	7	5	3	6	2	2
Tb927.10.6620	Tb927_10_v5.1	1676906	1678315	.	1410	39	5	6	5	17	6	64
Tb927.10.6630	Tb927_10_v5.1	1680383	1680867	.	485	0	2	11	3	1	1	2
Tb927.10.6640	Tb927_10_v5.1	1681785	1682334	.	550	1225	524	500	534	6622	6634	11229
Tb927.10.6650	Tb927_10_v5.1	1684197	1684276	.	80	154	11	1	7	29	49	28
Tb927.10.6670	Tb927_10_v5.1	1685809	1686103	.	295	487	2960	3236	3888	23	4	6
Tb927.10.6690	Tb927_10_v5.1	1690377	1690726	.	350	1057	2750	289	362	1901	34	19
Tb927.10.6700	Tb927_10_v5.1	1692782	1693001	.	220	167	17	16	8	370	202	735
Tb927.10.6710	Tb927_10_v5.1	1694344	1694388	.	45	45	60	4	0	57	27	75
Tb927.10.6780	Tb927_10_v5.1	1709045	1709239	.	195	31	0	1	88	59	23	25
Tb927.10.6790	Tb927_10_v5.1	1714641	1714865	.	225	9	7	3	6	4	2	2
Tb927.10.6820	Tb927_10_v5.1	1719838	1720082	.	245	692	2	1	4	1571	2132	2544
Tb927.10.6840	Tb927_10_v5.1	1723175	1723853	.	679	8019	22327	22963	26556	1103	30	1530
Tb927.10.6870	Tb927_10_v5.1	1728913	1729862	.	950	463	111	4	1	433	413	483
Tb927.10.6880	Tb927_10_v5.1	1731116	1731590	.	475	189	223	203	297	244	2	184
Tb927.10.6890	Tb927_10_v5.1	1733587	1734391	.	805	821	1369	795	642	1245	1175	546
Tb927.10.6900	Tb927_10_v5.1	1736612	1738131	.	1520	1504	2311	1878	1697	1233	689	899
Tb927.10.6920	Tb927_10_v5.1	1741923	1742925	.	1003	789	101	236	88	1044	849	876
Tb927.10.6930	Tb927_10_v5.1	1746560	1746979	.	420	1	35	10	22	5	11	4
Tb927.10.6960	Tb927_10_v5.1	1756133	1756677	.	545	44	121	115	369	145	101	77
Tb927.10.6980	Tb927_10_v5.1	1761960	1762294	.	335	126	91	36	20	615	532	534
Tb927.10.6970	Tb927_10_v5.1	1759440	1759609	.	170	4	33	51	76	13	58	12
Tb927.10.7000	Tb927_10_v5.1	1765378	1765837	.	460	110	63	239	10	2517	1151	879
Tb927.10.7010	Tb927_10_v5.1	1767758	1767892	.	135	1039	1216	572	310	1811	1212	925
Tb927.10.7050	Tb927_10_v5.1	1776341	1776485	.	145	50	53	61	26	54	72	68
Tb927.10.7070	Tb927_10_v5.1	1780773	1780872	.	100	6	2	0	0	6	3	20
Tb927.10.7080	Tb927_10_v5.1	1783159	1783248	.	90	2	5	1	5	44	6	11
Tb927.10.7090	Tb927_10_v5.1	1784496	1787875	.	3380	356	998	537	888	484	208	18
Tb927.10.7110	Tb927_10_v5.1	1792273	1793440	.	1168	1682	3539	2095	6511	5395	5088	2188
Tb927.10.7120	Tb927_10_v5.1	1794853	1795272	.	420	597	462	380	444	35	79	38
Tb927.10.7180	Tb927_10_v5.1	1804973	1805431	.	459	509	1501	882	58	384	211	218
Tb927.10.7200	Tb927_10_v5.1	1810020	1810709	.	690	922	78	111	211	1612	1311	1767
Tb927.10.7190	Tb927_10_v5.1	1809054	1809412	.	359	648	650	303	75	702	534	750
Tb927.10.7210	Tb927_10_v5.1	1814012	1814996	.	985	452	344	206	143	192	143	257
Tb927.10.7220	Tb927_10_v5.1	1815890	1816376	.	487	547	96	70	44	32	15	47
Tb927.10.7240	Tb927_10_v5.1	1826537	1826949	.	413	305	272	201	154	339	159	242
Tb927.10.7290	Tb927_10_v5.1	1836747	1838046	.	1300	3455	295	78	61	6821	8878	9565
Tb927.10.7300	Tb927_10_v5.1	1841774	1844022	.	2249	997	7354	9273	10250	1803	1223	1350
Tb927.10.7310	Tb927_10_v5.1	1845823	1846148	.	326	0	10	7	11	10	8	10
Tb927.10.7320	Tb927_10_v5.1	1848827	1849556	.	730	828	327	44	7	1575	206	1327
Tb927.10.7360	Tb927_10_v5.1	1858115	1858464	.	350	421	584	296	120	1728	1401	794
Tb927.10.7375	Tb927_10_v5.1	1863245	1863829	.	585	870	526	60	23	747	249	882
Tb927.10.7390	Tb927_10_v5.1	1865947	1866161	.	215	15	34	7	14	117	29	143
Tb927.10.7400	Tb927_10_v5.1	1866694	1866988	.	295	20	14	2	1	127	63	83
Tb927.10.7420	Tb927_10_v5.1	1871418	1872662	.	1245	51	83	10	7	21	56	32
Tb927.10.7430	Tb927_10_v5.1	1873641	1873770	.	130	19	0	1	2	24	48	76
Tb927.10.7440	Tb927_10_v5.1	1875385	1875498	.	114	1	38	6	16	30	12	20
Tb927.10.7450	Tb927_10_v5.1	1878490	1878573	.	84	15	7	9	1	39	52	58
Tb927.10.7460	Tb927_10_v5.1	1879489	1879557	.	69	1026	16	10	4	315	201	207
Tb927.10.7470	Tb927_10_v5.1	1880245	1880388	.	144	0	1	0	4	1	1	3
Tb927.10.7480	Tb927_10_v5.1	1880895	1881479	.	585	176	46	14	12	26	19	13
Tb927.10.7490	Tb927_10_v5.1	1882247	1882281	.	35	277	66	18	12	31	36	20
Tb927.10.7500	Tb927_10_v5.1	1884544	1884734	.	191	4	128	1	140	0	4	2
Tb927.10.7540	Tb927_10_v5.1	1893987	1895676	.	1690	633	404	5	28	934	646	62
Tb927.10.7560	Tb927_10_v5.1	1901660	1901793	.	134	32	1	2	3	18	8	22
Tb927.10.7570	Tb927_10_v5.1	1902764	1903487	.	724	88	80	31	291	42	131	70
Tb927.10.7580	Tb927_10_v5.1	1905009	1905905	.	897	258	27	10	60	889	1031	874
Tb927.10.7590	Tb927_10_v5.1	1909068	1909290	.	223	565	870	467	179	735	426	538
Tb927.10.7600	Tb927_10_v5.1	1910352	1910822	.	471	2594	1269	720	246	1005	645	765
Tb927.10.7620	Tb927_10_v5.1	1917258	1917842	.	585	635	10	9	22	1506	98	1417
Tb927.10.7670	Tb927_10_v5.1	1930118	1930684	.	567	825	644	14	22	1952	613	883
Tb927.10.7680	Tb927_10_v5.1	1932407	1932609	.	203	0	2	2	3	0	7	1
Tb927.10.7690	Tb927_10_v5.1	1934380	1934726	.	347	143	3	1	5	2	0	1
Tb927.10.7700	Tb927_10_v5.1	1937055	1938587	.	1533	377	87	9	27	4288	2050	2336
Tb927.10.7710	Tb927_10_v5.1	1940795	1941176	.	382	1377	30	3	6	11	5	5
Tb927.10.7720	Tb927_10_v5.1	1942190	1942471	.	282	6	3	1	2	1	0	12
Tb927.10.7760	Tb927_10_v5.1	1949218	1949420	.	203	0	1	2	3	1	5	3
Tb927.10.7780	Tb927_10_v5.1	1952145	1952268	.	124	232	2	1	15	0	3	1
Tb927.10.7790	Tb927_10_v5.1	1953439	1953582	.	144	317	319	134	53	643	423	418
Tb927.10.7820	Tb927_10_v5.1	1959107	1959339	.	233	254	65	13	221	72	5	19
Tb927.10.7830	Tb927_10_v5.1	1959939	1960186	.	248	12	74	23	4	6	13	2
Tb927.10.7840	Tb927_10_v5.1	1961862	1961935	.	74	1419	5833	4749	3142	644	25	85
Tb927.10.7860	Tb927_10_v5.1	1964256	1965814	.	1559	2817	2159	2011	1630	611	405	426
Tb927.10.7880	Tb927_10_v5.1	1968007	1968303	.	297	750	1001	726	497	802	444	510
Tb927.10.7890	Tb927_10_v5.1	1970478	1972999	.	2522	2267	2954	2067	1281	1298	1053	595
Tb927.10.7900	Tb927_10_v5.1	1975395	1976286	.	892	1747	418	72	64	1829	551	1003
Tb927.10.7940	Tb927_10_v5.1	1983117	1983215	.	99	605	517	158	95	1162	703	819
Tb927.10.7960	Tb927_10_v5.1	1984464	1985102	.	639	985	793	213	143	2265	1116	1449
Tb927.10.7970	Tb927_10_v5.1	1985799	1986045	.	247	72	9	2	5	207	69	142
Tb927.10.7985	Tb927_10_v5.1	1989018	1989176	.	159	108	47	19	6	215	147	117
Tb927.10.8000	Tb927_10_v5.1	1991828	1991924	.	97	334	1084	619	622	2	1	2
Tb927.10.8010	Tb927_10_v5.1	1996053	1996176	.	124	34	36	66	86	52	15	3
Tb927.10.8030	Tb927_10_v5.1	2000339	2000893	.	555	232	558	300	230	387	318	469
Tb927.10.8050	Tb927_10_v5.1	2004711	2007942	.	3232	4348	10047	11641	12038	808	693	675
Tb927.10.8060	Tb927_10_v5.1	2008986	2009342	.	357	184	230	94	50	236	168	84
Tb927.10.8110	Tb927_10_v5.1	2017737	2018723	.	987	2681	5319	824	929	4243	2287	1587
Tb927.10.8100	Tb927_10_v5.1	2016275	2016477	.	203	0	1	5	0	0	1	1
Tb927.10.8115	Tb927_10_v5.1	2019765	2020022	.	258	414	359	70	24	98	109	72
Tb927.10.8130	Tb927_10_v5.1	2023172	2023263	.	92	34	24	7	4	14	14	4
Tb927.10.8150	Tb927_10_v5.1	2025415	2025941	.	527	1156	231	214	283	116	41	79
Tb927.10.8140	Tb927_10_v5.1	2024638	2024786	.	149	385	118	80	15	344	121	92
Tb927.10.8160	Tb927_10_v5.1	2027035	2027146	.	112	7	2	2	2	0	5	0
Tb927.10.8190	Tb927_10_v5.1	2036237	2036524	.	288	0	4	2	6	0	2	0
Tb927.10.8210	Tb927_10_v5.1	2039442	2039515	.	74	9	2	6	3	10	1	6
Tb927.10.8240	Tb927_10_v5.1	2045441	2045456	.	16	1	0	0	3	0	0	8
Tb927.10.8250	Tb927_10_v5.1	2046777	2046814	.	38	27	42	11	3	33	17	52
Tb927.10.8270	Tb927_10_v5.1	2048540	2048609	.	70	31	216	175	178	20	6	11
Tb927.10.8330	Tb927_10_v5.1	2057803	2058130	.	328	0	11	3	2	2	0	1
Tb927.10.8390	Tb927_10_v5.1	2080305	2080594	.	290	943	5	1	2	1966	2190	2351
Tb927.10.8400	Tb927_10_v5.1	2081602	2081893	.	292	992	0	1	3	2019	1790	2645
Tb927.10.8440	Tb927_10_v5.1	2095043	2095677	.	635	265	833	650	476	261	200	214
Tb927.10.8450	Tb927_10_v5.1	2097436	2098045	.	610	153	331	273	220	227	163	161
Tb927.10.8500	Tb927_10_v5.1	2109737	2110536	.	800	480	108	106	84	804	679	578
Tb927.10.8510	Tb927_10_v5.1	2112302	2113065	.	764	628	113	114	86	1039	789	743
Tb927.10.8540	Tb927_10_v5.1	2119264	2119728	.	465	2075	366	288	175	639	384	290
Tb927.10.8560	Tb927_10_v5.1	2120794	2121098	.	305	17	4	20	4	20	15	13
Tb927.10.8590	Tb927_10_v5.1	2129437	2130171	.	735	1286	17	2	1	548	181	338
Tb927.10.8610	Tb927_10_v5.1	2137310	2137504	.	195	24	1	3	2	50	2	0
Tb927.10.8680	Tb927_10_v5.1	2146736	2148165	.	1430	5133	5652	2448	130	6201	633	1644
Tb927.10.8690	Tb927_10_v5.1	2149374	2150046	.	673	163	292	67	13	433	118	120
Tb927.10.8700	Tb927_10_v5.1	2150674	2151534	.	861	2044	769	371	170	2513	1404	2176
Tb927.10.8710	Tb927_10_v5.1	2152276	2152620	.	345	1133	527	247	113	1888	1089	1654
Tb927.10.8730	Tb927_10_v5.1	2157749	2159603	.	1855	533	284	59	27	1652	1092	1009
Tb927.10.8750	Tb927_10_v5.1	2160828	2161227	.	400	22	2	2	3	73	79	30
Tb927.10.8760	Tb927_10_v5.1	2162374	2162831	.	458	190	57	5	5	666	774	683
Tb927.10.8780	Tb927_10_v5.1	2171807	2171976	.	170	409	503	262	125	736	791	650
Tb927.10.8790	Tb927_10_v5.1	2173008	2173462	.	455	18	1	5	3	56	25	116
Tb927.10.8800	Tb927_10_v5.1	2175565	2176164	.	600	428	2826	2351	2561	1255	10	11
Tb927.10.8810	Tb927_10_v5.1	2179028	2179317	.	290	11	29	75	26	16	3	14
Tb927.10.8830	Tb927_10_v5.1	2185727	2188475	.	2749	5194	4259	5203	5881	3	70	26
Tb927.10.8840	Tb927_10_v5.1	2189485	2189882	.	398	52	25	1	3	95	6	43
Tb927.10.8850	Tb927_10_v5.1	2192155	2192618	.	464	380	193	31	18	46	126	298
Tb927.10.8860	Tb927_10_v5.1	2194424	2195648	.	1225	790	348	34	50	111	236	606
Tb927.10.8870	Tb927_10_v5.1	2196782	2197116	.	335	52	51	38	49	175	4	44
Tb927.10.8890	Tb927_10_v5.1	2199992	2202419	.	2428	6407	2297	761	175	1611	1310	4568
Tb927.10.8900	Tb927_10_v5.1	2204826	2207871	.	3046	2357	12329	17218	25273	2356	1896	1751
Tb927.10.8910	Tb927_10_v5.1	2213406	2213627	.	222	271	86	40	36	121	42	94
Tb927.10.8930	Tb927_10_v5.1	2218071	2218476	.	406	0	36	12	20	0	0	0
Tb927.10.8940	Tb927_10_v5.1	2220726	2222879	.	2154	3139	5686	6863	11875	2403	3114	98
Tb927.10.8950	Tb927_10_v5.1	2223485	2224073	.	589	1159	1093	739	1029	244	366	112
Tb927.10.8970	Tb927_10_v5.1	2226483	2226853	.	371	883	10	0	2	985	1400	1495
Tb927.10.8980	Tb927_10_v5.1	2227667	2228146	.	480	763	136	29	49	651	912	932
Tb927.10.8990	Tb927_10_v5.1	2229648	2229732	.	85	20	2	1	2	51	36	43
Tb927.10.9025	Tb927_10_v5.1	2238082	2238434	.	353	20	208	296	362	85	80	149
Tb927.10.9030	Tb927_10_v5.1	2239148	2239292	.	145	87	451	637	740	263	251	348
Tb927.10.9080	Tb927_10_v5.1	2252668	2253662	.	995	303	496	433	404	993	551	776
Tb927.10.9100	Tb927_10_v5.1	2258749	2258889	.	141	73	3	1	1	78	90	124
Tb927.10.9110	Tb927_10_v5.1	2259948	2260032	.	85	217	2	0	1	740	363	481
Tb927.10.9140	Tb927_10_v5.1	2266557	2266611	.	55	0	0	2	2	8	1	4
Tb927.10.9170	Tb927_10_v5.1	2271227	2271581	.	355	15	25	27	11	56	19	19
Tb927.10.9180	Tb927_10_v5.1	2272997	2274149	.	1153	409	728	516	709	72	14	14
Tb927.10.9200	Tb927_10_v5.1	2280073	2280406	.	334	7	0	1	13	17	18	3
Tb927.10.9210	Tb927_10_v5.1	2282251	2282320	.	70	154	53	25	9	323	196	170
